x,y,z,idx
-1124.660949373984,322.76147516843304,0.0,242
-1134.6177535760096,322.7884274451976,0.0,1
-1144.8325637266946,323.30271627521466,0.0,2
-1154.9363465202875,323.7313585514356,0.0,3
-1165.9283825770176,323.9887528061618,0.0,4
-1175.2549676872686,323.98914697640305,0.0,5
-1184.0264132703674,323.6469434550189,0.0,6
-1190.7993048308972,323.30465486407917,0.0,7
-1197.9052958293933,322.7910922753915,0.0,8
-1213.1165400047018,322.1065817080718,0.0,9
-1221.8880065317157,321.25051045618534,0.0,10
-1235.1006962453253,320.5659111138886,0.0,11
-1250.2009157086152,319.7100995741687,0.0,12
-1263.302577497159,318.9398459780875,0.0,13
-1279.513107216116,317.99842952325344,0.0,14
-1291.8375529467735,317.2281378886915,0.0,15
-1306.8267399261676,316.37230884278085,0.0,16
-1322.149018697868,315.51649015369384,0.0,17
-1342.6897490580345,314.4895915676882,0.0,18
-1365.2290389510865,313.29147802448534,0.0,19
-1386.3249038317522,312.69281938791545,0.0,20
-1401.6471697991087,312.0939224125133,0.0,21
-1419.6341763795892,311.40948512004627,0.0,22
-1429.6269594944242,310.98165951022884,0.0,23
-1446.9477773494718,310.382836633058,0.0,24
-1472.1517621288422,310.1269166759916,0.0,25
-1509.040195243139,309.43706131432316,0.0,26
-1534.1922487168226,309.1466138423666,0.0,27
-1550.2833594633798,308.9367724408042,0.0,28
-1562.7710511500286,308.68072024768105,0.0,29
-1602.6583416107346,308.12321362119377,0.0,30
-1625.9293897857135,307.73497920811144,0.0,31
-1648.246565893472,307.56457746442777,0.0,32
-1669.1203457080146,307.30846787344063,0.0,33
-1683.8874372049222,307.05211232676425,0.0,34
-1699.8758658426345,306.79580465657585,0.0,35
-1711.5340941530658,306.6249722432595,0.0,36
-1725.3019051099259,306.45422362529405,0.0,37
-1739.2917805291802,306.1978335007034,0.0,38
-1756.0574224235597,305.9415531941126,0.0,39
-1769.381106290697,305.8564347306202,0.0,40
-1813.7140443798849,305.1882228309145,0.0,41
-1857.866886560212,304.54475174887017,0.0,42
-1902.0070257561815,304.0723060720812,0.0,43
-1946.1419985921661,303.5508797196722,0.0,44
-1987.2970987043147,302.56774294245224,0.0,45
-2028.4157735053514,301.58411791737586,0.0,46
-2061.516760357263,300.8256667570533,0.0,47
-2094.5900785037593,300.1306071234734,0.0,48
-2120.5138098470634,299.46497824613147,0.0,49
-2146.4414119886183,299.10478484169005,0.0,50
-2153.32531929825,298.84809019363803,0.0,51
-2158.7658387323954,298.3343755431394,0.0,52
-2166.8528316859592,297.78095842500954,0.0,53
-2177.7277970796126,296.3711016232451,0.0,54
-2190.058373168001,294.00621843272063,0.0,55
-2200.6710192395003,291.53590075833074,0.0,56
-2209.9109261371245,288.7812003820061,0.0,57
-2222.3474964667807,284.6372217233011,0.0,58
-2234.9933022231216,279.89486992419506,0.0,59
-2241.893344819854,276.770005136838,0.0,60
-2250.1206146056866,272.9903494724915,0.0,61
-2265.689548167513,264.24759053070915,0.0,62
-2280.0127862636637,255.59684827207383,0.0,63
-2289.8947358461523,248.6590488895011,0.0,64
-2296.7832956442808,243.44531178189175,0.0,65
-2306.9332183207666,234.81468287123673,0.0,66
-2321.1939628645314,220.5325154902713,0.0,67
-2328.8675590249622,212.34202197910338,0.0,68
-2336.306860077171,203.00567722186105,0.0,69
-2343.3020187386664,194.01192916215766,0.0,70
-2349.964081269335,184.76118691329776,0.0,71
-2355.9599609276074,174.99647345655532,0.0,72
-2361.0675780371157,165.48869570755335,0.0,73
-2365.397950141791,156.92311377689936,0.0,74
-2369.0621242927627,148.6144796700884,0.0,75
-2372.6152698072324,139.7062377505655,0.0,76
-2375.6132462897954,131.14060557924333,0.0,77
-2378.056046637308,123.43152678885248,0.0,78
-2380.4988546723025,114.69456001878861,0.0,79
-2383.0526986106725,104.84404885347405,0.0,80
-2384.6072323423173,96.79231508537694,0.0,81
-2385.939697486738,88.6549184989432,0.0,82
-2387.0500946681314,80.3462027636915,0.0,83
-2387.605321950576,72.89404942331768,0.0,84
-2388.160546357604,64.92795295831212,0.0,85
-2388.4936923639502,58.16105185258008,0.0,86
-2388.8268481016626,48.99575372817993,0.0,87
-2389.160012341118,35.890231923767956,0.0,88
-2389.2710943183847,22.35642322161334,0.0,89
-2389.2711158625266,13.019807998327835,0.0,90
