interpolated_x,interpolated_y,interpolated_z
4.838,-3.562,0.455
4.088703506689991,-4.224234675257437,0.45503069880749386
3.339407013379981,-4.886469350514874,0.4550613976149877
2.590110520069972,-5.548704025772311,0.4550920964224816
1.8408140267599626,-6.210938701029748,0.45512279522997545
1.0915175334499532,-6.873173376287184,0.4551534940374693
0.34222104013994414,-7.535408051544621,0.45518419284496314
-0.40707545317006577,-8.197642726802059,0.455214891652457
-1.1563719464800748,-8.859877402059496,0.45524559045995083
-1.9056684397900838,-9.522112077316933,0.45527628926744473
-2.6549649331000937,-10.184346752574369,0.4553069880749386
-3.4042614264101028,-10.846581427831806,0.4553376868824324
-4.153557919720112,-11.508816103089243,0.45536838568992627
-4.902854413030121,-12.17105077834668,0.4553990844974201
-5.652150906340132,-12.833285453604116,0.45542978330491396
-6.401447399650141,-13.495520128861553,0.45546048211240786
-7.15074389296015,-14.15775480411899,0.4554911809199017
-7.900040386270159,-14.819989479376428,0.45552187972739555
-8.649336879580169,-15.482224154633865,0.4555525785348894
-9.398633372890178,-16.144458829891303,0.45558327734238324
-10.147929866200187,-16.80669350514874,0.4556139761498771
-10.897226359510196,-17.468928180406177,0.455644674957371
-11.646522852820205,-18.131162855663614,0.45567537376486483
-12.395819346130214,-18.79339753092105,0.4557060725723587
-13.145115839440223,-19.45563220617849,0.4557367713798525
-13.894412332750232,-20.117866881435926,0.45576747018734637
-14.64370882606024,-20.780101556693364,0.45579816899484027
-15.393005319370253,-21.442336231950797,0.4558288678023341
-16.142301812680262,-22.104570907208235,0.45585956660982796
-16.89159830599027,-22.766805582465672,0.4558902654173218
-17.64089479930028,-23.42904025772311,0.45592096422481565
-18.39019129261029,-24.091274932980546,0.4559516630323095
-19.1394877859203,-24.753509608237984,0.4559823618398034
-19.57,-25.134,0.456
-20.27246047630966,-25.84572275446469,0.4546823537352682
-20.974920952619325,-26.557445508929376,0.4533647074705364
-21.677381428928985,-27.269168263394064,0.4520470612058046
-22.37984190523865,-27.980891017858752,0.4507294149410728
-23.08230238154831,-28.69261377232344,0.44941176867634103
-23.78476285785797,-29.40433652678813,0.44809412241160923
-24.487223334167634,-30.116059281252817,0.4467764761468775
-25.189683810477295,-30.827782035717505,0.4454588298821457
-25.89214428678696,-31.539504790182193,0.4441411836174139
-26.59460476309662,-32.25122754464688,0.4428235373526821
-27.29706523940628,-32.96295029911157,0.4415058910879503
-27.999525715715944,-33.67467305357626,0.4401882448232185
-28.701986192025608,-34.386395808040945,0.4388705985584867
-29.404446668335268,-35.09811856250563,0.4375529522937549
-30.10690714464493,-35.80984131697032,0.4362353060290231
-30.80936762095459,-36.52156407143501,0.4349176597642913
-31.511828097264253,-37.2332868258997,0.4336000134995595
-32.21428857357392,-37.945009580364385,0.4322823672348277
-32.91674904988358,-38.65673233482907,0.4309647209700959
-33.61920952619324,-39.36845508929376,0.4296470747053641
-34.3216700025029,-40.080177843758456,0.4283294284406324
-35.024130478812566,-40.791900598223144,0.4270117821759006
-35.72659095512222,-41.503623352687825,0.4256941359111688
-36.42905143143189,-42.21534610715252,0.424376489646437
-37.13151190774155,-42.92706886161721,0.4230588433817052
-37.696,-43.498999999999995,0.42200000000000004
-38.3666254958841,-44.240796093458435,0.4228536203607117
-39.037250991768204,-44.982592186916875,0.42370724072142335
-39.70787648765231,-45.72438828037531,0.42456086108213503
-40.37850198353641,-46.46618437383375,0.4254144814428467
-41.04912747942051,-47.20798046729219,0.42626810180355834
-41.719752975304615,-47.94977656075063,0.42712172216427
-42.390378471188725,-48.69157265420907,0.4279753425249817
-43.06100396707282,-49.4333687476675,0.4288289628856934
-43.73162946295693,-50.17516484112594,0.429682583246405
-44.402254958841034,-50.91696093458438,0.4305362036071167
-45.07288045472514,-51.65875702804282,0.4313898239678284
-45.74350595060924,-52.40055312150126,0.43224344432854
-46.41413144649334,-53.142349214959694,0.4330970646892517
-47.084756942377446,-53.88414530841814,0.43395068504996337
-47.75538243826155,-54.625941401876574,0.43480430541067505
-48.42600793414565,-55.367737495335014,0.4356579257713867
-49.096633430029755,-56.109533588793454,0.43651154613209836
-49.76725892591386,-56.85132968225189,0.43736516649281004
-50.43788442179796,-57.593125775710334,0.43821878685352167
-51.10850991768206,-58.33492186916877,0.43907240721423335
-51.779135413566166,-59.07671796262721,0.43992602757494503
-52.449760909450276,-59.81851405608565,0.44077964793565666
-53.12038640533437,-60.56031014954408,0.44163326829636834
-53.79101190121848,-61.30210624300253,0.44248688865708
-54.46163739710258,-62.04390233646096,0.44334050901779165
-55.13226289298669,-62.7856984299194,0.44419412937850333
-55.802888388870784,-63.52749452337784,0.445047749739215
-56.473513884754894,-64.26929061683629,0.4459013700999267
-56.551,-64.355,0.446
-57.17215056006052,-65.13869125408958,0.4463285641682415
-57.79330112012104,-65.92238250817917,0.44665712833648297
-58.414451680181564,-66.70607376226874,0.4469856925047245
-59.035602240242085,-67.48976501635833,0.4473142566729659
-59.656752800302606,-68.27345627044791,0.44764282084120743
-60.277903360363126,-69.0571475245375,0.4479713850094489
-60.89905392042365,-69.84083877862707,0.4482999491776904
-61.52020448048417,-70.62453003271666,0.44862851334593185
-62.14135504054469,-71.40822128680624,0.44895707751417335
-62.76250560060521,-72.19191254089583,0.4492856416824148
-63.38365616066573,-72.9756037949854,0.4496142058506563
-64.00480672072625,-73.75929504907498,0.44994277001889776
-64.62595728078678,-74.54298630316457,0.45027133418713927
-65.24710784084729,-75.32667755725416,0.4505998983553808
-65.86825840090782,-76.11036881134373,0.45092846252362223
-66.48940896096833,-76.89406006543331,0.45125702669186374
-67.11055952102886,-77.6777513195229,0.4515855908601052
-67.73171008108937,-78.46144257361247,0.4519141550283467
-68.3528606411499,-79.24513382770206,0.45224271919658815
-68.97401120121042,-80.02882508179164,0.45257128336482966
-69.59516176127094,-80.81251633588123,0.4528998475330711
-70.21631232133146,-81.5962075899708,0.4532284117013126
-70.83746288139199,-82.37989884406039,0.45355697586955407
-71.4586134414525,-83.16359009814997,0.4538855400377956
-72.07976400151303,-83.94728135223954,0.45421410420603703
-72.70091456157354,-84.73097260632913,0.45454266837427854
-73.32206512163407,-85.51466386041872,0.45487123254252004
-73.94321568169458,-86.2983551145083,0.4551997967107615
-74.56436624175511,-87.08204636859787,0.455528360879003
-75.18551680181562,-87.86573762268746,0.45585692504724445
-75.456,-88.20700000000001,0.456
-76.01707399445465,-89.03476565086184,0.4556060268872322
-76.57814798890928,-89.86253130172368,0.4552120537744644
-77.13922198336392,-90.69029695258551,0.45481808066169654
-77.70029597781856,-91.51806260344735,0.4544241075489287
-78.2613699722732,-92.34582825430917,0.45403013443616086
-78.82244396672785,-93.173593905171,0.4536361613233931
-79.38351796118248,-94.00135955603284,0.45324218821062523
