task,node,topic,timer_handle,callback_duration_us
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,42.438
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,44.041
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,49.678
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,362.784
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,104.579
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,49.293
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,90.224
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,126.384
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,43.878
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,65.732
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,42.274
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,97.209
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,30.672
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,95.251
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,82.31
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,86.38
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,94.581
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,31.173
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,44.325
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,42.193
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,86.439
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,42.782
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,108.098
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,48.715
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,51.502
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,55.521
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,49.306
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,83.465
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,90.776
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,70.542
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,51.541
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,101.729
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,93.603
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,52.526
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,97.765
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,44.194
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,36.049
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,46.33
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,31.33
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,79.451
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,46.199
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,33.84
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,341.355
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,86.067
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,50.411
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,117.484
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,39.543
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,93.878
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,98.665
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,57.084
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,46.404
