interpolated_x,interpolated_y,interpolated_z
-5.318,5.995,2.502
-6.076482518798097,5.34330661452053,2.502
-6.834965037596195,4.69161322904106,2.502
-7.593447556394293,4.03991984356159,2.502
-8.35193007519239,3.3882264580821198,2.502
-9.110412593990489,2.7365330726026498,2.502
-9.868895112788586,2.0848396871231794,2.502
-10.627377631586683,1.4331463016437098,2.502
-11.385860150384781,0.7814529161642394,2.502
-12.14434266918288,0.12975953068476898,2.502
-12.902825187980977,-0.5219338547947006,2.502
-13.661307706779075,-1.173627240274171,2.502
-14.419790225577172,-1.8253206257536414,2.502
-15.178272744375269,-2.477014011233112,2.502
-15.936755263173367,-3.1287073967125805,2.502
-16.695237781971464,-3.780400782192051,2.502
-17.45372030076956,-4.432094167671521,2.502
-18.212202819567658,-5.083787553150992,2.502
-18.607,-5.422999999999999,2.502
-19.341635172757446,-6.101462351901441,2.5022581471546688
-20.076270345514892,-6.779924703802882,2.502516294309338
-20.810905518272342,-7.458387055704324,2.502774441464007
-21.54554069102979,-8.136849407605766,2.503032588618676
-22.280175863787235,-8.815311759507207,2.5032907357733456
-23.014811036544682,-9.493774111408648,2.5035488829280146
-23.74944620930213,-10.17223646331009,2.5038070300826836
-24.484081382059575,-10.850698815211533,2.504065177237353
-25.21871655481702,-11.529161167112974,2.504323324392022
-25.95335172757447,-12.207623519014415,2.504581471546691
-26.687986900331914,-12.886085870915856,2.5048396187013604
-27.422622073089364,-13.564548222817297,2.5050977658560294
-28.15725724584681,-14.243010574718742,2.5053559130106984
-28.891892418604257,-14.921472926620183,2.505614060165368
-29.626527591361707,-15.599935278521624,2.505872207320037
-30.36116276411915,-16.278397630423065,2.506130354474706
-31.0957979368766,-16.956859982324506,2.506388501629375
-31.830433109634047,-17.63532233422595,2.506646648784044
-32.56506828239149,-18.31378468612739,2.506904795938713
-32.836,-18.564,2.5069999999999997
-33.531605892945386,-19.2824235809741,2.5064996121046335
-34.22721178589078,-20.000847161948197,2.505999224209267
-34.92281767883617,-20.719270742922298,2.5054988363139006
-35.618423571781555,-21.437694323896395,2.504998448418534
