center_x,center_y
-175.4680142505016,-275.12465056419455
-175.8484350471419,-276.0494632472222
-176.22893040591433,-276.97424591120546
-176.60914749499642,-277.89914060779785
-176.98972411241533,-278.8238905566903
-177.36208039410087,-279.7519500491401
-177.73451611315613,-280.6799775597532
-178.10693054703233,-281.60801363987366
-178.47935068425505,-282.53604742380145
-178.8517692932707,-283.4640818229922
-179.22418831176822,-284.39211605732385
-179.59660722054537,-285.32015033582934
-179.96902615872204,-286.24818460249844
-180.3414450890211,-287.1762188723392
-180.713864021431,-288.10425314133
-181.08628295327526,-289.0322874105486
-181.45870188527107,-289.9603216797061
-181.83112081722632,-290.88835594887996
-182.20353974919243,-291.8163902180495
-182.57595868115567,-292.74442448722016
-182.9483776131193,-293.67245875639065
-183.32079654508425,-294.6004930255607
-183.6932154770438,-295.5285272947328
-184.06563440902366,-296.4565615638969
-184.4380533409274,-297.3845958330908
-184.8104722731153,-298.31263010217367
-185.18289120424288,-299.24066437167113
-185.55531013932753,-300.16869863962114
-185.92772905964415,-301.0967329133463
-186.30014803507584,-302.02476716551826
-186.67256680481535,-302.95280149812777
-187.04498634220843,-303.8808355305404
-187.41740301467934,-304.808870683303
-187.78983037918556,-305.73690165486266
-188.16221784047252,-306.6649482308841
-188.53475422260118,-307.5929365702614
-188.90673482458243,-308.5211422517532
-189.28075113303174,-309.44855185452536
-189.64262183932624,-310.3807110887209
-189.99868758459496,-311.3151403976992
-190.3561576787398,-312.24902052525033
-190.71325147498646,-313.1830478068673
-191.07044611394974,-314.11703565364803
-191.42761367994484,-315.0510340857079
-191.78478869509587,-315.98502961148756
-192.14196098659158,-316.9190261771089
-192.4991367235525,-317.8530214896439
-192.85630140230774,-318.78702077468245
-193.21350686842064,-319.7210054227929
-193.5705602433087,-320.6550446461122
-193.92293774173845,-321.5907598427679
-194.26679418516355,-322.5295303645182
-194.75885541213484,-323.945747352964
-195.06848612394936,-324.8964518352967
-195.37814669532816,-325.84714428254614
-195.68779938457118,-326.7978399185995
-195.99745374279294,-327.7485348345204
-196.30710930723552,-328.6992294421674
-196.616758377816,-329.6499260030423
-196.92643221762415,-330.60061505927956
-197.2360134743838,-331.5513321808394
-197.54594029410964,-332.5019445457467
-197.85457744501923,-333.45294787194126
-198.16771829209452,-334.40258590872406
-198.45374948675374,-335.36044220015174
-198.72448551137134,-336.32293520180053
-198.99888104800448,-337.28431882729006
-199.27229602194095,-338.24599970910106
-199.54597373464844,-339.2076009417857
-199.81958105496852,-340.1692235146543
-200.0932072060674,-341.1308403759133
-200.36682842643836,-342.09245874342673
-200.6404505389421,-343.0540767975323
-200.91407401364276,-344.01569459901464
-201.1876911474231,-344.9773137243977
-201.4613322826877,-345.9389278068013
-201.7348837529355,-346.9005607372219
-202.00876988176623,-347.862123318554
-202.50953818895113,-349.7963820878783
-202.73463617829952,-350.7701995354182
-202.91311736314157,-351.7541595567543
-203.09518952985135,-352.73732466766717
-203.27629949590482,-353.72070277418084
-203.45766728271568,-354.70402380871474
-203.63896598715337,-355.6873601355668
-203.82028320032637,-356.670692365126
-204.00159546093136,-357.65402569153855
-204.18290902307288,-358.6373587278304
-204.36422233163643,-359.6206918277518
-204.54553535297538,-360.6040249632757
-204.7268497767907,-361.58735789275994
-204.90815887792496,-362.57069161080074
-205.08948786730707,-363.55402238065494
-205.27074262637902,-364.5373641546987
-205.45227441844384,-365.52066486017065
-205.6327723088471,-366.5041188357404
-205.81708377318776,-367.48700747040607
-206.0267338726901,-368.9710062032792
-206.16138304781873,-369.9612569147905
-206.29422182058664,-370.9517761822775
-206.4275273620433,-371.94222559898185
-206.5607762311058,-372.93268586284074
-206.69378502105616,-373.9231725888644
-206.8278033889093,-374.91354347171705
-206.9441834582314,-375.90594359058696
-207.01663929576125,-376.9033972968234
-207.09775230191366,-377.8998549736607
-207.1765456249184,-378.89657953587937
-207.25596051189115,-379.8932325859717
-207.33520882613954,-380.889904799188
-207.4145018673173,-381.886571872035
-207.49378257350193,-382.88324034323506
-207.57306789272985,-383.87990836139204
-207.65234709477772,-384.87657679336826
-207.73164615250244,-385.8732440231105
-207.81087190469987,-386.8699156479698
-207.89037102332964,-387.86657089459476
-207.96884998175727,-388.86328725903985
-208.0847838701998,-390.3582812707423
-208.12120467099626,-391.35751732193626
-208.16301112181816,-392.356430703671
-208.20337567699693,-393.35543053526794
-208.24412216472285,-394.354407236875
-208.2847828179032,-395.3533900085795
-208.3254048767187,-396.3523716298844
-208.36626714753913,-397.35135178269024
-208.40620716470468,-398.3503389598915
-208.44347741318504,-399.3493642240694
-208.39993688624116,-401.34756559433663
-208.34882335657966,-402.34601457772357
-208.2944567685422,-403.34446614558647
-208.2409618348633,-404.3429170209406
-208.18723334212592,-405.34136808185394
-208.13356743126394,-406.3398190930392
-208.07988475195896,-407.33827011757774
-208.0262065645505,-408.33672113843113
-207.972527177999,-409.3351721606717
-207.91884809612316,-410.3336231810489
-207.8651689946878,-411.33207420749244
-207.81148966681488,-412.3305252115339
-207.75781126425142,-413.32897629911724
-207.70412938688787,-414.3274270749351
-207.6504604834152,-415.325879014273
-207.5967431591791,-416.32432661129616
-207.54320654410577,-417.32279041405843
-207.48899551314489,-418.3211937361789
-207.43724999983408,-419.31981815629365
-207.36640774265373,-420.3167288645069
-207.25633227284243,-421.3101124399095
-207.1545158487143,-422.3042526830734
-206.94147158093344,-423.78856995506624
-206.7950281978052,-424.77770618801503
-206.64696082128557,-425.7666624501083
-206.4993285924836,-426.75566693524695
-206.35157976620238,-427.74465849905954
-206.20386218212042,-428.7336535251308
-206.05613622672075,-429.7226476234936
-205.90841251439267,-430.71164197043174
-205.76068820109583,-431.7006362507768
-205.61296404860227,-432.6896305489189
-205.46523985386466,-433.678624842466
-205.31751566729992,-434.66761913659593
-205.16979149028782,-435.6566134329894
-205.02206726689212,-436.64560771974595
-204.87434321947822,-437.6346020427868
-204.72661851452077,-438.62359623032745
-204.57889626375572,-439.61259092358466
-204.4311648537645,-440.6015837294756
-204.28346762648565,-441.5905835791151
-204.1356428275835,-442.57955714112654
-203.98829413246216,-443.5686288099016
-203.83916859384095,-444.55733433925036
-203.69590267894426,-445.5472473007072
-203.50779749544762,-446.5279202921579
-203.2929984702173,-447.50309084854587
-203.08518494727997,-448.47970633249736
-202.8737585010344,-449.4555572187295
-202.52611515871888,-450.9126582283859
-202.26178135241153,-451.8770367884031
-201.99633093491326,-452.84117294427085
-201.7311797124818,-453.80537405213477
-201.46594832097384,-454.76955775616375
-201.20073841070518,-455.7337461235363
-200.93552274455578,-456.6979332413697
-200.67030862069004,-457.66212069401615
-200.4050940835703,-458.6263080569495
-200.139879657183,-459.59049544392207
-199.87466520112,-460.554682824451
-199.60945075302732,-461.51887020671495
-199.344236302729,-462.4830575884828
-199.07902185328288,-463.44724497050004
-198.8138074026337,-464.41143235201565
-198.5485929559445,-465.3756197352885
-198.28337849461838,-466.3398071120339
-198.0181640878801,-467.30399451313184
-197.75294947742736,-468.26818182334705
-197.48773562724466,-469.2323694727408
-197.2225189396962,-470.1965558563031
-196.95731284134075,-471.1607469640124
-196.1665332190223,-473.5258940523583
-196.03420736661008,-474.00801999093846
-195.67833955681942,-474.94024316455926
-195.2760113103874,-475.8565890181271
-194.8865316746058,-476.7773255708539
-194.4936092639765,-477.69688563928685
-194.1016093420874,-478.61676094573625
-193.70936224008534,-479.53655178441375
-193.31718136979495,-480.4563652561625
-192.9249827527708,-481.37617266339805
-192.53278889096998,-482.2959816956151
-192.14059375500972,-483.21579029241923
-191.7483989604638,-484.13559900589394
-191.35620407442008,-485.0554076880989
-190.96400921295304,-485.9752163787122
-190.5718143446772,-486.89502506696215
-190.1796194790599,-487.81483375625714
-189.787424609617,-488.73464244373514
-189.39522975281815,-489.6544511374361
-189.00303484926872,-490.5742598080623
-188.61084012007765,-491.49406856476446
-188.2186447402036,-492.4138770002377
-187.82645178870314,-493.333686634551
-187.43424977439122,-494.25349179473244
-187.04208158295157,-495.17331365260134
-186.64978716283434,-496.0930731938521
-186.25796383455506,-497.01306530388837
-185.86438236760176,-497.93218945540036
-185.46907619629474,-498.85046215425496
-185.01060549411147,-499.73755176509576
-184.55986905351037,-500.6284596289373
-184.10706022383644,-501.51834439501124
-183.6548066888716,-502.40850329915463
-183.2024043641432,-503.2985887487878
-182.75004190376004,-504.1886938783923
-182.2976687757595,-505.0787937426217
-181.8452984538832,-505.9688949883804
-181.39292757512726,-506.8589959733968
-180.94055611776565,-507.74909661985333
-180.4881875317064,-508.6391988812916
-180.03580803904333,-509.5292950213628
-179.58346930149335,-510.41941403192027
-179.13097845009463,-511.30944768189977
-177.9697079924529,-513.5137434634208
-177.43565774914026,-514.3580090846638
-176.89841267551782,-515.2004818886487
-176.36202365409684,-516.0434350765702
-175.8254052541797,-516.8862595460037
-175.2888483160458,-517.7291185054523
-174.7522749092751,-518.5719682233282
-174.21570591526847,-519.4148204174802
-173.67913573884218,-520.2576719480998
-173.1425658793305,-521.1005236565733
-172.60599593458014,-521.9433753171638
-172.06942601386976,-522.7862269914324
-171.53285608223823,-523.6290786588713
-170.9962861702512,-524.4719303399511
-170.45971619060742,-525.3147819732975
-169.92314646194612,-526.157633783936
-169.38657579701174,-527.0004849331393
-168.8500086261871,-527.8433385507915
-168.3134284151965,-528.6861829560836
-167.7768968707602,-529.5290617423673
-167.2401837002726,-530.3718122170444
-166.70247560440225,-531.2138598163717
-166.0867540391834,-532.0007939915956
-165.47902754922015,-532.793376370616
-164.86915878516953,-533.5844453178789
-164.25986404221274,-534.3759197883751
-163.65041548896818,-535.1672855976959
-163.0410081557808,-535.9586805284845
-162.43158975265243,-536.7500676345774
-161.82217440923085,-537.5414569179852
-161.21275789692316,-538.3328453168292
-160.6033430004532,-539.1242350766138
-159.9939228095184,-539.9156202771999
-159.38452218060516,-540.7070223536389
-158.77504859807044,-541.498361485865
-158.16584726800033,-542.2899355190896
-156.55501350755435,-544.1877854296627
-155.86819129967097,-544.9123876725944
-155.1800381107685,-545.6358415365851
-154.49224155715524,-546.3596031077857
-153.80434944340422,-547.0832822290879
-153.11648293491498,-547.8069834427737
-152.4286095655163,-548.5306787368229
-151.74073803449363,-549.254375617035
-151.05286601087641,-549.9780720722326
-150.36499411926133,-550.7017686413247
-149.67712219223233,-551.4254651798537
-148.98925027485666,-552.1491617267404
-148.30137835428164,-552.8728582707599
-147.61350643685094,-553.5965548178903
-146.9256345100422,-554.3202513554445
-146.23776261760136,-555.0439479281924
-145.54989059706674,-555.7676443697408
-144.86201905453942,-556.4913413008946
-144.17414572807667,-557.2150364048259
-143.48627905934848,-557.9387383280418
-142.79838754361722,-558.6624148013417
-142.11058875816377,-559.3861862550216
-141.42244389860227,-560.109603237097
-140.7355787765682,-560.834331009562
-140.02530456411262,-561.5350816694558
-139.26428969064514,-562.1838604449619
-138.51373548179453,-562.8433537133665
-137.76037834630753,-563.4999760420517
-137.0077722527492,-564.1573676367163
-136.2549649181126,-564.814553107183
-135.50221150586043,-565.4717938084618
-134.74944364514886,-566.1290197106894
-133.99667965589038,-566.7862495783108
-133.24391462927912,-567.443478383408
-132.49114988062564,-568.1007074732078
-131.7383850574937,-568.7579364867217
-130.98562025431818,-569.4151655206763
-130.23285544579534,-570.072394549154
-129.4800906387053,-570.7296235790991
-128.72732583123135,-571.3868526086508
-127.97456102386025,-572.0440816383083
-127.2217962164616,-572.7013106679373
-126.46903140907037,-573.3585396975739
-125.71626660167712,-574.0157687272085
-124.96350179428453,-574.6729977568436
-124.21073698689135,-575.3302267864783
-123.45797217949978,-575.9874558161148
-122.7052073721023,-576.6446848457438
-121.95244256472698,-577.3019138754016
-121.19967775726887,-577.9591429049512
-120.44691295011972,-578.6163719349051
-119.69414814181759,-579.2736009633497
-118.94138333781842,-579.9308299974273
-118.18861851776032,-580.5880590104824
-117.43585375763502,-581.2452881019947
-116.68308877383751,-581.9025169007004
-115.93032462479597,-582.5597467921748
-115.17755736040272,-583.2169726053821
-114.4248017226604,-583.8742136388887
-113.67200269366612,-584.5313978694653
-111.71877285391426,-586.0752594728685
-110.90581977602658,-586.653797900434
-110.0906496614194,-587.2294416055388
-109.27598508225176,-587.8057319940358
-108.4615153980455,-588.3823303714244
-107.64576059855425,-588.9570501098545
-106.83396732475613,-589.5375428374559
-105.9851235668971,-590.0640589181291
-105.1231982200135,-590.5715174971369
-104.2646247476828,-591.0838591477452
-103.40515314327246,-591.5948923832616
-102.54592219262778,-592.1062762075456
-101.68662675900012,-592.6175660918509
-100.8273486035387,-593.1288811473034
-99.96806581839533,-593.6401894581455
-99.1087842738134,-594.1514995762826
-98.24950239666768,-594.6628092098499
-97.39022060921573,-595.1741189744012
-96.53093879555254,-595.685428699587
-95.67165699704047,-596.1967384512498
-94.81237516413518,-596.7080481363706
-93.95309345365172,-597.2193580611819
-93.09381128787409,-597.7306670937736
-92.23453082085132,-598.2419794555534
-91.37524401410329,-598.7532793928002
-90.51598086750137,-599.2646256989908
-89.65662942004033,-599.7757989539394
-88.79760751586969,-600.2876180449118
-87.93735573939657,-600.7970268430317
-86.16179657736276,-601.7059408500756
-85.2670671007685,-602.147780154718
-84.3718048541748,-602.5885741603182
-83.47670628837,-603.0296933206214
-82.581485769409,-603.4705571611546
-81.6865893822839,-603.9121171260654
-80.79051842097138,-604.3511479132358
-79.89658993844108,-604.7947928593218
-78.96528091553785,-605.1579306155322
-78.03287803281833,-605.51871249355
-77.10076793216396,-605.8801249449515
-76.16857938079167,-606.2413684347241
-75.23641185022589,-606.6026571976286
-74.30423868715198,-606.963933829634
-73.37206703330406,-607.3252137121041
-72.4398949750603,-607.6864927236148
-71.50772302517404,-608.0477719684983
-70.57555104625348,-608.4090511508498
-69.64337907511265,-608.7703303499567
-68.71120710188723,-609.131609544574
-67.77903512922038,-609.4928887403943
-66.84686315640386,-609.8541679358921
-65.91469118362754,-610.2154471314768
-64.98251921084,-610.5767263270366
-64.05034723805718,-610.9380055226087
-63.118175265266615,-611.2992847181572
-62.18600329250238,-611.6605639137874
-61.2538313196406,-612.0218431091141
-60.32165934714264,-612.3831223055737
-59.38948737328691,-612.744401497805
-58.45731540449849,-613.1056807058162
-57.52514341679863,-613.4669598549367
-56.59297149967716,-613.8282392238405
-55.66079931915357,-614.1895177725014
-54.72862812166008,-614.5507993823505
-53.79645325544831,-614.9120695676893
-52.864292081079554,-615.2733823898809
-51.93207980805703,-615.6345360891719
-51.000058237806556,-615.9962836432135
-49.11578193857976,-616.6523192667321
-48.15898034786778,-616.9369010225228
-47.201615065363086,-617.2197274211163
-46.244400836160835,-617.503024213675
-45.28714608554149,-617.7861947875706
-44.32990236728807,-618.0693998421528
-43.37265504098804,-618.3525931926517
-42.415411114508544,-618.6357988787972
-41.45815719679352,-618.9189669264397
-40.50093984420007,-619.2022731924474
-39.543586222355856,-619.4850642234973
-38.580452362478994,-619.7459997090114
-37.597715629181145,-619.9328151611226
-36.61877372686299,-620.1339791728498
-35.63881500264836,-620.331298499615
-34.65912873503992,-620.5296480066122
-33.67936946290316,-620.7277214776435
-32.6996297522735,-620.925868912306
-31.71988480014376,-621.1239965284104
-30.740141252507257,-621.322129455115
-29.76039732839788,-621.5202609579771
-28.780653505686757,-621.7183928456095
-27.80090965385549,-621.9165246180032
-26.821165817106554,-622.1146564665813
-25.841421949148444,-622.3127881256602
-24.861678190944698,-622.5109204665519
-23.88193402493266,-622.7090502696917
-22.902191380399422,-622.9071895420258
-21.92244305775928,-623.105293475335
-20.942715926067958,-623.303529295549
-19.962909708688265,-623.5012729071691
-17.99480339233377,-623.8365245145717
-17.00440360064865,-623.9683364963239
-16.01358457089086,-624.0975392501891
-15.022877875641846,-624.2274411446173
-14.032141080430385,-624.357155704681
-13.041412350559934,-624.4869204616393
-12.050681459287905,-624.6166717653834
-11.059951148281183,-624.7464266850902
-10.069220677614798,-624.8761805941609
-9.078490265321761,-625.0059349298128
-8.087759779194986,-625.135688569776
-7.097029530029824,-625.2654445659125
-6.106298406851952,-625.3951918330447
