interpolated_x,interpolated_y
1.2165000000000001,0.23999999999999977
0.8853826623712808,0.6146482466550038
0.22841863200283008,1.3685377527090596
-0.4285453983656238,2.1224272587631137
-1.0855094287340803,2.8763167648171644
-1.7424734591025304,3.6302062708712204
-2.399437489470985,4.384095776925274
-3.056401519839439,5.137985282979327
-3.713365550207892,5.891874789033381
-4.3703295805763425,6.645764295087437
-5.027293610944805,7.399653801141483
-5.684257641313248,8.153543307195548
-6.341221671681691,8.90743281324961
-6.99818570205016,9.661322319303649
-7.655149732418603,10.415211825357712
-8.312113762787073,11.169101331411753
-8.969077793155517,11.922990837465816
-9.626041823523959,12.67688034351988
-10.28300585389243,13.430769849573919
-10.944984081897346,14.180192417896121
-11.617112210375298,14.920572866883457
-12.286983877580132,15.662963502291827
-12.957460161759533,16.40481550987333
-13.627774439313741,17.146811842341307
-14.298132126394208,17.888769503090213
-14.968478181994747,18.630737525829012
-15.63882735398874,19.372702772327305
-16.309175691888882,20.114668761797695
-16.979524249770847,20.856634555620328
-17.64987276181944,21.5986003890618
-18.320221237219812,22.34056625967558
-18.990569905046364,23.08253194198137
-19.660917839816328,23.824498340346885
-20.33918838581636,24.55896661662814
-21.037578862405432,25.274393497329555
-21.73181567824875,25.993750289233827
-22.427033257384842,26.71218318811659
-23.122481444095584,27.430381747882553
-24.17903132531903,28.494539866097888
-24.893659416921416,29.19400760885747
-25.60885184242688,29.892924353984505
-26.32389305511903,30.59198873848191
-27.038974785161315,31.291013563130402
-27.75404565861648,31.990048987804094
-28.469119441069935,32.68908157222596
-29.18419244411733,33.38811491762995
-29.899265655790657,34.08714805935729
-30.614338812366185,34.78618125480922
-31.329411980707107,35.48521443903933
-32.04448515708429,36.1842476144321
-32.75955828955097,36.883280836396096
-33.474631589623435,37.582313880912494
-34.1897042631833,38.28134758864802
-34.90477927518782,38.98037882095453
-35.61984555992629,39.679419291758066
-36.33494441528423,40.37842528400261
-37.0499217154303,41.07755995198616
-37.76535266580437,41.77621439557263
-38.4792396876194,42.47650320885678
-39.20350697625854,43.165803695893416
-39.9349613772423,43.847496071202656
-40.6647115208614,44.5309925041859
-41.39491556869898,45.21400856343206
-42.12500825702722,45.8971420599526
-42.85509247917429,46.58028618111278
-43.58532192555529,47.26327036644008
-44.314979279401186,47.946883298801865
-45.428558067487444,48.95114660271648
-46.17911064251384,49.611798500395295
-46.93013743273792,50.27192929801875
-47.68103715738292,50.932199723980986
-48.4319709291465,51.59243273664345
-49.18289557801488,52.25267577416617
-49.93382267134548,52.912916125547696
-50.684749109722325,53.5731571966338
-51.43567572345196,54.23339807504279
-52.186602290724394,54.89363900445542
-52.93752886847274,55.55387992253075
-53.688455450774555,56.21412083495173
-54.439382004386715,56.87436178132721
-55.19030866820391,57.5346025975392
-55.94123491989062,58.194843900450685
-56.69216270989433,58.85508338672763
-57.44308475876053,59.51532965284315
-58.194028233859704,60.175550616238986
-58.944891745164526,60.83586601067496
-59.69605368541375,61.4958289836701
-60.45448317650725,62.147209542701646
-61.230056612343816,62.77834443246786
-62.00093955064224,63.415018436091
-62.77307930407311,64.05020823849634
-63.54488229451222,64.68579573191616
-64.31677552178608,65.32127666249558
-65.08864456471274,65.95678615342212
-65.86052010819338,66.59228796580067
-66.6323938338052,67.2277919320241
-67.40426833033851,67.86329496141576
-68.17614156105462,68.49879958428977
-68.94801908411799,69.13429877006624
-69.71988070360956,69.76981811075049
-70.49180164504104,70.40526226890111
-71.66988633295776,71.33251165554816
-72.46572198307524,71.93764707208612
-73.26209339344382,72.54210348311128
-74.05832124736811,73.14674183300303
-74.85458756681845,73.75133143294124
-75.65084358060903,74.35593409382685
-76.44710235151254,74.96053326087647
-77.24336039962401,75.56513334232271
-78.03961858179078,76.16973326001835
-78.83587695052839,76.77433291831981
-79.63213443892731,77.37893377794853
-80.42839526211013,77.98353009166244
-81.22464362649606,78.58814338770837
-82.02093849128573,79.19269330034092
-82.81705981325717,79.79747976429516
-83.6138288060979,80.40138340637586
-84.41030396324156,81.00568756759651
-85.22979341121868,81.57862159889692
-86.04776885375247,82.15361932824291
-86.86614997147313,82.72806409327103
-87.68442239388958,83.30265701752518
-88.502723922336,83.87721026919314
-89.32101772196677,84.45177405197974
-90.13931333083019,85.02633538287795
-90.95760943157856,85.60089599021117
-91.77590175555454,86.17546194369265
-92.59420869473506,86.75000723614622
-93.41246622807311,87.32462236567608
-94.23729409633862,87.88995014390045
-95.06331404652555,88.45359288121276
-95.88901262989404,89.01768987945059
-96.7147973232421,89.58166515884014
-97.54055894349045,90.14567305269708
-98.36632674615754,90.70967220753337
-99.19209289224979,91.27367370398437
-100.01785948222273,91.83767457299717
-100.84362595324774,92.401675610148
-101.66939245618399,92.96567660218469
-102.49515895042296,93.52967760654022
-103.3209254475392,94.09367860673535
-104.14669194184418,94.65767961125245
-104.97245844451714,95.22168060264187
-105.79822491652979,95.78568164221949
-106.62399150281544,96.34968250217253
-107.44975766266933,96.91368403243558
-108.27552541397644,97.47768306108442
-109.10128722590235,98.04169142588016
-109.92707120390045,98.60566494770171
-110.75277245699155,99.16976850527226
-111.57878244363799,99.73338676282174
-112.84369054079504,100.53795025320375
-113.6881881802386,101.07247782411986
-114.54271492601146,101.59097335874847
-115.41035942116926,102.08845988978908
-116.27498286027806,102.59078510936888
-117.14041578891548,103.0918138062622
-118.00563181548836,103.59318990536063
-118.8709059607904,104.09447291832555
-119.73616453324047,104.59578087361936
-120.60142727836958,105.09708214573058
-121.46668890563443,105.59838520824337
-122.33195083167699,106.09968779233296
-123.19721268047223,106.60099049971505
-124.06247453947944,107.10229319234965
-124.92773643488641,107.60359582068114
-125.7929981744825,108.10489872097236
-126.65826050092261,108.6062005977273
-127.52352063579724,109.10750629666816
-128.38878895008966,109.60879773040159
-129.25402673827688,110.11014240277825
-130.1193784514662,110.61128838579106
-130.98431957153608,111.11315045819663
-131.8515474662517,111.61102431212095
-132.72159365859852,112.10398295206943
-133.59104629327186,112.59797677827282
-134.46065797122475,113.09169322719268
-135.33022703373268,113.58548399899225
-136.1998075147407,114.07925485655713
-137.06938493719352,114.57303104818038
-137.93896317536687,115.06680581780496
-138.80854120921276,115.56058094136688
-139.67811924464866,116.05435607117701
-140.547697478052,116.548130822057
-141.41727491799526,117.04190708240986
-142.28685533381173,117.53567768380088
-143.15642463959574,118.02946941156574
-144.02603540963557,118.52318229279832
-144.8954914326847,119.01718943378603
-145.7655249794411,119.51009838228516
-146.63421310119935,120.00556571089754
-147.51929885554438,120.46985186969358
-148.4064462433982,120.93021700384749
-149.29292753779953,121.39185127049149
-150.1800312355282,121.85229264107267
-151.5134842358238,122.53758953379014
-152.41570345649,122.96899156643433
-153.31697391305732,123.40221623781446
-154.21849859019878,123.83495253461706
-155.11995514914247,124.26781969099383
-156.02142996030236,124.70065178365306
-156.92289988079574,125.13349327160691
-157.8243711117394,125.56633224209892
-158.72584199154818,125.99917188714457
-159.6273129654462,126.43201135143752
-160.5287839141225,126.86485086418654
-161.43025486959544,127.29769036386631
-162.33172582310382,127.73052986736644
-163.23319677767446,128.16336936865312
-164.13466772996065,128.59620887497306
-165.03613869032205,129.02904836337427
-165.93760962066665,129.46188791841797
-166.8390806630037,129.89472722480937
-167.74055128738752,130.32756745916754
-168.64202347159198,130.7604042303111
-169.54348983446744,131.19325392634548
-170.4449779228381,131.6260553860315
-171.34638493055607,132.05903686622196
-172.24809453539018,132.49134650074163
-173.60832401188094,133.12278382153582
-174.52029554170133,133.5323092575286
-175.4318380550933,133.94278720315512
-176.3434917981574,134.35301826745615
-177.25512963896182,134.7632843474246
-178.16671985913365,135.17365724604724
-179.07851646409497,135.58356785438662
-179.99002312009497,135.9941278829661
-180.91284084751925,136.37935411221267
-181.83565198463046,136.76459510284067
-182.7584648876106,137.14983213816885
-183.68127731742766,137.53507023331616
-184.6040898740283,137.92030804448603
-185.52690239665765,138.30554593174685
-186.4497149283888,138.69078379862094
-187.3725274576834,139.0760216709523
-188.29533998762264,139.46125954184083
-189.21815251742015,139.84649741304253
-190.1409650471393,140.231735284436
-191.06377757731437,140.61697315474737
-191.9865901057437,141.00221102919653
-192.90940264070036,141.38744888817575
-193.83221515129327,141.77268680489738
-194.75502775281404,142.15792450611883
-195.6778400149866,142.54316301159992
-196.60065354362433,142.9283985155421
-197.52346234574998,143.31364522137943
-198.4461008072665,143.69929563667745
-199.36854638559538,144.08540318764054
-200.29104421013423,144.47138691440608
-201.21352803534322,144.8574038197656
-202.13601561166143,145.24341183494738
-203.0585021828727,145.6294222322457
-203.9809890234017,146.0154319912576
-204.90347579176733,146.40144192129742
-205.82596257946886,146.7874518055111
-206.74844936198954,147.17346170200335
-207.67093614589834,147.55947159520588
-208.59342292943532,147.9454814892894
-209.5159097130718,148.33149138313723
-210.4383964966815,148.7175012770486
-211.36088328029862,149.10351117094223
-212.28337006391365,149.48952106484086
-213.20585684752925,149.87553095873824
-214.12834363114524,150.26154085263454
-215.05083041475842,150.64755074653772
-215.9733171983825,151.03356064041446
-216.89580398196605,151.4195705343896
-217.8182907657008,151.80558042799717
-218.74077754887037,152.19159032297875
-219.66326433415009,152.57760021283062
-220.58575111155488,152.96361012182643
-221.50823791834898,153.34961995937658
-222.43072461546112,153.7356300635645
-223.35361835361383,154.12065064783724
-224.27706438818052,154.50432859525924
-225.2003764732967,154.88833217483054
-226.1237244500599,155.27224850153067
-227.04706280968549,155.6561882075667
-227.9704037462136,156.04012164913263
-228.89374399226983,156.42405676924136
-229.81708442331134,156.80799143964848
-230.74042480488373,157.19192623031932
-231.6637651993476,157.575860989636
-232.5871055917142,157.9597957541061
-233.51044597957863,158.34373052931636
-234.43378638754857,158.7276652564135
-235.3571267195985,159.1116001652236
-236.28046733522294,159.49553439529478
-237.20380689246952,159.87947115860868
-238.12715039965352,160.26339846768934
-239.05133474953826,160.64531320736927
-239.9766204210597,161.0245919174762
-240.90157073398467,161.4046733133274
-241.8266109059748,161.78453963018143
-242.75162700030086,162.16446357727955
-243.6766495462175,162.54437208240032
-244.60167036343586,162.9242847251861
-245.5266916438575,163.30419625928783
-246.45171280016422,163.68410809046063
-247.37673398972743,164.0640198420334
-248.30175517037964,164.44393161493485
-249.22677635341944,164.82384338212137
-250.15179753581975,165.20375515083873
-251.07681871839029,165.58366691914856
-252.00183990091892,165.9635786875587
-252.92686108344515,166.3434904559752
-253.85188226602332,166.7234022242646
-254.77690344839567,167.10331399305676
-255.70192463153916,167.48322575996536
-256.62694581180455,167.86313753390425
-257.55196700281124,168.2430492816058
-258.4769881537307,168.62296112722612
-259.4020094542576,169.00287260740907
-260.3270301964417,169.38278545142356
-261.25205302238976,169.76269320554962
-262.17706807162494,170.1426199553963
-263.1021104668764,170.52247990873258
-264.0269891401001,170.90273977626646
-264.951778607499,171.28321754163807
-265.87658946755596,171.6636430524183
-266.80139459548195,172.0440825647382
-267.7262012592746,172.42451832548898
-268.6510075117312,172.8049550909772
-269.57581387366463,173.18539158908595
-270.50062020902715,173.56582815197532
-271.4254265411968,173.94626472312092
-272.35023291270795,174.32670119646207
-273.27503913004614,174.70713805276557
-274.1998459247351,175.08757347502288
-275.1246505641942,175.46801425050134
-276.04946324722187,175.84843504714178
-276.97424591120506,176.22893040591407
-277.8991406077974,176.6091474949964
-278.82389055668983,176.98972411241525
-279.75195004913957,177.362080394101
-280.6799775597528,177.73451611315596
-281.6080136398733,178.10693054703194
-282.53604742380105,178.4793506842548
-283.4640818229919,178.8517692932705
-284.39211605732356,179.22418831176782
-285.32015033582894,179.59660722054522
-286.248184602498,179.9690261587221
-287.1762188723386,180.3414450890213
-288.10425314132965,180.71386402143048
-289.0322874105482,181.08628295327492
-289.9603216797057,181.45870188527078
-290.8883559488795,181.83112081722626
-291.8163902180491,182.20353974919212
-292.7444244872197,182.5759586811555
-293.67245875639014,182.94837761311936
-294.60049302556007,183.32079654508442
-295.5285272947324,183.69321547704345
-296.45656156389657,184.0656344090232
-297.3845958330903,184.4380533409273
-298.3126301021731,184.81047227311532
-299.2406643716707,185.18289120424257
-300.16869863962063,185.55531013932745
-301.0967329133457,185.9277290596442
-302.0247671655178,186.3001480350757
-302.9528014981274,186.67256680481478
-303.88083553054,187.0449863422082
-304.80887068330253,187.4174030146791
-305.7369016548621,187.7898303791856
-306.66494823088357,188.1622178404724
-307.5929365702609,188.53475422260112
-308.5211422517526,188.90673482458254
-309.44855185452496,189.28075113303143
-310.38071108872043,189.64262183932595
-311.31514039769877,189.99868758459453
-312.24902052524976,190.3561576787398
-313.1830478068668,190.7132514749863
-314.1170356536477,191.0704461139494
-315.05103408570744,191.42761367994467
-315.9850296114871,191.78478869509564
-316.91902617710844,192.14196098659136
-317.8530214896434,192.4991367235524
-318.787020774682,192.85630140230762
-319.72100542279236,193.21350686842072
-320.655044646112,193.57056024330774
-321.59075984276734,193.92293774173845
-322.52953036451777,194.26679418516346
-323.9457473529636,194.7588554121345
-324.8964518352962,195.06848612394924
-325.8471442825457,195.37814669532793
-326.7978399185991,195.6877993845709
-327.7485348345198,195.99745374279314
-328.69922944216694,196.30710930723544
-329.6499260030418,196.61675837781613
-330.6006150592791,196.92643221762413
-331.5513321808389,197.23601347438375
-332.50194454574637,197.5459402941095
-333.4529478719408,197.85457744501934
-334.4025859087236,198.16771829209426
-335.3604422001513,198.4537494867538
-336.3229352018002,198.72448551137109
-337.28431882728967,198.99888104800453
-338.2459997091007,199.27229602194083
-339.20760094178536,199.54597373464858
-340.16922351465405,199.81958105496832
-341.13084037591307,200.0932072060674
-342.0924587434265,200.36682842643813
-343.05407679753205,200.64045053894205
-344.0156945990146,200.91407401364253
-344.9773137243975,201.18769114742304
-345.93892780680113,201.4613322826877
-346.90056073722167,201.7348837529359
-347.8621233185539,202.00876988176643
-349.79638208787816,202.50953818895147
-350.77019953541816,202.7346361782995
-351.7541595567542,202.91311736314168
-352.73732466766717,203.0951895298512
-353.7207027741807,203.27629949590505
-354.7040238087146,203.45766728271593
-355.68736013556673,203.63896598715345
-356.6706923651259,203.82028320032657
-357.65402569153866,204.0015954609309
-358.6373587278304,204.18290902307268
-359.6206918277518,204.3642223316363
-360.6040249632757,204.54553535297515
-361.5873578927599,204.7268497767907
-362.57069161080074,204.90815887792468
-363.5540223806548,205.08948786730707
-364.53736415469865,205.2707426263791
-365.52066486017065,205.4522744184438
-366.5041188357403,205.6327723088474
-367.48700747040596,205.81708377318807
-368.9710062032791,206.02673387269016
-369.96125691479045,206.16138304781896
-370.9517761822775,206.29422182058642
-371.94222559898185,206.42752736204335
-372.9326858628408,206.56077623110554
-373.9231725888644,206.69378502105593
-374.91354347171705,206.82780338890925
-375.90594359058696,206.94418345823135
-376.9033972968234,207.01663929576142
-377.8998549736608,207.09775230191372
-378.8965795358795,207.17654562491822
-379.8932325859718,207.25596051189117
-380.8899047991881,207.33520882613973
-381.8865718720351,207.41450186731745
-382.8832403432353,207.49378257350185
-383.87990836139227,207.57306789273002
-384.8765767933686,207.65234709477784
-385.87324402311083,207.73164615250226
-386.86991564797006,207.81087190469998
-387.86657089459516,207.8903710233297
-388.8632872590402,207.96884998175705
-390.3582812707426,208.0847838701996
-391.35751732193665,208.1212046709964
-392.3564307036714,208.16301112181824
-393.3554305352684,208.20337567699679
-394.35440723687543,208.24412216472308
-395.35339000857994,208.28478281790333
-396.35237162988483,208.32540487671872
-397.3513517826907,208.36626714753925
-398.35033895989204,208.4062071647045
-399.34936422407,208.44347741318524
-401.3475655943371,208.3999368862407
-402.346014577724,208.34882335657974
-403.3444661455869,208.29445676854183
-404.342917020941,208.24096183486353
-405.3413680818543,208.1872333421256
-406.33981909303947,208.13356743126377
-407.338270117578,208.0798847519588
-408.3367211384314,208.02620656455042
-409.3351721606719,207.97252717799898
-410.33362318104906,207.9188480961231
-411.3320742074926,207.8651689946874
-412.330525211534,207.81148966681502
-413.32897629911736,207.7578112642511
-414.3274270749352,207.7041293868881
-415.3258790142731,207.65046048341492
-416.3243266112962,207.596743159179
-417.32279041405843,207.54320654410566
-418.3211937361789,207.48899551314486
-419.31981815629354,207.43724999983402
-420.3167288645069,207.36640774265388
-421.3101124399094,207.25633227284243
-422.30425268307334,207.15451584871448
-423.7885699550662,206.9414715809337
-424.7777061880149,206.7950281978054
-425.76666245010824,206.64696082128592
-426.75566693524684,206.49932859248355
-427.7446584990595,206.35157976620232
-428.73365352513065,206.2038621821203
-429.72264762349346,206.05613622672072
-430.71164197043163,205.90841251439264
-431.70063625077665,205.76068820109597
-432.6896305489188,205.6129640486024
-433.67862484246587,205.46523985386494
-434.6676191365958,205.3175156673001
-435.6566134329893,205.16979149028776
-436.64560771974584,205.0220672668919
-437.6346020427867,204.8743432194781
-438.6235962303273,204.72661851452068
-439.61259092358455,204.57889626375578
-440.60158372947546,204.43116485376453
-441.590583579115,204.28346762648576
-442.57955714112643,204.13564282758358
-443.5686288099015,203.98829413246233
-444.55733433925025,203.83916859384124
-445.5472473007071,203.69590267894424
-446.5279202921578,203.5077974954475
-447.50309084854564,203.29299847021716
-448.4797063324972,203.08518494727974
-449.4555572187294,202.8737585010345
-450.9126582283858,202.52611515871877
-451.8770367884029,202.2617813524114
-452.8411729442708,201.99633093491332
-453.8053740521347,201.73117971248178
