 x_m, y_m
118.3057285,-260.8352409
117.8834314,-258.8807324
117.4555371,-256.9274417
117.0220381,-254.9753872
116.5829272,-253.0245874
116.1381968,-251.075061
115.6878397,-249.1268268
115.2318484,-247.1799035
114.7702157,-245.2343102
114.3029343,-243.2900658
113.8299968,-241.3471895
113.3513961,-239.4057006
112.8671249,-237.4656182
112.377176,-235.5269619
111.8815422,-233.5897513
111.3802163,-231.6540058
110.8731914,-229.7197453
110.3604602,-227.7869896
109.8420156,-225.8557585
109.3178507,-223.9260722
108.7879583,-221.9979508
108.2523316,-220.0714146
107.7109636,-218.1464838
107.1638472,-216.2231789
106.6109757,-214.3015204
106.0523421,-212.3815292
105.4879397,-210.4632258
104.9177615,-208.5466312
104.3418008,-206.6317664
103.7600509,-204.7186525
103.1725051,-202.8073106
102.5791567,-200.8977621
101.9799989,-198.9900284
101.3750253,-197.084131
100.7642293,-195.1800916
100.1476043,-193.277932
99.5251437,-191.3776739
98.8968413,-189.4793394
98.2626904,-187.5829506
97.6226848,-185.6885297
96.976818,-183.796099
96.3250839,-181.905681
95.667476,-180.0172982
95.0039882,-178.1309733
94.3346143,-176.2467291
93.6593481,-174.3645885
92.9781836,-172.4845745
92.2911146,-170.6067103
91.5981352,-168.7310192
90.8992394,-166.8575245
90.1944212,-164.9862498
89.4836748,-163.1172187
88.7669944,-161.250455
88.0443741,-159.3859826
87.3158082,-157.5238254
86.5812911,-155.6640076
85.8408171,-153.8065536
85.0943805,-151.9514875
84.341976,-150.098834
83.5835979,-148.2486178
82.8192408,-146.4008635
82.0488994,-144.5555962
81.2725684,-142.7128408
80.4902424,-140.8726224
79.7019163,-139.0349665
78.9075849,-137.1998984
78.107243,-135.3674437
77.3008858,-133.537628
76.488508,-131.7104773
75.670105,-129.8860175
74.8456717,-128.0642746
74.0152033,-126.245275
73.1786953,-124.4290449
72.3361427,-122.615611
71.4875412,-120.8049999
70.632886,-118.9972384
69.7721728,-117.1923533
68.9053972,-115.3903719
68.0325547,-113.5913213
67.1536411,-111.7952288
66.2686522,-110.0021221
65.3775838,-108.2120287
64.480432,-106.4249764
63.5771928,-104.6409933
62.6678621,-102.8601073
61.7524362,-101.0823468
60.8309114,-99.3077401
59.9032838,-97.5363158
58.96955,-95.7681025
58.0297065,-94.0031291
57.0837496,-92.2414246
56.1316762,-90.4830182
55.1734829,-88.7279392
54.2091666,-86.9762169
53.238724,-85.2278811
52.2621523,-83.4829614
51.2794484,-81.7414879
50.2906096,-80.0034907
49.295633,-78.2689999
48.294516,-76.5380459
47.2872561,-74.8106594
46.2738507,-73.086871
45.2542975,-71.3667118
44.2285942,-69.6502126
43.1967386,-67.9374048
42.1587285,-66.2283197
41.1145622,-64.5229888
40.0642376,-62.821444
39.0077529,-61.1237171
37.9451065,-59.4298401
36.8762968,-57.7398453
35.8013224,-56.0537651
34.720182,-54.371632
33.6328741,-52.6934788
32.5393978,-51.0193384
31.439752,-49.3492439
30.3339359,-47.6832286
29.2219485,-46.0213259
28.1037894,-44.3635695
26.9794578,-42.7099931
25.8489535,-41.0606307
24.712276,-39.4155165
23.5694253,-37.7746849
22.4204012,-36.1381704
21.2652039,-34.5060075
20.1038336,-32.8782314
18.9362905,-31.254877
17.7625753,-29.6359797
16.5826885,-28.0215748
15.3966307,-26.411698
14.204403,-24.8063852
13.0060064,-23.2056724
11.801442,-21.6095958
10.5907112,-20.0181918
9.3738153,-18.4314969
8.1507561,-16.8495481
6.9215353,-15.2723823
5.6861547,-13.7000367
4.4446166,-12.1325486
3.1969239,-10.569955
1.9430855,-9.0122884
0.6831251,-7.4595697
-0.5829236,-5.9118111
-1.8550241,-4.3690227
-3.13314,-2.8312139
-4.417235,-1.2983943
-5.7072732,0.2294268
-7.0032185,1.7522406
-8.3050352,3.270038
