 x_m, y_m
-511.2276922,173.4379755
-512.9560947,172.4324713
-514.6752863,171.4112984
-516.3851111,170.3745186
-518.0854128,169.3221939
-519.7760343,168.2543866
-521.4568177,167.1711597
-523.1276044,166.0725765
-524.7882351,164.958701
-526.4385501,163.8295982
-528.0783944,162.6853414
-529.7076285,161.5260273
-531.3261288,160.3517744
-532.9337771,159.1627076
-534.5304565,157.9589517
-536.1160505,156.7406312
-537.6904434,155.5078699
-539.2535201,154.2607914
-540.8051659,152.9995187
-542.3452666,151.7241744
-543.8737088,150.4348807
-545.3903791,149.1317595
-546.8951648,147.8149323
-548.3879534,146.4845203
-549.8686328,145.1406445
-551.3370913,143.7834255
-552.7932173,142.4129835
-554.2368996,141.029439
-555.6680269,139.6329117
-557.0864887,138.2235216
-558.4921755,136.80139
-559.8849824,135.3666415
-561.2648079,133.9194043
-562.6315522,132.459807
-563.9851158,130.9879782
-565.3253993,129.5040462
-566.6523037,128.0081388
-567.9657302,126.5003838
-569.2655802,124.9809087
-570.5517551,123.449841
-571.8241566,121.9073077
-573.0826864,120.3534361
-574.3272464,118.7883531
-575.5577384,117.2121856
-576.7740642,115.6250606
-577.9761259,114.0271049
-579.1638251,112.4184456
-580.3370639,110.7992096
-581.495744,109.1695241
-582.6397671,107.5295163
-583.7690349,105.8793138
-584.8834489,104.2190439
-585.9829102,102.5488346
-587.0673199,100.8688139
-588.1365788,99.1791099
-589.1905876,97.4798513
-590.2292467,95.7711672
-591.2524562,94.053187
-592.2601162,92.3260404
-593.2521264,90.5898578
-594.228386,88.8447702
-595.1887943,87.0909088
-596.1332499,85.3284057
-597.0616515,83.5573935
-597.9738978,81.7780059
-598.8698925,79.9903799
-599.749558,78.1946621
-600.6128364,76.3910092
-601.4596789,74.5795811
-602.2900382,72.7605382
-603.1038677,70.93404
-603.9011206,69.1002457
-604.6817508,67.2593139
-605.4457121,65.4114022
-606.1929585,63.5566685
-606.9234445,61.6952699
-607.6371244,59.8273634
-608.333953,57.9531053
-609.0138852,56.0726514
-609.6768759,54.1861578
-610.3228799,52.2937802
-610.9518525,50.3956739
-611.5637486,48.4919942
-612.1585237,46.5828956
-612.7361328,44.6685334
-613.296531,42.7490626
-613.8396735,40.824638
-614.3655155,38.8954144
-614.8740122,36.9615462
-615.3651185,35.0231889
-615.8387897,33.0804975
-616.2949807,31.1336273
-616.7336466,29.1827337
-617.1547424,27.2279721
-617.5582228,25.2694987
-617.9440429,23.30747
-618.3121573,21.3420424
-618.6625207,19.373373
-618.9950879,17.4016192
-619.3098133,15.426939
-619.6066514,13.4494909
-619.8855565,11.469434
-620.146483,9.4869277
-620.389385,7.5021325
-620.6142167,5.5152093
-620.820932,3.5263196
-621.009485,1.535626
-621.1798294,-0.4567084
-621.331919,-2.4505192
-621.4657077,-4.4456415
-621.5811489,-6.4419095
-621.6781964,-8.4391563
-621.7568036,-10.437214
-621.8169239,-12.435913
-621.858511,-14.4350832
-621.8815181,-16.4345537
-621.8858986,-18.434152
-621.871606,-20.4337043
-621.8385994,-22.4330347
-621.7868694,-24.4319679
-621.716499,-26.4303322
-621.6276361,-28.4279602
-621.5204527,-30.4246893
-621.3951223,-32.420361
-621.2518178,-34.4148226
-621.0907121,-36.4079256
-620.9119775,-38.3995254
-620.715786,-40.3894817
-620.5023096,-42.3776577
-620.2717192,-44.3639215
-620.0241857,-46.3481453
-619.7598794,-48.3302049
-619.4789702,-50.3099798
-619.1816272,-52.2873532
-618.8680193,-54.2622122
-618.5383146,-56.234448
-618.1926806,-58.2039548
-617.8312844,-60.1706305
-617.4542923,-62.1343762
-617.0618698,-64.0950967
-616.6541816,-66.0527001
-616.2313915,-68.0070978
-615.7936624,-69.958204
-615.341157,-71.9059362
-614.8740367,-73.8502152
-614.3924625,-75.7909648
-613.8965947,-77.7281118
-613.3865926,-79.6615858
-612.8626151,-81.5913193
-612.3248201,-83.5172477
-611.7733646,-85.4393094
-611.2084051,-87.3574454
-610.6300972,-89.2715994
-610.0385957,-91.1817175
-609.4340546,-93.0877489
-608.8166271,-94.9896451
-608.1864655,-96.8873602
-607.5437214,-98.7808508
-606.8885456,-100.6700759
-606.221088,-102.554997
-605.5414977,-104.4355778
-604.8499228,-106.3117846
-604.1465108,-108.1835857
-603.4314083,-110.0509519
-602.7047609,-111.9138561
-601.9667137,-113.7722734
-601.2174106,-115.6261811
-600.4569948,-117.4755586
-599.6856086,-119.3203872
-598.9033936,-121.1606506
-598.1104903,-122.9963343
-597.3070387,-124.8274256
-596.4931776,-126.6539142
-595.6690452,-128.4757913
-594.8347787,-130.2930503
-593.9905146,-132.1056863
-593.1363883,-133.9136961
-592.2725347,-135.7170786
-591.3990876,-137.5158342
-590.5161801,-139.3099653
-589.6239444,-141.0994757
-588.7225119,-142.8843712
-587.8120131,-144.6646589
-586.8925778,-146.4403479
-585.9643349,-148.2114487
-585.0274125,-149.9779734
-584.0819378,-151.7399356
-583.1280374,-153.4973505
-582.1658368,-155.2502349
-581.195461,-156.998607
-580.2170339,-158.7424862
-579.230679,-160.4818935
-578.2365186,-162.2168515
-577.2346744,-163.947384
-576.2252673,-165.6735162
-575.2084175,-167.3952745
-574.1842445,-169.1126866
-573.1528667,-170.8257817
-572.1144021,-172.5345902
-571.0689677,-174.2391438
-570.01668,-175.939475
-568.9576546,-177.6356179
-567.8920064,-179.3276078
-566.8198496,-181.0154809
-565.7412976,-182.6992749
-564.6564632,-184.3790281
-563.5654585,-186.0547803
-562.468395,-187.7265721
-561.3653832,-189.3944455
-560.256533,-191.0584433
-559.1419541,-192.7186093
-558.021755,-194.3749881
-556.8960437,-196.0276258
-555.7649276,-197.676569
-554.6285135,-199.3218656
-553.4869074,-200.9635639
-552.340215,-202.6017136
-551.1885411,-204.2363649
-550.03199,-205.8675692
-548.8706653,-207.4953785
-547.7046701,-209.1198457
-546.5341072,-210.7410245
-545.3590783,-212.3589693
-544.1796849,-213.9737355
-542.9960279,-215.585379
-541.8082076,-217.1939566
-540.6163238,-218.7995256
-539.4204759,-220.4021443
-538.2207627,-222.0018715
-537.0172823,-223.5987667
-535.8101327,-225.19289
-534.5994111,-226.7843021
-533.3852146,-228.3730645
-532.1676394,-229.9592392
-530.9467816,-231.5428887
-529.7227366,-233.1240762
-528.4955998,-234.7028652
-527.2654657,-236.27932
-526.0324286,-237.8535053
-524.7965825,-239.4254864
-523.558021,-240.9953289
-522.3168373,-242.5630989
-521.0731241,-244.1288631
-519.826974,-245.6926885
-518.578479,-247.2546426
-517.3277311,-248.8147933
-516.0748218,-250.3732087
-514.8198424,-251.9299575
-513.5628836,-253.4851087
-512.3040363,-255.0387315
-511.0433909,-256.5908957
-509.7810374,-258.1416711
-508.5170659,-259.6911279
-507.2515661,-261.2393368
-505.9846273,-262.7863684
-504.7163389,-264.3322938
-503.4467901,-265.8771843
-502.1760697,-267.4211112
-500.9042664,-268.9641463
-499.6314689,-270.5063614
-498.3577657,-272.0478285
-497.083245,-273.5886198
-495.8079951,-275.1288076
-494.5321042,-276.6684644
-493.2556601,-278.2076628
-491.9787509,-279.7464753
-490.7014648,-281.2849749
-489.4238905,-282.8232352
-488.1461158,-284.3613291
-486.868223,-285.8993248
-485.5902805,-287.4372793
-484.3123232,-288.9752214
-483.0343625,-290.5131607
-481.7564019,-292.0511001
-480.4784427,-293.5890407
-479.2004851,-295.1269826
-477.922529,-296.6649258
-476.6445745,-298.2028703
-475.3666215,-299.740816
-474.08867,-301.278763
-472.81072,-302.8167112
-471.5327714,-304.3546606
-470.2548243,-305.8926112
-468.9768785,-307.4305629
-467.6989341,-308.9685158
-466.420991,-310.5064697
-465.1430492,-312.0444248
-463.8651087,-313.5823809
-462.5871695,-315.1203381
-461.3092316,-316.6582963
-460.0312948,-318.1962555
-458.7533592,-319.7342158
-457.4754248,-321.2721769
-456.1974915,-322.8101391
-454.9195594,-324.3481021
-453.6416283,-325.886066
-452.3636983,-327.4240309
-451.0857693,-328.9619966
-449.8078413,-330.4999631
-448.5299144,-332.0379304
-447.2519883,-333.5758986
-445.9740632,-335.1138675
-444.6961391,-336.6518372
-443.4182158,-338.1898076
-442.1402933,-339.7277787
-440.8623717,-341.2657505
-439.5844509,-342.803723
-438.3065309,-344.3416961
-437.0286116,-345.8796699
-435.7506931,-347.4176442
-434.4727753,-348.9556192
-433.1948581,-350.4935947
-431.9169416,-352.0315708
-430.6390258,-353.5695474
-429.3611105,-355.1075245
-428.0831959,-356.6455021
-426.8052817,-358.1834801
-425.5273681,-359.7214586
-424.2494551,-361.2594375
-422.9715425,-362.7974168
-421.6936304,-364.3353965
-420.4157188,-365.8733766
-419.1378076,-367.4113571
-417.8598969,-368.949338
-416.5819866,-370.4873191
-415.3040766,-372.0253007
-414.0261671,-373.5632825
-412.7482579,-375.1012646
-411.470349,-376.639247
-410.1924405,-378.1772297
-408.9145323,-379.7152127
-407.6366244,-381.2531959
-406.3587168,-382.7911793
-405.0808094,-384.329163
-403.8029023,-385.8671468
-402.5249954,-387.4051309
-401.2470887,-388.9431151
-399.9691823,-390.4810994
-398.6912759,-392.019084
-397.4133698,-393.5570686
-396.1354638,-395.0950534
-394.8575579,-396.6330383
-393.5796521,-398.1710233
-392.3017465,-399.7090083
-391.0238408,-401.2469934
-389.7459353,-402.7849786
-388.4680298,-404.3229638
-387.1901243,-405.860949
-385.9122188,-407.3989342
-384.6343134,-408.9369194
-383.3564078,-410.4749046
-382.0785023,-412.0128897
-380.8005967,-413.5508748
-379.522691,-415.0888599
-378.2447852,-416.6268448
-376.9668793,-418.1648297
-375.6889733,-419.7028145
-374.4110671,-421.2407991
-373.1331608,-422.7787836
-371.8552543,-424.316768
-370.5773474,-425.854752
-369.2994377,-427.3927337
-368.0215106,-428.930701
-366.7435225,-430.4686175
-365.4653946,-432.0064179
-364.1870376,-433.5440278
-362.9083601,-435.0813713
-361.6292713,-436.6183725
-360.3496807,-438.154956
-359.0694981,-439.6910462
-357.7886331,-441.2265676
-356.5069959,-442.7614444
-355.2244964,-444.2956008
-353.9410448,-445.8289608
-352.6565515,-447.3614482
-351.3709268,-448.8929866
-350.0840815,-450.4234995
-348.7959263,-451.9529101
-347.5063722,-453.4811415
-346.2153305,-455.0081163
-344.9227127,-456.533757
-343.6284303,-458.0579859
-342.3323954,-459.5807248
-341.03452,-461.1018954
-339.7347167,-462.6214189
-338.4328983,-464.1392164
-337.1289777,-465.6552083
-335.8228684,-467.1693148
-334.5144841,-468.6814559
-333.2037388,-470.1915509
-331.890547,-471.6995188
-330.5748234,-473.2052783
-329.2564833,-474.7087473
-327.9354422,-476.2098437
-326.6116162,-477.7084846
-325.2849217,-479.2045866
-323.9552755,-480.698066
-322.6225951,-482.1888384
-321.2867983,-483.676819
-319.9478034,-485.1619224
-318.6055292,-486.6440625
-317.2598951,-488.1231528
-315.910821,-489.5991061
-314.5582274,-491.0718347
-313.2020353,-492.5412502
-311.8421662,-494.0072635
-310.4785425,-495.469785
-309.1110869,-496.9287243
-307.739723,-498.3839904
-306.3643747,-499.8354915
-304.984967,-501.2831353
-303.6014253,-502.7268287
-302.2136757,-504.1664776
-300.8216452,-505.6019876
-299.4252613,-507.0332632
-298.0244524,-508.4602084
-296.6191478,-509.882726
-295.2092773,-511.3007185
-293.7947717,-512.7140872
-292.3755624,-514.1227328
-290.951582,-515.526555
-289.5227637,-516.9254529
-288.0890417,-518.3193244
-286.6503509,-519.7080667
-285.2066273,-521.0915763
-283.7578078,-522.4697484
-282.3038302,-523.8424777
-280.8446334,-525.2096575
-279.3801572,-526.5711807
-277.9103424,-527.9269388
-276.4351308,-529.2768227
-274.9544653,-530.620722
-273.4682901,-531.9585255
-271.9765501,-533.2901211
-270.4791916,-534.6153956
-268.9761618,-535.9342346
-267.4674094,-537.246523
-265.952884,-538.5521444
-264.4325366,-539.8509815
-262.9063192,-541.142916
-261.3741853,-542.4278283
-259.8360896,-543.7055979
-258.2919881,-544.9761033
-256.741838,-546.2392216
-255.1855979,-547.494829
-253.623228,-548.7428007
-252.0546897,-549.9830105
-250.4799459,-551.2153312
-248.8989608,-552.4396345
-247.3117003,-553.6557908
-245.7181317,-554.8636695
-244.1182239,-556.0631388
-242.5119472,-557.2540656
-240.8992737,-558.4363157
-239.280177,-559.6097538
-237.6546324,-560.7742432
-236.0226169,-561.9296461
-234.3841091,-563.0758235
-232.7390895,-564.212635
-231.0875403,-565.3399393
-229.4294454,-566.4575936
-227.7647908,-567.5654538
-226.0935641,-568.6633748
-224.4157551,-569.7512101
-222.7313552,-570.8288118
-221.040358,-571.896031
-219.3427591,-572.9527174
-217.6385561,-573.9987192
-215.9277487,-575.0338837
-214.2103388,-576.0580567
-212.4863302,-577.0710826
-210.7557293,-578.0728047
-209.0185445,-579.0630648
-207.2747864,-580.0417036
-205.5244682,-581.0085603
-203.7676052,-581.9634729
-202.0042153,-582.9062779
-200.2343188,-583.8368106
-198.4579385,-584.7549051
-196.6750997,-585.6603939
-194.8858304,-586.5531084
-193.0901611,-587.4328785
-191.2881252,-588.2995329
-189.4797588,-589.1528988
-187.6651005,-589.9928023
-185.8441921,-590.819068
-184.0170783,-591.6315191
-182.1838066,-592.4299777
-180.3444275,-593.2142643
-178.4989947,-593.9841984
-176.647565,-594.7395979
-174.7901984,-595.4802796
-172.9269582,-596.2060587
-171.0579109,-596.9167494
-169.1831265,-597.6121645
-167.3026783,-598.2921153
-165.4166435,-598.9564122
-163.5251024,-599.604864
-161.6281393,-600.2372784
-159.725842,-600.8534617
-157.8183024,-601.4532189
-155.9056162,-602.0363545
-153.9878845,-602.6026763
-152.0652199,-603.1520173
-150.1377509,-603.6842563
-148.2056207,-604.1993171
-146.2689768,-604.6971373
-144.3279679,-605.1776568
-142.3827433,-605.6408156
-140.4334531,-606.0865533
-138.4802478,-606.5148096
-136.5232787,-606.9255239
-134.5626978,-607.3186354
-132.5986579,-607.6940834
-130.6313125,-608.0518068
-128.660816,-608.3917444
-126.6873237,-608.7138348
-124.710992,-609.0180166
-122.731978,-609.304228
-120.7504399,-609.5724074
-118.766537,-609.8224927
-116.7804297,-610.0544219
-114.7922796,-610.2681326
-112.8022495,-610.4635626
-110.8105032,-610.6406493
-108.8172062,-610.7993302
-106.8225251,-610.9395431
-104.8266285,-611.0612347
-102.8296876,-611.1643837
-100.8318759,-611.249008
-98.8333668,-611.3151409
-96.8343321,-611.3628178
-94.8349429,-611.3920745
-92.8353692,-611.4029464
-90.8357799,-611.3954691
-88.836343,-611.3696784
-86.8372253,-611.3256098
-84.8385931,-611.263299
-82.8406115,-611.1827815
-80.8434449,-611.0840931
-78.8472571,-610.9672694
-76.8522109,-610.8323458
-74.8584685,-610.679358
-72.8661916,-610.5083413
-70.8755412,-610.3193311
-68.8866776,-610.1123629
-66.8997609,-609.8874719
-64.9149504,-609.6446933
-62.9324052,-609.3840622
-60.9522838,-609.1056137
-58.9747445,-608.8093828
-56.9999453,-608.4954044
-55.0280438,-608.1637136
-53.0591975,-607.8143452
-51.0935634,-607.447334
-49.1312987,-607.0627151
-47.1725604,-606.6605231
-45.2175051,-606.2407931
-43.2662898,-605.8035597
-41.3190711,-605.348858
-39.3760058,-604.8767227
-37.4372508,-604.3871888
-35.502963,-603.8802911
-33.5732997,-603.3560645
-31.6484179,-602.8145441
-29.7284751,-602.2557648
-27.8136293,-601.6797617
-25.9040383,-601.08657
-23.9998605,-600.4762249
-22.1012547,-599.8487617
-20.20838,-599.2042159
-18.3213958,-598.5426232
-16.4404624,-597.8640194
-14.56574,-597.1684404
-12.69739,-596.4559225
-10.8355738,-595.726502
-8.9804537,-594.9802157
-7.1321928,-594.2171004
-5.2909544,-593.4371934
-3.4569031,-592.6405322
-1.6302038,-591.8271546
0.1889774,-590.9970988
2.000474,-590.1504034
3.8041184,-589.2871073
5.599742,-588.40725
7.3871752,-587.5108712
9.1662481,-586.5980119
10.9367929,-585.66872
12.6986553,-584.7230699
14.4516962,-583.7611653
16.1957834,-582.7831201
17.9307864,-581.7890491
19.6565755,-580.7790663
21.3730217,-579.7532857
23.0799967,-578.7118206
24.777373,-577.6547838
26.465024,-576.5822877
28.1428233,-575.4944445
29.8106455,-574.3913658
31.4683656,-573.2731628
33.1158591,-572.1399466
34.753002,-570.9918278
36.3796707,-569.8289165
37.9957422,-568.6513229
39.6010937,-567.4591565
41.1956026,-566.2525269
42.779147,-565.0315432
44.351605,-563.7963145
45.912855,-562.5469497
47.4627757,-561.2835575
49.001246,-560.0062465
50.5281447,-558.7151251
52.0433511,-557.4103018
53.5467443,-556.091885
55.0382034,-554.7599827
56.517608,-553.4147034
57.984837,-552.0561552
59.4397696,-550.6844463
60.8822848,-549.299685
62.3122617,-547.9019798
63.7295792,-546.491439
65.1341159,-545.0681713
66.5257503,-543.6322856
67.9043607,-542.1838909
69.2698253,-540.7230966
70.6220219,-539.2500119
71.9608279,-537.7647469
73.2861207,-536.2674117
74.5977772,-534.7581168
75.8956738,-533.2369732
77.1796868,-531.7040922
78.449692,-530.1595856
79.7055647,-528.603566
80.9471798,-527.036146
82.1744117,-525.4574393
83.3871346,-523.8675599
84.5852217,-522.2666226
85.768546,-520.6547428
86.9369799,-519.0320367
88.0903953,-517.3986213
89.2286633,-515.7546145
90.3516545,-514.1001348
91.4592391,-512.4353018
92.5512862,-510.760236
93.6276647,-509.075059
94.6882425,-507.3798934
95.7328883,-505.6748635
96.7614843,-503.9601035
97.7739633,-502.235778
98.770309,-500.5020802
99.7505236,-498.7592114
100.7146121,-497.0073706
101.6625811,-495.2467548
102.5944382,-493.4775584
103.5101925,-491.6999735
104.4098543,-489.91419
105.2934348,-488.1203952
106.1609468,-486.3187743
107.0124037,-484.5095103
107.8478202,-482.6927841
108.6672121,-480.8687741
109.470596,-479.0376569
110.2579894,-477.199607
111.0294107,-475.3547966
111.7848793,-473.5033962
112.5244154,-471.645574
113.2480397,-469.7814966
113.955774,-467.9113284
114.6476407,-466.0352319
115.3236628,-464.153368
115.9838641,-462.2658957
116.6282697,-460.3729722
117.2569127,-458.4747557
117.8698521,-456.5714102
118.4671721,-454.6631052
119.0489661,-452.7500096
119.6153291,-450.832289
120.166357,-448.9101058
120.7021469,-446.9836194
121.2227963,-445.0529861
121.728404,-443.118359
122.2190694,-441.1798883
122.6948926,-439.237721
123.1559746,-437.2920012
123.6024171,-435.3428701
124.0343222,-433.3904663
124.4517929,-431.4349252
124.8549327,-429.4763794
125.2438458,-427.5149589
125.6186368,-425.5507909
125.9794108,-423.5840001
126.3262736,-421.6147082
126.6593312,-419.6430344
126.9786902,-417.6690954
127.2844577,-415.6930054
127.5767411,-413.714876
127.855648,-411.7348162
128.1212867,-409.7529327
128.3737656,-407.7693296
128.6131934,-405.7841089
128.8396793,-403.7973701
129.0533324,-401.8092103
129.2542625,-399.8197243
129.4425794,-397.8290046
129.618393,-395.8371417
129.7818137,-393.8442238
129.9329518,-391.8503368
130.0719179,-389.8555643
130.1988229,-387.8599882
130.3137776,-385.8636879
130.416893,-383.8667411
130.5082803,-381.8692231
130.5880507,-379.8712075
130.6563155,-377.8727656
130.713186,-375.8739669
130.7587738,-373.874879
130.7931904,-371.8755676
130.8165472,-369.8760964
130.8289558,-367.8765271
130.8305279,-365.8769199
130.821375,-363.877333
130.8016087,-361.8778228
130.7713405,-359.878444
130.7306821,-357.8792494
130.6797449,-355.8802902
130.6186404,-353.881616
130.5474801,-351.8832745
130.4663753,-349.8853118
130.3754374,-347.8877725
130.2747776,-345.8906994
130.1645071,-343.8941339
130.044737,-341.8981157
129.9155783,-339.902683
129.7771419,-337.9078724
129.6295387,-335.9137191
129.4728792,-333.9202568
129.3072742,-331.9275177
129.1328341,-329.9355324
128.9496693,-327.9443304
128.75789,-325.9539396
128.5576063,-323.9643866
128.3489282,-321.9756964
128.1319656,-319.987893
127.9068281,-318.0009988
127.6736253,-316.015035
127.4324666,-314.0300216
127.1834613,-312.0459772
126.9267184,-310.0629192
126.6623469,-308.0808638
126.3904556,-306.0998258
126.111153,-304.1198191
125.8245477,-302.1408563
125.530748,-300.1629487
125.2298619,-298.1861067
124.9219974,-296.2103395
124.6072624,-294.235655
124.2857644,-292.2620602
123.9576109,-290.2895611
123.6229092,-288.3181626
123.2817664,-286.3478685
122.9342894,-284.3786815
122.580585,-282.4106036
122.2207597,-280.4436354
121.85492,-278.477777
121.4831721,-276.5130273
121.1056221,-274.5493843
120.722374,-272.5868453
120.333517,-270.62541
119.9390945,-268.6650863
119.5391114,-266.7058896
119.133561,-264.7478377
118.7224359,-262.7909487
