x_m,y_m
149.17491999210324,-878.0427516642958
138.55514894949738,-878.1336949886754
122.94366281782277,-878.5532631585374
105.323029657593,-878.989995168522
87.29958769469522,-879.3157713115215
71.34318439674098,-879.681004547514
52.17263546935283,-880.1308722570539
29.845344392349944,-880.6648595817387
2.352164087933488,-881.3001075489447
-26.28959069971461,-881.8878863817081
-51.773895581951365,-882.47460764274
-65.3767344962107,-882.8194608092308
-74.04086215316784,-883.3508624909446
-80.29401481628884,-883.8616787325591
-89.24175001890399,-884.7957500563934
-97.95596771629062,-886.1852660197765
-106.78255797387101,-887.8616355555132
-113.65789579669945,-889.4641704000533
-118.8714394523995,-890.7094398774207
-126.57194461324252,-892.7753563877195
-134.81670451490209,-895.3616283992305
-140.25402227207087,-897.294964203611
-146.09268532774877,-899.2888993136585
-152.61435403302312,-901.9748253123835
-160.27826560335234,-905.3566555641592
-167.19690164609347,-908.6177653968334
-174.0566772967577,-912.0499118855223
-179.08438986632973,-914.8946309247985
-186.39610426861327,-919.1883371872827
-193.07783888315316,-923.305127998814
-200.09816283883993,-928.1109738294035
-208.37311647564638,-933.899583639577
-214.1899110545637,-938.4664463307709
-220.40464956930373,-943.4941465398297
-226.13546524487901,-948.6659275451675
-230.40819678024855,-952.5334613090381
-234.27958639222197,-956.3403960578144
-239.34528382355347,-961.4726716047153
-245.03270624228753,-967.7538694432005
-250.37570890563074,-974.0321362428367
-256.39735964511055,-981.5169936977327
-260.71195822709706,-987.2146946331486
-265.5344498830382,-993.9459895938635
-269.3888489352539,-999.7541416333988
-274.4288139792625,-1007.9168366435915
-279.3491148810135,-1016.6503370646387
-283.02110519621056,-1023.6577666634694
-286.74418426386546,-1031.409000738524
-289.1649447826203,-1037.0334279322997
-292.1466305765789,-1044.206545073539
-295.96411381219514,-1054.3602468091995
-298.0326745286584,-1060.8966065729037
-300.43545975664165,-1068.6366406474262
-302.1051068970701,-1074.8265246860683
-303.6039987298427,-1080.8434140551835
-304.9822464028839,-1087.5454701883718
-306.3580653129611,-1094.5334232775494
-307.1729576451471,-1099.972685500048
-308.0340734233614,-1106.7275422401726
-308.6840310994303,-1112.8559679538012
-309.2620100848144,-1119.1509671127424
-309.6633961144835,-1125.95911352057
-309.88332655176055,-1133.8521943548694
-309.93784648226574,-1140.9433178566396
-309.76565942482557,-1147.689423124306
-309.61308196443133,-1156.3537231963128
-309.4136657578638,-1166.301855196245
-309.1220782978926,-1175.562976943329
