# x_m, y_m, w_tr_right_m, w_tr_left_m
376.0943909,9.054429054,6.825002517291082,7.267261983632644
378.4391581536268,9.934876782557978,7.086354236668051,7.104718626725327
380.7833865640182,10.816505151579465,7.320586795006252,6.965741093832073
383.12653728793873,11.700494801527963,7.529115391676427,6.848867445386916
385.4680714821532,12.588026372866981,7.713373660512791,6.752643077902807
387.80745030342615,13.48028050606003,7.874800766543736,6.675620000188969
390.1441349085221,14.378437841570603,8.014839948189449,6.616355836744584
392.4775864542058,15.283679019862221,8.134937462846448,6.5734126401319175
394.8072660972418,16.197184681398387,8.23654179835459,6.54535560517959
397.13263499439466,17.120135466642594,8.32110306129434,6.530751778119849
399.4531543024292,18.053712016058366,8.365363661132143,6.528168844426025
401.7682851781097,18.9990949701092,8.396394583848389,6.536174062702089
404.07748877820103,19.95746496925861,8.41588998666297,6.55336760793738
406.38022625946775,20.93000265397009,8.425189342234559,6.578583030234092
408.6759587786744,21.917888664707153,8.425635985978085,6.610750291439323
410.9641474925857,22.922303641933308,8.418574243648289,6.648796823521964
413.2442535579662,23.94442822611206,8.405346953457586,6.691647198926541
415.51573813158063,24.985443057706917,8.387293332335197,6.7382233586210445
417.7780623701934,26.04652877718138,8.36574716530219,6.787445026833907
420.03068743056923,27.128866024998953,8.342035321177692,6.838230285901928
422.2730744694728,28.233635441623154,8.317476617877336,6.889496287835789
424.50468970836124,29.36199351716265,8.29335771131909,6.940184166684857
426.7251349112727,30.514450423837076,8.270331707623843,6.989880455099928
428.934158900423,31.69081510529192,8.248368986827423,7.038872907581855
431.13151787064106,32.89086134978476,8.227403547563997,7.08748661416924
433.3169680167563,34.114362945573156,8.20736726193757,7.136048941502133
435.4902655335978,35.3610936809147,8.188190120164682,7.18488952634904
437.6511666159946,36.63082734406695,8.169800518429687,7.2343402678320565
439.79942745877605,37.923337723287496,8.152125589516478,7.284735314823436
441.9348042567713,39.238398606833904,8.13509157578811,7.336411045186648
444.0570532048094,40.57578378296377,8.118624244128128,7.389706033749933
446.16593049771967,41.93526703993464,8.102649342544819,7.444961006156285
448.2611923303312,43.3166221660041,8.08709309826344,7.502146014100826
450.3425948974731,44.719622949429734,8.071882757290608,7.537993385184439
452.40989439397464,46.1440431784691,8.056976552316604,7.577094212238305
454.462847014665,47.589656641379776,8.042473897934542,7.619764866947377
456.5012089543733,49.05623712641936,8.028518181501548,7.666077590049243
458.5247364079287,50.543558421845404,8.015255275942678,7.715017189755181
460.53318557016047,52.051394315915495,8.002832794877563,7.765265353275975
462.5263126358976,53.57951859688719,7.991399441764958,7.81550296133129
464.5038737999694,55.12770505301809,7.981104448699335,7.864410027363557
466.4656252572051,56.69572747256574,7.9720971066415744,7.910665671830506
468.41132320243366,58.28335964378774,7.964526389102288,7.952948136832128
