x,y
-39.18461029615719,-867.8702776124701
-51.00594408845063,-868.428665866144
-65.88697450060863,-868.7768303155899
-76.15888856677338,-869.2647725660354
-84.36572043714114,-869.5635358486325
-91.99509677069727,-870.2576287006959
-99.91051915113349,-871.0685161016881
-109.14331078936812,-872.2337183281779
-116.2516652981285,-873.4379699425772
-125.59146807121579,-875.5189587632194
-134.23901309480425,-877.9942995607853
-141.5117887458764,-880.1148243639618
-147.17871387815103,-882.0501094087958
-152.50024183443747,-884.0968079976737
-158.2761323491577,-886.7191855804995
-164.5097985274624,-889.5170041741803
-170.3416394571541,-892.3113940162584
-175.48658239189535,-894.8712027817965
-182.34732357028406,-898.1889822268859
-187.03011688089464,-901.0879330933094
-192.74229466647375,-904.4531004121527
-198.3822201306466,-907.959199571982
-204.49088121787645,-911.9567304188386
-210.77176187490113,-915.955725107342
-216.87702708889265,-920.3534889956936
-222.69527684291825,-924.7488062046468
-227.77116940182168,-928.6803504815325
-231.30298652115744,-931.9125715345144
-234.26806316815782,-934.2822481049225
-238.25668831530493,-937.8042638115585
-242.6972527577309,-942.1878459183499
-245.3753137314925,-944.5550777669996
-248.7320113920141,-948.1288943849504
-252.71432364010252,-952.3942126994953
-256.6402088924078,-956.5446880832314
-263.3943789723562,-964.2073022322729
-267.7697833791608,-969.5052334628999
-271.2315815112088,-974.2235762570053
-273.95636412966996,-977.8491993062198
-276.90639056416694,-981.9913738416508
-280.85709829838015,-987.7431488391012
-284.1389149525203,-993.3748720455915
-287.19889890763443,-998.0898031909019
-290.31240063824225,-1003.2626451384276
-293.25515039626043,-1008.2624913519248
-296.8444443399785,-1015.2120211953297
-299.7210442117648,-1021.2405835809186
-302.0313769878121,-1026.3494225973263
-304.28819785884116,-1031.0003534546122
-305.97583111026324,-1035.0746258944273
-307.88773875741754,-1039.7798095168546
-309.6240290197311,-1044.8837763983756
-312.3731979877921,-1052.3980076592416
-313.713976646075,-1056.7552506178617
-315.10778661072254,-1061.6275862846524
-316.9949115550844,-1069.2488661557436
-318.8827272913186,-1077.1470762146637
-320.1953172252979,-1084.8206676533446
-321.39261233550496,-1092.5504685472697
-322.186611074605,-1100.448395429179
-322.75244662328623,-1108.1728428332135
-323.0688560861163,-1116.0614912034944
-323.45955934387166,-1124.1275609591976
-323.6220978620695,-1132.020151173696
-323.556470915908,-1139.7392613384873
-323.601281164214,-1147.9739634674042
-323.7069007641403,-1155.8089112294838
-323.7551144848112,-1163.6433788761497
-323.92008559347596,-1171.2501151505858
-324.0320258712163,-1178.341760658659
-323.98611374071334,-1186.0457208482549
-323.8032442620024,-1194.0498040160164
-323.7914405388292,-1198.6191665176302
