x,y,z,idx
51.33790717259389,4.264309026223771,0.0,0
29.4371710514038,4.264321214731012,0.0,1
-1.8504202806057193,3.5764825709901653,0.0,2
-37.82578440435985,2.8863367023927657,0.0,3
-65.64582555772836,2.8863471817100628,0.0,4
-78.82340702764154,2.204817068293239,0.0,5
-91.54222687872843,1.5145830158276685,0.0,6
-103.40138542716397,0.999407895933079,0.0,7
-113.4530387728986,0.3190741246322739,0.0,8
-122.6420086863251,-0.5145564541401546,0.0,9
-131.55735671010785,-2.132172759386221,0.0,10
-143.5311075583689,-5.905666165743467,0.0,11
-157.48244220574108,-13.129675412733498,0.0,12
-167.9439011624012,-19.4206020457373,0.0,13
-180.1889923360862,-29.701756647825526,0.0,14
-189.55586696794836,-40.67333747115622,0.0,15
-199.03747584157568,-56.280809718660606,0.0,16
-205.58328391913548,-69.53423735331424,0.0,17
-210.20066190632693,-85.18726408483404,0.0,18
-211.64423825226964,-94.90383598061962,0.0,19
-212.137960552216,-107.30010334244713,0.0,20
-211.6488546052089,-119.02661661458181,0.0,21
-209.3588689313748,-131.34206463899267,0.0,22
-206.37268358604285,-142.40684675665344,0.0,23
-201.66973744000586,-153.36917089476748,0.0,24
-194.71420057804295,-165.68539427021312,0.0,25
-187.09542222872187,-176.085449965272,0.0,26
-179.84170677209482,-184.40021965211844,0.0,27
-167.01495658673045,-195.46905794723443,0.0,28
-153.75646159184598,-203.76072473167514,0.0,29
-141.75803618771175,-209.0168372009023,0.0,30
-127.65226623305765,-213.79191652519214,0.0,31
-116.66712829646124,-215.59333854025024,0.0,32
-105.2885558043709,-216.92394421855178,0.0,33
-85.55415362356001,-217.204818456536,0.0,34
-65.64953776776672,-216.63329208422417,0.0,35
-36.612162949408585,-215.8275184046341,0.0,36
-13.286303943826262,-215.5391632397926,0.0,37
10.67034151580501,-215.30881962443704,0.0,38
34.38636374344636,-214.9639082811948,0.0,39
55.838952419872726,-214.61870112102284,0.0,40
79.46268229418328,-214.33159403690402,0.0,41
95.50811521231398,-213.76391806978822,0.0,42
104.02991932203818,-213.0461053890784,0.0,43
113.55076585545126,-211.4987602498541,0.0,44
122.24233603906757,-209.5351305803978,0.0,45
131.8945115365059,-206.1969780086673,0.0,46
140.967054084092,-201.5874936937223,0.0,47
148.68608196556391,-197.31926803514273,0.0,48
155.1022895725674,-193.4540124781382,0.0,49
160.74891769428316,-188.74736645179013,0.0,50
166.57253011693075,-183.44170525488445,0.0,51
172.1191726186848,-176.88998470893017,0.0,52
177.87172020397048,-169.64205846242285,0.0,53
182.70091983151715,-163.36089071860386,0.0,54
186.910418280695,-156.49293313981892,0.0,55
191.13972023047285,-146.5475295005767,0.0,56
193.2230564016821,-142.14390433977198,0.0,57
195.08835350915,-136.62946810158303,0.0,58
197.3810617870039,-126.5444882449586,0.0,59
198.68499359512677,-117.81608472495574,0.0,60
199.1158542118521,-110.13586273332685,0.0,61
198.89520414053595,-100.50522065467962,0.0,62
198.13360086855369,-90.2390518552106,0.0,63
196.06727223279188,-80.7403227545087,0.0,64
193.18228594042176,-69.71194701598083,0.0,65
190.40711725836854,-61.90007019237504,0.0,66
187.35052928560503,-54.84731394392057,0.0,67
183.62439565579214,-48.43435757311849,0.0,68
179.09162735894398,-41.933307689133194,0.0,69
172.61237018048695,-34.215564962405615,0.0,70
165.44689402861036,-26.689625257322504,0.0,71
158.3967775285534,-20.373775320069647,0.0,72
152.35305572789358,-16.039687945343466,0.0,73
141.38138695805887,-9.02997771782878,0.0,74
132.162729588917,-4.347887922011438,0.0,75
122.49113515243704,-0.6796490362842462,0.0,76
111.52857421637529,1.8517673245040154,0.0,77
103.92584443653575,3.269320401172453,0.0,78
90.1982190837569,4.325162234322649,0.0,79
67.25604842352385,4.722361255338734,0.0,80
53.30161002437684,4.380663735617121,0.0,81
