-5.6767103,5.5246779
-6.9798261,7.0403248
-8.2893419,8.5504454
-9.6052404,10.0550076
-10.9275042,11.5539787
-12.256116,13.0473263
-13.5910582,14.5350176
-14.9323133,16.0170199
-16.2798636,17.4933004
-17.6336915,18.9638262
-18.9937792,20.4285643
-20.3601086,21.8874815
-21.7326617,23.3405452
-23.1114168,24.7877253
-24.4963413,26.2290027
-25.8873896,27.6643705
-27.2845096,29.093829
-28.6876481,30.5173804
-30.0967518,31.9350274
-31.5117678,33.3467732
-32.9326435,34.7526212
-34.3593267,36.1525753
-35.7917657,37.5466395
-37.2299089,38.9348184
-38.6737051,40.3171169
-40.1231036,41.69354
-41.5780539,43.0640933
-43.0385058,44.4287826
-44.5044097,45.787614
-45.9757159,47.140594
-47.4523754,48.4877292
-48.9343395,49.8290269
-50.4215597,51.1644943
-51.9139878,52.4941391
-53.4115761,53.8179693
-54.914277,55.1359931
-56.4220436,56.4482191
-57.934829,57.7546562
-59.4525867,59.0553133
-60.9752704,60.3501999
-62.5028345,61.6393257
-64.0352334,62.9227006
-65.5724218,64.2003349
-67.1143549,65.4722388
-68.6609881,66.7384233
-70.2122774,67.9988991
-71.7681789,69.2536772
-73.3286493,70.5027688
-74.8936455,71.7461853
-76.4631248,72.9839383
-78.0370447,74.2160397
-79.6153631,75.4425017
-81.1980381,76.6633365
-82.7850281,77.8785569
-84.3762919,79.0881756
-85.9717885,80.2922058
-87.5714773,81.4906605
-89.1753178,82.6835534
-90.7832701,83.8708982
-92.3952943,85.0527088
-94.0113509,86.2289993
-95.6314006,87.3997841
-97.2554046,88.5650777
-98.8833243,89.7248949
-100.5151211,90.8792507
-102.1507572,92.0281602
-103.7901946,93.1716388
-105.4333959,94.3097021
-107.0803238,95.4423658
-108.7309413,96.5696458
-110.3852118,97.6915583
-112.0430989,98.8081196
-113.7045663,99.9193462
-115.3695783,101.0252548
-117.0380992,102.1258623
-118.7100937,103.2211856
-120.3855267,104.311242
-122.0643634,105.3960489
-123.7465693,106.4756239
-125.4321102,107.5499846
-127.1209519,108.619149
-128.8130608,109.6831351
-130.5084033,110.7419612
-132.2069463,111.7956456
-133.9086567,112.844207
-135.6135018,113.8876639
-137.3214491,114.9260352
-139.0324664,115.9593399
-140.7465219,116.9875973
-142.4635836,118.0108266
-144.1836202,119.0290473
-145.9066004,120.042279
-147.6324933,121.0505414
-149.3612681,122.0538544
-151.0928944,123.052238
-152.8273418,124.0457125
-154.5645804,125.0342981
-156.3045803,126.0180153
-158.0473122,126.9968847
-159.7927466,127.9709269
-161.5408546,128.9401628
-163.2916071,129.9046135
-165.0449757,130.8642999
-166.8009321,131.8192433
-168.559448,132.7694651
-170.3204956,133.7149867
-172.0840471,134.6558298
-173.8500752,135.592016
-175.6185525,136.5235672
-177.3894521,137.4505054
-179.1627472,138.3728526
-180.9384112,139.2906311
-182.7164178,140.203863
-184.4967408,141.1125708
-186.2793543,142.0167771
-188.0642326,142.9165045
-189.8513503,143.8117756
-191.640682,144.7026135
-193.4322027,145.5890409
-195.2258876,146.471081
-197.0217119,147.3487569
-198.8196513,148.2220918
-200.6196816,149.0911093
-202.4217786,149.9558326
-204.2259187,150.8162853
-206.0320781,151.6724911
-207.8402334,152.5244738
-209.6503615,153.3722572
-211.4624393,154.2158652
-213.2764439,155.0553218
-215.0923529,155.8906512
-216.9101436,156.7218775
-218.7297939,157.5490251
-220.5512817,158.3721184
-222.3745852,159.1911818
-224.1996827,160.0062398
-226.0265527,160.8173171
-227.8551739,161.6244385
-229.6855253,162.4276286
-231.5175858,163.2269125
-233.3513348,164.0223151
-235.1867517,164.8138613
-237.0238161,165.6015764
-238.8625078,166.3854855
-240.7028068,167.1656139
-242.5446932,167.941987
-244.3881474,168.7146301
-246.2331501,169.483568
-248.0796868,170.2488151
-249.9277587,171.0103469
-251.7773911,171.7680808
-253.6286276,172.5218871
-255.4815165,173.2716225
-257.3361062,174.0171407
-259.1924439,174.7582955
-261.0505761,175.4949399
-262.9105479,176.2269265
-264.7724038,176.9541078
-266.6361867,177.6763356
-268.5019386,178.3934612
-270.3697004,179.1053356
-272.2395117,179.8118094
-274.1114107,180.5127325
-275.9854345,181.2079544
-277.8616189,181.8973243
-279.7399983,182.5806906
-281.6206056,183.2579014
-283.5034725,183.9288043
-285.388629,184.5932461
-287.2761038,185.2510734
-289.165924,185.902132
-291.0581151,186.5462675
-292.952701,187.1833245
-294.8497039,187.8131475
-296.7491445,188.4355799
-298.6510417,189.0504651
-300.5554126,189.6576456
-302.4622725,190.2569634
-304.3716348,190.8482598
-306.2835113,191.4313758
-308.1979116,192.0061515
-310.1148435,192.5724266
-312.0343128,193.1300402
-313.9563232,193.6788307
-315.8808763,194.218636
-317.8079719,194.7492934
-319.7376072,195.2706395
-321.6697776,195.7825104
-323.6044759,196.2847415
-325.5416929,196.7771678
-327.481417,197.2596235
-329.4236342,197.7319424
-331.3683282,198.1939574
-333.3154801,198.6455012
-335.2650686,199.0864056
-337.2170698,199.516502
-339.1714574,199.9356211
-341.1282022,200.3435932
-343.0872723,200.7402478
-345.0486334,201.1254139
-347.0122483,201.4989203
-348.9780768,201.8605947
-350.9460759,202.2102646
-352.9161998,202.5477569
-354.8883996,202.872898
-356.8626235,203.1855138
-358.8388165,203.4854296
-360.8169205,203.7724703
-362.7968743,204.0464604
-364.7786133,204.3072238
-366.7620697,204.554584
-368.7471726,204.7883642
-370.7338472,205.0083869
-372.7220156,205.2144745
-374.7115962,205.4064489
-376.7025039,205.5841317
-378.69465,205.747344
-380.6879421,205.8959067
-382.6822838,206.0296406
-384.6775751,206.1483658
-386.673712,206.2519025
-388.6705868,206.3400707
-390.6680873,206.4126899
-392.6660975,206.4695796
-394.6644972,206.5105594
-396.663162,206.5354485
-398.661963,206.5440683
-400.6607673,206.5362557
-402.6594383,206.5118966
-404.6578379,206.4709274
-406.6558268,206.4133142
-408.6532653,206.3390291
-410.6500129,206.248045
-412.645928,206.1403351
-414.6408686,206.0158723
-416.6346914,205.8746297
-418.6272522,205.7165804
-420.6184063,205.5416977
-422.6080075,205.3499548
-424.5959089,205.1413252
-426.5819624,204.9157824
-428.5660188,204.6732998
-430.5479281,204.4138514
-432.5275388,204.137411
-434.5046983,203.8439527
-436.4792529,203.5334506
-438.4510476,203.2058792
-440.419926,202.8612132
-442.3857307,202.4994273
-444.3483026,202.1204967
-446.3074814,201.7243967
-448.2631053,201.311103
-450.215011,200.8805915
-452.163034,200.4328385
-454.1070078,199.9678206
-456.0467647,199.4855147
-457.9821353,198.9858983
-459.9129483,198.4689491
-461.8390311,197.9346454
-463.760209,197.3829659
-465.6763058,196.8138898
-467.5871436,196.2273969
-469.4925421,195.6234674
-471.3923197,195.0020824
-473.2862959,194.3632336
-475.1743002,193.7069459
-477.0561816,193.0333015
-478.9317973,192.3424033
-480.8010072,191.6343577
-482.6636728,190.9092708
-484.5196569,190.167248
-486.3688233,189.4083945
-488.211037,188.6328148
-490.0461641,187.8406131
-491.8740719,187.031893
-493.6946287,186.2067577
-495.5077038,185.3653101
-497.3131674,184.5076523
-499.1108906,183.6338864
-500.9007455,182.7441138
-502.6826049,181.8384356
-504.4563424,180.9169525
-506.2218325,179.9797647
-507.9789501,179.0269721
-509.7275712,178.0586745
-511.4675722,177.0749708
-513.19883,176.0759599
-514.9212224,175.0617405
-516.6346274,174.0324107
-518.3389237,172.9880685
-520.0339904,171.9288114
-521.719707,170.8547369
-523.3959536,169.7659421
-525.0626104,168.6625238
-526.719558,167.5445787
-528.3666776,166.4122032
-530.0038502,165.2654937
-531.6309574,164.1045462
-533.2478808,162.9294567
-534.8545025,161.7403209
-536.4507043,160.5372346
-538.0363685,159.3202934
-539.6113773,158.0895927
-541.1756132,156.8452281
-542.7289584,155.587295
-544.2712953,154.3158887
-545.8025064,153.0311049
-547.322474,151.7330388
-548.8310803,150.421786
-550.3282077,149.0974421
-551.8137381,147.7601028
-553.2875535,146.409864
-554.7495357,145.0468214
-556.1995662,143.6710714
-557.6375266,142.2827101
-559.0632978,140.8818343
-560.4767609,139.4685407
-561.8777963,138.0429263
-563.2662845,136.6050886
-564.6421054,135.1551253
-566.0051386,133.6931346
-567.3552634,132.2192148
-568.6923586,130.733465
-570.0163028,129.2359843
-571.326974,127.7268728
-572.6242496,126.2062308
-573.9080068,124.6741593
-575.1781223,123.1307596
-576.4344722,121.576134
-577.676932,120.0103851
-578.9053768,118.4336164
-580.1196809,116.8459323
-581.3197183,115.2474375
-582.5053623,113.6382378
-583.6764855,112.0184397
-584.8329599,110.3881507
-585.9746577,108.7474798
-587.1014553,107.0965401
-588.2132462,105.4354573
-589.3099397,103.7643683
-590.391453,102.083415
-591.4577044,100.3927397
-592.5086124,98.6924846
-593.5440957,96.9827918
-594.5640728,95.2638033
-595.5684626,93.5356608
