x,y,z,
26.4689,-214.824,-0.477881,
-1.59902,-202.681,-0.604091,
-197.077,-119.437,-0.855304,
-13.3565,-196.754,-0.627445,
22.5969,-211.897,-0.571398,
-193.592,-119.025,-1.00308,
10.8364,-204.992,-0.780771,
4.79083,-202.816,-0.607488,
-94.573,-218.46,0.0708901,
-185.628,-179.151,0.0643279,
-12.7865,-193.905,-0.327296,
-70.8644,-225.003,2.5804,
-76.4961,-223.274,1.10455,
31.4981,-211.606,-0.607923,
-88.7613,-218.62,0.043941,
20.0501,-205.259,-0.78509,
-78.7957,-220.087,0.104542,
-84.3121,-218.848,0.0236281,
-70.4746,-223.326,1.13732,
-76.564,-220.341,0.157609,
-200.837,-110.501,-0.873293,
25.6467,-205.243,-0.788359,
-72.815,-220.071,0.112888,
-204.38,-162.406,2.29438,
-64.325,-223.09,1.10795,
43.9986,-211.764,-0.595093,
-201.829,-164.677,1.14449,
10.3968,-196.188,-0.46787,
26.6505,-203.658,-0.794582,
20.669,-199.809,-0.830203,
55.2451,-214.683,-0.427823,
8.8647,-194.211,-0.322073,
44.7453,-207.336,-0.773727,
37.4714,-205.458,-0.787471,
31.5357,-202.548,-0.779954,
25.5581,-199.125,-0.847207,
61.4667,-214.593,-0.40372,
35.1923,-202.994,-0.828539,
-64.0831,-218.584,0.0364022,
44.0966,-205.808,-0.820943,
16.9388,-194.471,-0.521727,
52.9285,-208.075,-0.725885,
46.4312,-205.365,-0.833328,
40.2629,-202.606,-0.862733,
55.6046,-208.331,-0.700147,
49.3428,-204.924,-0.834925,
-49.292,-221.441,0.610161,
-55.2809,-218.494,0.0225795,
52.3844,-205.566,-0.803337,
46.0969,-202.955,-0.902466,
-51.0632,-218.991,0.050367,
34.654,-195.642,-0.902066,
-43.5099,-220.811,0.100801,
-209.146,-92.8171,-0.237709,
-35.3311,-222.081,0.538081,
-40.3453,-221.564,0.530996,
-205.199,-91.3864,-0.161446,
-191.989,-98.0922,-0.731914,
34.4491,-194.89,-0.57979,
-44.2415,-218.608,0.0198873,
-208.894,-89.717,-0.215397,
-207.638,-146.506,0.287549,
-213.132,-141.782,2.09575,
-210.326,-86.3661,-0.0186067,
-197.848,-92.7141,-0.885689,
-210.74,-143.643,0.949514,
-199.263,-89.3452,-0.899966,
-213.335,-140.566,2.21585,
-197.693,-89.7022,-0.889617,
-207.688,-140.793,0.0755034,
11.7025,-216.912,-0.342655,
193.351,-78.8442,-0.498098,
-31.5363,-205.351,-0.736133,
193.43,-72.4479,-0.27572,
196.347,-78.9755,-0.203784,
13.464,-214.55,-0.48369,
196.327,-76.6436,-0.13734,
-27.6345,-206.238,-0.74553,
31.5583,-220.338,-0.168841,
-97.5217,-223.22,1.38664,
-4.67547,-208.243,-0.696308,
-182.224,-149.183,-0.912976,
-58.7691,-202.671,-0.592058,
-4.31682,-211.305,-0.59744,
-25.3917,-205.072,-0.736632,
-49.6294,-199.593,-0.716136,
-27.7103,-193.61,-0.373747,
-26.9168,-193.94,-0.620098,
181.307,-64.7133,-0.858869,
-1.58365,-208.237,-0.710643,
181.556,-70.7106,-0.819424,
7.37596,-208.726,-0.692655,
34.0768,-10.0197,-0.456615,
-24.8648,-207.794,-0.748059,
20.1864,-211.921,-0.579,
7.43152,-205.531,-0.688695,
-9.47916,-200.046,-0.614641,
-183.799,-181.933,0.133049,
-182.671,-182.32,0.0638196,
7.25123,-202.703,-0.610702,
31.2584,-214.418,-0.50243,
53.5699,-219.695,-0.158151,
-78.5047,-223.228,1.33918,
-165.215,-196.013,-0.113214,
-163.52,-196.431,-0.179176,
-168.823,-193.17,-0.120659,
-165.194,-194.1,-0.283982,
-151.488,-199.757,-0.478767,
-177.073,-186.608,-0.00332402,
-163.125,-193.94,-0.422627,
-169.174,-191.016,-0.275073,
-175.3,-187.329,-0.0813299,
-138.85,-203.288,-0.622615,
-123.376,-209.278,-0.551988,
-109.581,-214.53,-0.281169,
-157.348,-193.626,-0.684944,
-100.625,-216.788,-0.0940041,
-169.579,-187.794,-0.469722,
-175.425,-185.179,-0.254168,
-96.8414,-216.886,-0.121307,
-123.192,-204.241,-0.793752,
-150.773,-193.457,-0.781962,
-94.595,-216.901,-0.111356,
178.473,-172.818,0.127677,
-147.645,-193.966,-0.782697,
-112.374,-208.106,-0.741547,
-96.7865,-214.773,-0.353281,
-145.439,-193.845,-0.778235,
-130.71,-199.723,-0.776496,
183.905,-171.989,1.43056,
-100.194,-211.759,-0.596045,
-105.257,-207.215,-0.800074,
186.181,-171.237,2.32225,
-118.169,-203.034,-0.771772,
-104.591,-209.172,-0.301639,
179.437,-109.351,-0.843161,
-94.8101,-211.905,-0.579723,
-100.004,-208.359,-0.783404,
-105.831,-205.294,-0.795404,
186.804,-169.019,2.01083,
-75.305,-216.883,-0.246261,
-81.6503,-215.749,-0.350732,
199.21,-115.563,-0.142452,
-73.4369,-217.374,-0.182987,
-79.3737,-214.527,-0.446274,
-84.9503,-211.818,-0.6104,
196.628,-112.658,-0.453569,
-96.9511,-205.641,-0.774348,
-60.893,-219.105,-0.057265,
179.567,-103.066,-0.793604,
185.518,-162.384,0.0360414,
-78.4769,-210.619,-0.258168,
182.214,-103.641,-0.762959,
187.665,-162.453,0.263309,
-96.2857,-203.581,-0.801491,
184.918,-103.603,-0.750494,
-11.7587,-18.028,-0.0517329,
185.697,-161.646,0.0120113,
188.164,-102.707,-0.784582,
-63.186,-215.633,-0.387535,
-90.6144,-203.169,-0.763094,
-97.1122,-199.876,-0.925664,
-61.2142,-214.606,-0.456748,
-46.3915,-219.271,-0.0396444,
-93.6559,-200.542,-0.853703,
187.788,-100.607,-0.75918,
-44.1321,-219.313,-0.0338248,
-70.3934,-207.118,-0.787074,
-75.4724,-205.655,-0.746762,
-104.823,-193.855,-0.891301,
-46.5405,-217.388,-0.220703,
-73.6628,-205.563,-0.736909,
-37.3492,-219.704,-0.0468161,
-84.279,-200.281,-0.822034,
-49.1633,-215.431,-0.396583,
-54.2673,-212.373,-0.591059,
-187.612,-154.662,-0.746496,
-67.6377,-205.451,-0.744845,
-179.159,-157.985,-0.841429,
-78.4177,-200.667,-0.745093,
-85.3448,-195.909,-0.668401,
-70.5219,-202.623,-0.689092,
-54.6645,-207.661,-0.768588,
-61.576,-205.367,-0.688405,
-24.8313,-219.247,-0.119938,
-52.5412,-208.668,-0.734351,
-79.5927,-196.012,-0.614518,
-64.6213,-202.879,-0.668954,
-48.204,-207.313,-0.782344,
-182.23,-151.999,-0.884888,
-39.8284,-212.33,-0.600532,
-25.0383,-217.241,-0.288713,
-179.755,-152.228,-0.954239,
-37.3826,-211.526,-0.62481,
-43.4424,-208.475,-0.747112,
-48.8194,-205.242,-0.78079,
-54.6615,-203.196,-0.674232,
-18.5237,-216.531,-0.359296,
-68.0415,-197.473,-0.743267,
-52.5576,-202.921,-0.708477,
-37.1696,-209.638,-0.278301,
-42.6467,-206.372,-0.777993,
-69.2496,-194.833,-0.47437,
-55.4573,-198.855,-0.647651,
-18.7267,-214.903,-0.477691,
-68.317,-194.605,-0.442646,
-199.252,-136.505,-0.774808,
-37.6773,-205.527,-0.771846,
-0.641934,-220.387,-0.193397,
-28.6596,-208.464,-0.73292,
-33.9277,-205.181,-0.735584,
184.569,-79.6301,-0.760746,
-3.367,-216.446,-0.425026,
-10.3351,-214.666,-0.467532,
199.452,-142.623,1.34687,
-1.56313,-217.264,-0.381139,
-7.65715,-214.488,-0.466051,
189.953,-78.3698,-0.709661,
196.357,-139.681,0.113268,
-4.23825,-215.145,-0.504331,
173.556,-70.557,-0.525852,
4.97864,-217.064,-0.42508,
13.0789,-1.34955,-0.634868,
174.556,-71.0423,-0.85789,
201.684,-139.325,2.17409,
37.5997,-10.4492,-0.485013,
16.4405,-220.68,-0.111131,
193.691,-76.4485,-0.399444,
187.627,-73.5767,-0.748504,
56.099,-15.7912,-0.171192,
176.294,-66.4952,-0.763665,
170.615,-63.7797,-0.497066,
58.5908,-15.7537,-0.188062,
16.2189,-217.552,-0.325457,
171.566,-65.0695,-0.606571,
5.16387,-212.04,-0.630773,
20.4247,-217.043,-0.305433,
195.775,-73.5796,-0.0916392,
29.3711,-219.924,-0.199675,
22.5348,-217.316,-0.2927,
-25.589,-197.198,-0.636761,
204.339,-132.347,2.21712,
199.534,-130.668,0.164897,
54.6062,-9.83398,-0.520249,
-7.67214,-202.661,-0.635916,
28.7637,-217.227,-0.370831,
183.683,-63.9342,-0.769382,
-3.41028,-203.327,-0.644895,
10.3212,-208.494,-0.68828,
199.261,-126.245,0.042939,
40.4958,-220.317,-0.175918,
-100.505,-218.142,0.0648227,
28.7634,-214.527,-0.497312,
44.7305,-219.193,-0.204397,
-96.5245,-218.464,0.0637624,
204.984,-127.337,2.19351,
25.2809,-211.403,-0.5815,
-0.876684,-199.68,-0.530342,
-7.30578,-197.665,-0.595236,
28.242,-211.87,-0.603428,
1.22236,-199.108,-0.528562,
-5.23357,-196.81,-0.575584,
204.445,-123.963,1.30813,
5.54251,-200.162,-0.520318,
41.1328,-214.71,-0.463994,
-6.06816,-194.62,-0.59638,
7.69907,-199.659,-0.550555,
1.0674,-195.104,-0.522321,
-4.95474,-193.871,-0.336765,
-82.0588,-218.675,0.0265894,
46.4651,-214.403,-0.473769,
19.8961,-202.817,-0.790425,
-78.8919,-218.505,0.0573494,
7.68837,-197.653,-0.529292,
64.8488,-219.972,-0.113336,
-75.7763,-218.852,0.0139496,
31.3452,-205.634,-0.766026,
46.4496,-211.591,-0.602318,
39.5792,-208.759,-0.246044,
174.555,-46.1285,-0.273699,
28.56,-202.672,-0.79269,
63.6844,-217.152,-0.276508,
59.0143,-214.988,-0.387535,
52.1602,-211.81,-0.569457,
46.5264,-208.344,-0.740149,
181.692,-46.5077,-0.183882,
55.1374,-211.372,-0.575517,
29.1226,-199.926,-0.828371,
64.5271,-214.257,-0.413904,
37.1061,-202.971,-0.828059,
73.6461,-217.636,-0.208079,
67.6578,-214.758,-0.355191,
61.432,-211.279,-0.569713,
77.1323,-217.285,-0.19855,
70.3722,-214.262,-0.384313,
23.8164,-194.6,-0.53798,
37.9424,-199.467,-0.965679,
74.4014,-214.116,-0.385362,
67.8197,-211.485,-0.541843,
40.3898,-199.556,-0.987815,
55.3035,-205.557,-0.786263,
27.5771,-194.71,-0.590014,
-49.3675,-218.893,0.00715471,
38.5813,-196.212,-1.00292,
32.137,-194.818,-0.591183,
46.3033,-199.904,-1.04001,
-30.3608,-222.146,0.518819,
55.2345,-202.642,-0.874899,
49.8926,-198.388,-1.1122,
-29.3395,-222.06,0.446142,
-194.448,-94.9621,-0.982738,
53.2203,-199.885,-1.03398,
47.2597,-195.592,-0.940462,
-191.863,-95.7373,-0.780988,
-206.099,-146.086,0.0927545,
49.3707,-195.569,-0.900543,
-208.129,-142.635,0.197561,
-25.619,-221.723,0.453464,
-206.706,-142.911,0.0439126,
-202.619,-85.8401,-0.310812,
-19.6285,-221.697,0.466367,
-197.265,-86.41,-0.903239,
-207.559,-77.4116,-0.0871883,
-206.113,-76.7813,-0.225859,
197.688,-131.224,0.0338455,
36.305,-7.18433,-0.647521,
16.6357,-1.66203,-0.5471,
181.81,-76.6604,-0.695813,
58.7429,-10.2518,-0.476563,
186.705,-68.2279,-0.277149,
25.6052,-220.281,-0.107405,
185.149,-75.2446,-0.869999,
183.512,-60.9732,-0.262593,
187.756,-63.4364,-0.498527,
202.833,-130.559,1.07159,
202.369,-132.558,1.04271,
40.545,-10.474,-0.482858,
199.954,-139.511,0.907281,
46.8778,-220.443,-0.0971097,
203.277,-127.546,0.89024,
194.485,-142.623,0.064057,
-46.566,-202.804,-0.741633,
31.3743,-217.23,-0.374043,
20.6785,-207.387,-0.745521,
45.303,-9.33016,-0.507284,
43.5209,-10.0537,-0.481031,
22.4948,-208.564,-0.705407,
189.36,-76.1368,-0.244137,
49.2169,-220.032,-0.155068,
37.6371,-15.7941,-0.182587,
17.7325,-205.447,-0.786135,
181.489,-55.1393,-0.631466,
22.4797,-205.417,-0.777408,
25.4094,-208.814,-0.680147,
29.2358,-208.24,-0.724839,
42.0567,-15.2723,-0.193559,
187.367,-79.5185,-0.812646,
-203.777,-80.0881,-0.576394,
40.5619,-211.496,-0.611717,
184.637,-52.6084,-0.227866,
200.604,-117.898,0.0634352,
-206.902,-80.2546,-0.253661,
-214.992,-122.453,0.909349,
-211.696,-121.562,0.14097,
-145.602,-205.85,-0.196682,
-141.869,-206.569,-0.277745,
-148.556,-202.539,-0.374544,
-154.191,-199.796,-0.374695,
-144.644,-203.526,-0.450857,
-129.439,-209.204,-0.420858,
-157.469,-196.687,-0.497697,
-142.533,-202.61,-0.571511,
-148.501,-200.42,-0.541838,
-154.263,-196.788,-0.604643,
-118.629,-211.626,-0.414577,
-102.423,-216.472,-0.126232,
198.53,-127.296,-0.0280289,
-136.218,-202.228,-0.748906,
179.047,-175.618,0.627223,
-147.121,-195.709,-0.779675,
-154.32,-193.324,-0.770805,
181.103,-175.267,1.24166,
-102.707,-215.334,-0.250993,
-129.521,-201.723,-0.808081,
183.194,-174.963,2.15958,
188.092,-117.598,-0.842529,
-127.16,-202.164,-0.794026,
-91.1761,-217.145,-0.136732,
181.971,-172.942,0.798818,
-123.655,-202.297,-0.797216,
-109.037,-208.718,-0.311804,
193.517,-118.658,-0.617607,
-78.4516,-219.045,-0.00446136,
-85.4543,-217.2,-0.16511,
196.924,-117.952,-0.379686,
-97.4161,-211.701,-0.593076,
-81.2126,-216.948,-0.234814,
-32.6172,-18.1066,-0.219232,
185.101,-169.065,0.918329,
-79.4663,-217.346,-0.189875,
-85.2397,-214.546,-0.417483,
196.564,-115.55,-0.442581,
182.231,-166.915,0.0471602,
185.523,-108.356,-0.769222,
179.604,-107.636,-0.844789,
184.332,-166.671,0.246911,
187.927,-109.2,-0.826377,
182.169,-105.595,-0.755761,
-34.2856,-13.0775,-0.546316,
-75.6553,-215.811,-0.350501,
184.859,-106.542,-0.757648,
-31.4313,-13.2816,-0.541953,
192.214,-108.18,-0.795248,
-58.4404,-219.219,-0.0174196,
-29.6654,-13.0308,-0.560321,
196.715,-109.338,-0.46289,
-76.492,-211.711,-0.600776,
-25.2005,-13.4651,-0.543729,
-31.2624,-10.436,-0.622839,
193.305,-106.303,-0.256294,
-22.4734,-13.516,-0.567796,
181.764,-99.4287,-0.738422,
-70.4527,-211.7,-0.610054,
-76.4363,-207.117,-0.779858,
184.859,-100.296,-0.730157,
190.627,-160.598,0.961673,
-73.2944,-208.351,-0.765591,
-2.80609,-18.0566,-0.121536,
192.503,-160.176,2.13462,
-48.3368,-216.713,-0.292796,
-54.981,-214.634,-0.432792,
-82.6051,-202.633,-0.745799,
191.11,-158.018,0.629161,
-52.4741,-214.491,-0.417772,
188.056,-96.2674,-0.788535,
-64.5271,-208.436,-0.727227,
188.616,-155.772,0.00716289,
-35.675,-219.214,-0.0689105,
-82.556,-199.901,-0.804784,
-46.5903,-214.424,-0.457926,
-73.2041,-202.863,-0.701496,
-58.6125,-208.306,-0.712472,
-63.5376,-206.17,-0.737844,
-49.7248,-211.56,-0.575301,
-33.3499,-216.809,-0.353715,
-40.3018,-214.634,-0.462537,
191.39,-151.771,0.102837,
-31.5891,-217.384,-0.302453,
-57.1834,-206.485,-0.764822,
-44.2754,-210.384,-0.251853,
-28.6895,-217.499,-0.273604,
-75.6182,-196.387,-0.62103,
-19.238,-220.413,-0.0346089,
191.942,-149.081,0.0390906,
-74.0559,-195.886,-0.554647,
-15.8599,-220.037,-0.103944,
-22.7299,-217.317,-0.268311,
-27.345,-215.328,-0.442108,
-34.6867,-211.439,-0.615869,
196.909,-147.81,1.00046,
-46.5342,-205.314,-0.780805,
-31.5073,-212.065,-0.621299,
-16.5935,-217.446,-0.284187,
-22.5277,-214.444,-0.477936,
-48.3127,-203.648,-0.742242,
-33.279,-207.258,-0.75264,
197.219,-146.014,0.842021,
-24.8547,-212.26,-0.608094,
-52.2204,-200.004,-0.712976,
-16.6267,-214.552,-0.492163,
181.645,-79.3086,-0.703348,
-7.68648,-217.438,-0.28915,
-12.1812,-215.066,-0.459056,
15.4229,-7.49201,-0.574219,
198.623,-85.773,-0.076817,
193.664,-82.4484,-0.515426,
40.5695,-15.4218,-0.214392,
33.4648,-12.6481,-0.346178,
196.48,-82.6342,-0.23735,
22.638,-7.71496,-0.558523,
37.6689,-12.9467,-0.354982,
198.257,-82.8973,-0.0442541,
46.8757,-15.8454,-0.25398,
187.394,-76.6703,-0.787886,
-8.58106,6.64282,-0.144552,
49.6124,-15.5043,-0.219358,
42.9214,-12.6017,-0.379276,
-4.44526,6.95595,-0.042685,
178.418,-70.5776,-0.769083,
171.909,-66.1673,-0.586038,
18.9565,-2.05099,-0.343042,
34.6061,-7.53086,-0.620626,
49.6887,-13.2033,-0.41265,
22.1242,-1.71865,-0.623411,
15.4554,2.66592,-0.470444,
178.783,-66.7063,-0.770085,
24.041,-0.495281,-0.603969,
199.42,-132.758,0.199758,
180.862,-66.9717,-0.844005,
175.841,-64.6408,-0.749134,
190.934,-70.4683,-0.47422,
184.524,-67.5075,-0.811697,
-3.89561,-205.484,-0.702644,
193.608,-70.3858,-0.177885,
167.299,-58.1699,-0.460781,
33.7956,-1.4303,-0.639766,
13.1958,-212.166,-0.604289,
190.503,-67.7001,-0.414115,
37.6915,-1.33875,-0.588233,
16.4099,-211.465,-0.633574,
204.319,-130.705,2.25604,
165.895,-55.9858,-0.480136,
181.709,-61.6431,-0.800967,
-7.68264,-200.063,-0.581695,
190.627,-63.7326,-0.204947,
163.284,-52.3961,-0.432366,
-4.36794,-198.621,-0.586135,
192.567,-65.0128,-0.0705859,
199.955,-124.613,0.102698,
40.1874,-217.239,-0.374691,
13.1719,-205.487,-0.788957,
202.614,-124.255,0.526734,
44.0139,-216.973,-0.325282,
37.4699,-214.743,-0.485352,
192.12,-62.4285,-0.00722048,
46.2299,-217.604,-0.304501,
160.658,-46.3266,-0.588222,
13.5459,-202.629,-0.7862,
49.3326,-217.387,-0.334779,
43.6202,-214.895,-0.437773,
16.6423,-202.5,-0.781106,
10.2287,-199.078,-0.534158,
187,-55.2132,-0.153832,
61.9519,-219.769,-0.118933,
14.0396,-199.848,-0.765825,
28.4333,-205.453,-0.777938,
163.699,-43.494,-0.71279,
16.2616,-199.413,-0.781919,
52.7277,-214.467,-0.444615,
67.2989,-220.124,-0.0710981,
61.3424,-217.383,-0.267818,
154.795,-37.373,-0.777258,
49.5415,-211.495,-0.604826,
184.106,-50.0312,-0.115419,
178.511,-46.0472,-0.430595,
73.1372,-219.767,-0.0954537,
68.4929,-217.138,-0.231388,
160.707,-37.5964,-0.858702,
77.2022,-219.289,-0.0812275,
49.7681,-208.78,-0.722853,
183.205,-46.8736,-0.0657935,
59.743,-212.163,-0.535833,
205.586,-112.562,1.24446,
200.791,-109.335,0.0324844,
180.93,-44.0836,-0.100057,
207.335,-112.611,2.32367,
202.119,-109.265,0.217439,
43.6722,-202.707,-0.909597,
58.3794,-208.642,-0.679653,
205.673,-108.482,1.10559,
87.3093,-219.091,-0.00695155,
61.3339,-207.973,-0.729877,
76.7468,-214.668,-0.354314,
50.5269,-203.331,-0.867344,
44.565,-198.776,-1.09393,
58.9644,-205.652,-0.81559,
52.3108,-202.833,-0.883578,
68.7558,-207.433,-0.742465,
40.4719,-195.372,-0.741343,
76.189,-211.532,-0.531216,
70.3189,-208.34,-0.697713,
43.2974,-195.643,-0.771114,
-203.771,-149.794,0.0293281,
73.1859,-208.784,-0.667015,
68.028,-205.797,-0.815456,
-31.6021,-221.59,0.539163,
56.0201,-199.154,-1.05421,
70.3578,-205.364,-0.820061,
-208.611,-86.7141,-0.214083,
-194.668,-92.5701,-1.00969,
53.3069,-196.266,-1.10179,
67.7521,-202.646,-0.949501,
55.6199,-195.788,-0.901965,
-211.918,-140.078,0.936567,
74.6367,-202.379,-0.988632,
-206.637,-83.6754,-0.381986,
-206.981,-140.277,0.00110597,
-214.214,-133.404,1.37721,
-210.944,-134.052,0.294531,
-7.2894,-221.489,0.421345,
-214.373,-131.362,1.1796,
173.038,-60.2119,-0.740631,
172.94,-55.603,-0.728967,
34.3468,-220.592,-0.124408,
46.5633,-13.3952,-0.388315,
35.0879,-214.195,-0.509462,
13.8482,-208.351,-0.751099,
37.9655,-220.174,-0.155234,
49.5884,-10.2653,-0.524909,
172.58,-52.4824,-0.79231,
178.664,-55.5818,-0.800856,
16.345,-208.611,-0.738392,
181.604,-58.7286,-0.730856,
76.656,-15.7705,-0.203784,
16.4272,-214.605,-0.49076,
27.3202,-5.64707,-0.672892,
35.8807,-212.752,-0.568375,
37.3945,-211.613,-0.613485,
25.0408,-7.56426,-0.570856,
76.6329,-10.4044,-0.505021,
31.5313,-208.646,-0.406348,
12.5752,6.7505,-0.17501,
55.7451,-13.4835,-0.351615,
52.3004,-13.0125,-0.431001,
28.5623,-7.71165,-0.629429,
181.387,-52.4217,-0.509554,
50.3324,-214.681,-0.444585,
34.2943,-208.444,-0.703124,
37.3171,-208.04,-0.734569,
51.541,-15.2809,-0.1813,
181.201,-48.4515,-0.350235,
205.194,-117.175,1.32119,
134.558,-27.2294,-0.521277,
157.672,-37.5012,-0.794814,
-181.396,-193.042,3.02901,
205.424,-115.506,1.23353,
-216.567,-122.555,2.46763,
16.3912,-221.075,0.353119,
19.4343,-221.027,0.292824,
-216.326,-112.432,1.29619,
-212.256,-113.282,0.0943509,
-213.391,-77.6749,1.2223,
-147.159,-204.773,-0.235968,
-124.41,-213.604,-0.0729389,
-120.589,-213.824,-0.13657,
-126.241,-211.715,-0.240795,
-133.573,-208.504,-0.36466,
-160.511,-196.933,-0.317287,
-124.347,-211.688,-0.28543,
-109.497,-216.492,-0.0574406,
-136.327,-205.774,-0.518469,
-121.338,-212.411,-0.278495,
-127.496,-208.588,-0.515794,
-133.619,-206.324,-0.553188,
181.082,-177.571,2.36127,
176.297,-174.987,0.0695266,
179.34,-119.029,-0.632236,
-114.636,-211.982,-0.443243,
187.362,-121.59,-0.807644,
-126.695,-205.278,-0.744222,
-132.56,-202.058,-0.788073,
191.625,-120.969,-0.301655,
184.506,-118.637,-0.716892,
-109.639,-212.139,-0.539405,
193.625,-121.238,-0.594296,
-44.0114,-18.1886,-0.330417,
-105.148,-212.4,-0.54688,
196.503,-121.663,-0.333735,
189.75,-118.43,-0.80948,
-103.434,-211.664,-0.594144,
-88.6173,-217.087,-0.127519,
-36.4416,-18.2094,-0.266852,
179.471,-170.11,0.0439614,
182.292,-111.942,-0.758222,
-34.3778,-18.158,-0.256592,
181.754,-168.794,0.115449,
184.71,-112.646,-0.738784,
-52.3253,-10.5225,-0.783026,
193.519,-115.263,-0.686351,
187.605,-112.642,-0.809098,
181.88,-109.673,-0.768302,
-34.4759,-15.6141,-0.475169,
189.62,-111.324,-0.863593,
-24.8229,-18.2128,-0.172559,
-31.9386,-15.7457,-0.476301,
193.468,-112.172,-0.707363,
-22.7919,-18.1085,-0.175639,
-27.6031,-15.8614,-0.472355,
-55.4917,-4.13334,-0.693287,
190.67,-108.793,-0.840372,
-25.6265,-16.6411,-0.422064,
-52.3148,-4.91267,-0.728683,
-38.7211,-9.79389,-0.753132,
187.635,-106.673,-0.803278,
-50.5415,-5.59243,-0.756258,
-13.3461,-18.1759,-0.0684436,
190.378,-106.529,-0.852624,
-46.1059,-4.54789,-0.738692,
-52.9063,-1.30845,-0.575365,
-16.0158,-16.0924,-0.266793,
-43.6514,-4.3691,-0.734514,
-28.8012,-10.2044,-0.627061,
187.635,-160.636,0.149668,
-54.8328,-217.097,-0.221994,
-3.7474,-18.1764,-0.107672,
199.262,-106.64,-0.162925,
-52.5965,-217.392,-0.178216,
-22.3836,-10.3069,-0.629902,
181.643,-97.4918,-0.737393,
188.36,-157.683,0.0762658,
190.515,-100.58,-0.809336,
-60.9706,-212.406,-0.601053,
199.429,-102.958,-0.182096,
193.07,-100.556,-0.724684,
-1.64743,-16.9553,-0.136541,
-43.5479,-217.408,-0.200134,
196.55,-100.549,-0.490565,
189.508,-97.0604,-0.836274,
-60.8789,-208.415,-0.726939,
190.573,-154.509,0.140558,
-52.1163,-211.38,-0.615272,
-37.6171,-217.374,-0.243204,
-43.535,-214.558,-0.426806,
-28.5631,-219.863,-0.094638,
190.486,-94.1202,-0.792462,
195.922,-154.121,2.16055,
198.133,-96.5508,-0.28847,
193.266,-93.5044,-0.664212,
-37.5423,-214.381,-0.462058,
-22.4908,-219.811,-0.085187,
196.638,-94.1851,-0.412995,
-55.1426,-205.036,-0.757183,
196.015,-151.304,1.45932,
199.067,-94.4321,-0.153222,
-52.6648,-205.4,-0.773591,
198.045,-150.074,2.31308,
193.304,-147.791,0.134824,
196.532,-91.667,-0.377805,
-13.6876,-220.419,-0.0846577,
184.896,-85.6157,-0.750086,
-25.2955,-214.692,-0.474267,
-9.27878,-220.093,-0.107837,
198.176,-147.701,2.20022,
193.845,-145.629,0.110761,
-28.5942,-211.461,-0.639011,
-13.588,-217.357,-0.294849,
185.167,-81.4874,-0.775361,
-4.61248,-220.467,-0.0849232,
-31.5377,-208.301,-0.741186,
198.833,-145.068,1.5184,
35.8728,-16.0713,-0.225647,
196.572,-85.5567,-0.299274,
190.789,-82.7137,-0.712411,
-5.7102,2.20011,-0.492741,
178.314,-76.4238,-0.720089,
173.851,-72.1918,-0.522382,
19.6651,-7.59117,-0.572977,
13.3561,-4.67588,-0.669428,
174.847,-72.5038,-0.838538,
1.45159,1.70833,-0.495645,
16.4448,-5.89751,-0.662147,
178.643,-72.8652,-0.780659,
3.70993,1.46499,-0.523781,
40.5236,-13.188,-0.348746,
-79.0365,-18.2874,0.0417107,
7.7307,1.23863,-0.46018,
22.5459,-4.54689,-0.679941,
-77.6095,-18.7395,0.243123,
31.6784,-7.55301,-0.63718,
25.0188,-5.01951,-0.685444,
-1.36044,6.81247,-0.0992295,
13.2838,1.47362,-0.51996,
7.57012,4.4178,-0.27432,
1.12145,7.0526,-0.109584,
-76.7944,-17.9463,0.142951,
31.5676,-4.63881,-0.710119,
4.66723,6.8447,-0.0444496,
186.908,-70.8266,-0.764488,
34.0975,-4.6002,-0.720906,
28.3264,-1.5654,-0.576095,
169.636,-62.0063,-0.478461,
58.4873,-13.1907,-0.360206,
178.714,-64.5976,-0.783172,
67.544,-16.1529,-0.243619,
61.3445,-12.8547,-0.366791,
-57.8869,-18.2531,0.133814,
195.082,-70.1984,-0.00755914,
168.446,-58.9352,-0.644071,
16.2371,6.44161,-0.0160932,
177.946,-60.4094,-0.846112,
193.081,-67.746,-0.131369,
61.5273,-10.243,-0.493532,
55.3283,-7.45387,-0.677216,
35.5239,-216.31,-0.409941,
169.445,-55.4947,-0.728211,
79.4107,-15.3918,-0.228016,
37.6131,-217.484,-0.356941,
67.6628,-10.306,-0.561975,
187.612,-61.1692,-0.394841,
161.211,-50.0918,-0.429847,
175.49,-55.6707,-0.839153,
190.247,-61.7718,-0.142595,
184.421,-58.3985,-0.530457,
157.975,-46.3011,-0.373224,
88.1572,-15.3285,-0.312131,
200.318,-121.553,0.09737,
54.4361,-0.382388,-0.600065,
55.5779,-220.221,-0.102013,
202.632,-121.682,0.387198,
184.44,-55.1408,-0.408077,
58.0504,-219.967,-0.126375,
52.6419,-216.889,-0.326267,
166.759,-45.9637,-0.732402,
160.784,-43.5787,-0.647173,
55.5656,-217.526,-0.294668,
202.206,-117.449,0.275872,
143.917,-33.0434,-0.538123,
59.094,-216.372,-0.314072,
172.457,-46.6695,-0.788924,
200.645,-115.751,0.044504,
160.671,-39.892,-0.797422,
112.289,-18.369,-0.395102,
70.586,-220.004,-0.0812071,
162.92,-39.7326,-0.867906,
135.442,-27.5689,-0.562411,
172.642,-43.5039,-0.671902,
200.652,-113.362,0.0270167,
