x,y,z,
139.043,-29.1154,-0.626263,
207.066,-115.39,2.51292,
70.6395,-217.436,-0.221086,
163.546,-37.4905,-0.865183,
80.0229,-219.532,-0.0380763,
172.773,-39.966,-0.562434,
166.791,-37.3707,-0.737649,
159.216,-33.6822,-0.879921,
175.269,-39.9044,-0.372891,
169.618,-37.5104,-0.619938,
64.1504,-211.628,-0.541386,
79.3552,-217.383,-0.182472,
172.529,-37.0406,-0.401841,
200.789,-106.584,0.0296891,
82.2695,-217.551,-0.161985,
175.619,-37.3993,-0.177824,
70.4714,-211.706,-0.521127,
64.2268,-208.557,-0.694458,
79.3824,-214.63,-0.347547,
73.3771,-211.251,-0.540861,
88.3361,-217.479,-0.115696,
61.4323,-205.602,-0.81308,
207.608,-106.494,2.46487,
92.7858,-217.2,-0.101274,
65.3908,-204.617,-0.874731,
-34.0609,-221.552,0.475314,
94.4516,-217.2,-0.0752804,
88.3986,-214.351,-0.336023,
61.3574,-202.781,-0.916202,
77.1686,-208.027,-0.722353,
91.8648,-214.24,-0.30608,
-27.9376,-221.852,0.461257,
-34.8318,-218.924,0.00728627,
73.511,-204.307,-0.904087,
88.6687,-211.509,-0.533075,
-191.625,-92.5012,-0.831656,
76.5076,-205.597,-0.8494,
-22.1774,-221.807,0.432559,
-208.111,-83.8348,-0.227216,
-194.673,-89.4706,-0.975166,
94.517,-211.538,-0.456744,
-213.488,-136.581,1.31897,
-15.4663,-221.733,0.410654,
-208.168,-80.4185,-0.115632,
-199.145,-83.8772,-0.874816,
67.5547,-195.969,-0.93039,
-191.814,-86.3916,-1.02734,
70.5953,-196.397,-1.02368,
85.5874,-202.635,-1.00622,
-46.7408,-203.615,0.0682038,
-211.36,-130.522,0.253635,
-209.672,-130.539,0.0453637,
163.843,-49.5444,-0.659862,
58.626,-7.62027,-0.653746,
-55.6756,-18.2312,0.115832,
163.629,-46.0215,-0.681512,
187.646,-58.5823,-0.242279,
166.687,-52.3541,-0.678327,
100.868,-16.3327,-0.475548,
37.2074,-5.77741,-0.716136,
82.4752,-10.2348,-0.539581,
189.656,-59.0284,-0.0563013,
169.774,-52.2641,-0.698678,
40.405,-1.78469,-0.651252,
186.604,-53.0683,-0.0616523,
168.762,-46.1017,-0.828234,
-210.608,-122.26,-0.127065,
204.905,-121.636,1.35739,
66.2801,-7.11935,-0.705416,
46.7418,-1.55452,-0.606954,
64.0221,-10.063,-0.484339,
63.6612,-12.601,-0.349835,
40.5784,-4.47318,-0.734205,
202.237,-115.63,0.265135,
-208.726,-122.025,-0.311947,
151.703,-34.3139,-0.779978,
90.0533,-192.156,-1.14265,
118.639,-20.1046,-0.368655,
142.92,-28.0931,-0.740601,
141.764,-31.3137,-0.587238,
165.194,-39.9026,-0.881988,
65.8049,-16.4448,-0.211703,
60.9407,-15.5576,-0.179141,
139.527,-24.8928,-0.759988,
84.6853,-219.369,-0.0285784,
145.722,-28.4221,-0.751774,
202.164,-112.454,0.234775,
14.5506,-221.107,0.381529,
88.6668,-192.646,-1.26729,
113.761,-201.166,-0.911592,
-27.4354,-193.473,0.00269264,
-213.564,-113.427,0.271112,
40.4259,-220.607,0.269225,
43.4026,-220.581,0.299944,
151.477,-175.875,-0.950829,
-150.899,-204.699,-0.0837918,
-127.382,-213.381,-0.0294448,
175.364,-181.501,0.942848,
-151.094,-202.779,-0.253355,
177.958,-180.562,2.15605,
172.946,-179.173,0.0837436,
-111.518,-216.301,-0.039582,
-139.104,-205.452,-0.469635,
175.547,-178.714,0.376732,
198.147,-129.532,-0.0211984,
-115.306,-214.255,-0.162669,
178.391,-178.576,1.15197,
-106.063,-216.721,-0.0910601,
-111.735,-214.933,-0.19047,
189.459,-123.359,-0.799691,
184.96,-121.376,-0.728049,
198.286,-126.234,-0.0783721,
194.215,-124.34,-0.521328,
-64.5756,-13.7068,-0.804559,
-106.199,-214.703,-0.313677,
-112.69,-211.566,-0.497622,
-62.1582,-12.8816,-0.813003,
-46.3776,-18.2344,-0.333503,
198.598,-124.548,-0.0725874,
-58.7295,-13.3191,-0.744175,
-64.3584,-10.4936,-0.807482,
181.724,-115.493,-0.721602,
-55.2328,-13.3103,-0.762725,
-61.486,-10.3158,-0.821681,
185.243,-114.731,-0.757371,
198.818,-121.424,-0.0896038,
-59.6441,-9.40891,-0.815369,
187.551,-115.556,-0.814859,
-50.4907,-12.1791,-0.777192,
-55.4886,-10.476,-0.776845,
190.433,-115.507,-0.822971,
-46.4633,-13.1173,-0.734691,
-73.8097,-1.42774,-0.579604,
-37.3804,-15.3607,-0.475533,
-43.2197,-13.0378,-0.72617,
-50.2211,-10.2673,-0.784192,
-55.3471,-7.54453,-0.77397,
-41.1851,-13.057,-0.722429,
-46.2974,-10.4574,-0.767498,
-52.5134,-7.62172,-0.773805,
-37.5503,-13.2449,-0.540033,
-43.3994,-10.4233,-0.761218,
-49.9405,-7.67459,-0.777856,
-76.3156,4.64242,-0.256837,
-40.4145,-10.3479,-0.756232,
-47.66,-7.55079,-0.782277,
-73.2514,4.34474,-0.262778,
-58.7259,-1.78677,-0.571246,
-22.3624,-16.0798,-0.384076,
-71.5256,3.98849,-0.272118,
-34.4452,-10.4002,-0.631408,
-20.5449,-15.5264,-0.418973,
-67.3904,4.40691,-0.236045,
-74.0199,6.74939,-0.097628,
-38.1268,-8.22481,-0.766871,
-64.2182,4.54392,-0.217434,
-50.741,-1.08162,-0.572836,
196.562,-106.486,-0.476794,
190.318,-102.861,-0.826416,
-25.5792,-10.6339,-0.612829,
179.45,-96.9278,-0.73329,
193.406,-103.435,-0.712972,
-43.6204,-1.31625,-0.618682,
-6.04165,-16.1978,-0.205203,
197.135,-102.422,-0.447187,
-19.537,-10.3769,-0.633636,
-39.3599,-219.32,-0.0775014,
179.526,-94.4478,-0.717041,
-17.3603,-9.76582,-0.647769,
-22.2941,-7.52188,-0.69196,
192.809,-157.286,1.3392,
176.956,-90.4559,-0.768974,
0.303547,-16.2105,-0.128902,
-40.1096,-217.13,-0.273673,
199.398,-100.635,-0.176609,
-30.9258,-219.942,-0.0997715,
187.579,-94.5418,-0.771559,
193.796,-154.583,0.966997,
197.843,-96.2756,-0.316346,
1.21424,-13.1684,-0.308245,
184.762,-91.5828,-0.687522,
178.561,-88.9856,-0.74849,
4.58274,-13.6297,-0.124031,
187.541,-91.7203,-0.769429,
194.272,-152.028,0.663081,
174.948,-84.0183,-0.867156,
-33.9438,-215.278,-0.462502,
185.116,-87.7528,-0.742906,
178.909,-84.8314,-0.787227,
-31.5672,-214.394,-0.499842,
187.094,-88.2627,-0.821648,
181.865,-85.4902,-0.75353,
175.109,-83.548,-0.851796,
189.448,-87.5198,-0.815198,
16.5921,-13.4475,-0.157352,
198.985,-91.6114,-0.115331,
193.461,-88.4187,-0.576234,
187.396,-85.6468,-0.838346,
182.213,-81.9237,-0.720461,
-7.415,-220.202,-0.0980143,
190.402,-85.5389,-0.771967,
16.5795,-10.2553,-0.338441,
198.532,-87.3798,-0.123461,
-10.0212,-217.129,-0.306988,
187.201,-82.4905,-0.83661,
13.6394,-7.63994,-0.548678,
174.276,-76.4938,-0.457906,
22.6995,-10.0607,-0.323258,
-139.205,0.466081,1.02982,
31.504,-13.1695,-0.307827,
24.5387,-9.67257,-0.361173,
-1.35931,1.40843,-0.488084,
-7.7408,4.15379,-0.350598,
28.6477,-10.4396,-0.416954,
-133.521,2.34471,0.794127,
-4.30073,4.46447,-0.23971,
31.6627,-10.2512,-0.435306,
-130.898,2.33503,0.407221,
19.5721,-4.63216,-0.661743,
-210.686,-124.29,-0.0891409,
-86.8391,-17.4452,0.33739,
1.62973,4.5141,-0.315586,
-208.467,-124.488,-0.307749,
10.6825,1.53211,-0.486099,
3.65931,3.94552,-0.371301,
-135.319,6.16433,1.71175,
-191.016,-131.127,-0.795927,
-127.408,4.64533,0.971207,
-69.179,-18.2977,0.0506639,
-188.084,-131.439,-0.785767,
10.6189,4.59655,-0.308119,
-67.924,-18.3465,0.043417,
40.6591,-7.58914,-0.650852,
13.3893,4.24525,-0.360907,
7.67791,6.87297,-0.100979,
43.7153,-7.45434,-0.646054,
16.5684,4.47029,-0.175335,
52.4934,-10.3357,-0.52101,
45.7937,-7.34138,-0.652242,
19.6169,4.58221,-0.223483,
-120.189,6.20878,1.36915,
175.948,-60.2683,-0.754437,
43.5722,-4.65503,-0.742708,
-118.454,6.36261,1.59057,
74.8064,-16.0653,-0.245515,
172.541,-58.5277,-0.727654,
19.7981,6.70068,-0.0572393,
34.2465,1.62211,-0.467294,
175.624,-58.562,-0.773259,
43.2105,-1.2328,-0.647676,
36.4581,2.61808,-0.405082,
178.069,-58.4122,-0.854443,
24.0396,6.1719,-0.161624,
83.5701,-15.528,-0.281179,
76.484,-13.015,-0.41896,
70.5803,-10.231,-0.553225,
85.5955,-15.3932,-0.27709,
79.5126,-13.0463,-0.406452,
73.3753,-10.031,-0.552783,
45.7085,2.14617,-0.44639,
166.795,-49.4443,-0.669955,
33.6605,6.37131,-0.0315027,
175.031,-52.155,-0.846968,
169.622,-49.593,-0.735365,
79.6013,-10.4217,-0.524059,
178.568,-52.579,-0.706429,
172.432,-49.6794,-0.838569,
61.282,-1.26335,-0.61312,
96.7721,-15.7072,-0.34735,
175.471,-49.269,-0.766833,
148.096,-36.2852,-0.57884,
79.6981,-7.52154,-0.709592,
179.103,-48.2788,-0.521973,
150.934,-38.0892,-0.666125,
166.573,-43.6652,-0.805046,
140.265,-30.4654,-0.523217,
91.549,-10.1314,-0.652259,
169.465,-43.4619,-0.819073,
120.891,-21.0278,-0.325039,
116.344,-19.4047,-0.339095,
131.338,-25.4091,-0.583009,
145.587,-30.3312,-0.747561,
97.6621,-10.3661,-0.691053,
175.456,-43.2596,-0.495702,
169.713,-40.6255,-0.743821,
120.932,-20.146,-0.409546,
178.553,-43.4024,-0.260278,
151.616,-31.4361,-0.804738,
124.061,-18.5055,-0.572613,
117.308,-15.3441,-0.623535,
154.664,-31.7089,-0.864228,
148.585,-28.2975,-0.80879,
163.792,-34.7774,-0.79171,
177.583,-40.1359,-0.194239,
150.788,-28.1088,-0.890084,
166.593,-34.1812,-0.63698,
180.139,-41.85,-0.00575535,
154.58,-28.4982,-0.853966,
202.348,-106.554,0.248269,
85.4892,-217.206,-0.15505,
177.57,-38.28,-0.0697455,
205.819,-106.599,1.2003,
200.764,-103.51,0.0327497,
83.1076,-214.636,-0.33681,
174.837,-35.1593,-0.0769517,
201.558,-102.336,0.088591,
85.4575,-214.462,-0.336925,
36.2229,-194.95,-0.535272,
205.827,-103.579,1.25143,
200.923,-101.096,0.00986172,
83.8503,-212.32,-0.491263,
97.6607,-216.775,-0.0581022,
202.196,-100.579,0.186565,
64.2702,-202.498,-0.919343,
59.1878,-200.879,-1.01492,
94.4387,-214.467,-0.256643,
200.83,-97.6912,0.0304903,
61.8034,-199.864,-1.05819,
97.2745,-214.249,-0.233766,
70.418,-202.645,-0.927435,
65.5032,-199.172,-1.08362,
58.4471,-195.587,-0.84826,
205.68,-97.6183,1.2018,
68.3576,-199.708,-1.0991,
-191.213,-89.6514,-0.850288,
76.5528,-202.563,-0.978741,
-202.258,-83.2561,-0.276046,
64.3694,-195.954,-0.959091,
-194.485,-86.4853,-0.971122,
-208.572,-137.399,0.0842742,
88.1766,-205.414,-0.890425,
-10.5667,-221.536,0.376235,
92.1199,-205.459,-0.805673,
107.025,-211.946,-0.299168,
-198.318,-80.7567,-0.875815,
-4.60808,-221.381,0.398987,
-0.517118,-221.325,0.334374,
1.42409,-221.262,0.313971,
-214.787,-127.648,1.09381,
110.798,-18.0453,-0.45009,
153.997,-40.9048,-0.695901,
155.696,-43.8916,-0.398512,
49.1973,-2.23917,-0.207481,
70.2957,-1.7513,-0.628529,
157.641,-40.0004,-0.773892,
157.002,-44.0833,-0.477965,
52.2738,-1.8534,-0.667904,
154.497,-34.0025,-0.809286,
67.5242,-13.0712,-0.452598,
93.3898,-9.30962,-0.720714,
97.6127,-13.1387,-0.624045,
75.5402,-7.46575,-0.725866,
-36.431,-18.2155,0.231148,
130.557,-21.9345,-0.692464,
72.5376,-12.6435,-0.497463,
70.6189,-13,-0.476822,
156.902,-33.6959,-0.861003,
97.6779,-7.70442,-0.800014,
76.4577,-1.40178,-0.593908,
24.7264,1.56179,-0.498016,
127.777,-19.3224,-0.705174,
132.723,-21.3699,-0.689265,
54.7663,-4.81735,-0.758551,
157.405,-31.437,-0.861051,
52.653,-7.55293,-0.674254,
160.731,-31.5714,-0.782323,
70.199,-15.7491,-0.277014,
171.438,-33.9138,-0.243784,
130.747,-19.4025,-0.724555,
154.547,-25.7147,-0.753848,
133.714,-19.3213,-0.766758,
157.681,-28.7246,-0.767891,
38.2012,-220.618,0.291922,
34.4356,-220.704,0.275147,
-211.2,-125.036,0.143957,
86.974,-193.714,-1.53026,
-209.974,-125.877,0.002241,
109.322,-202.399,-0.875203,
202.811,-79.554,1.15742,
22.8734,-220.932,0.355345,
-215.289,-118.982,0.884651,
-212.15,-116.648,0.112882,
107.603,-194.524,-1.10359,
108.372,-194.713,-1.0917,
112.716,-192.41,-1.17646,
115.622,-193.474,-1.11835,
-214.355,-103.602,0.384671,
8.85788,-194.208,0.0413557,
10.4566,-194.246,0.066687,
-216.151,-95.611,1.04814,
-211.974,-94.8297,0.0929482,
-210.995,-83.2694,0.153637,
142.54,-176.788,-0.667475,
-209.751,-80.647,0.0813422,
157.506,-16.6121,0.225242,
115.077,-216.152,0.602823,
-211.521,-77.6334,0.422971,
-209.163,-77.4213,0.117637,
121.422,-214.323,0.624136,
-129.191,-213.19,-0.0105706,
-156.332,-202.126,-0.0576257,
-162.433,-198.747,-0.0240881,
172.643,-181.166,0.233814,
-154.399,-202.363,-0.128463,
-160.07,-199.048,-0.146359,
184.679,-127.748,-0.703087,
-130.302,-211.464,-0.170041,
-156.324,-200.088,-0.252107,
187.352,-127.511,-0.779085,
181.783,-124.491,-0.638542,
196.387,-130.666,-0.186781,
-118.562,-214.093,-0.144987,
185.641,-123.33,-0.74017,
178.69,-121.513,-0.636682,
193.501,-127.405,-0.500801,
186.978,-123.787,-0.819424,
182.735,-120.408,-0.707928,
196.712,-126.624,-0.23348,
-62.8097,-15.307,-0.810691,
-67.23,-13.6642,-0.803217,
179.639,-117.247,-0.751518,
-58.1654,-16.5592,-0.725227,
-85.3966,-4.56021,-0.693605,
182.153,-118.605,-0.693205,
196.578,-124.464,-0.285762,
-82.3908,-4.9511,-0.725031,
-67.5765,-10.6023,-0.794453,
179.72,-115.964,-0.760868,
-79.5288,-4.27886,-0.705022,
-85.3277,-1.38518,-0.548646,
-48.4001,-16.6656,-0.687621,
-76.3497,-4.31527,-0.718183,
-82.3828,-1.56143,-0.574055,
-46.5044,-16.1262,-0.689628,
-52.6439,-13.477,-0.766145,
-80.8154,-0.344241,-0.517863,
-43.6337,-16.2114,-0.68299,
-71.6168,-5.55701,-0.744442,
-76.2083,-1.30619,-0.578342,
-41.5032,-15.4001,-0.666689,
-67.3762,-4.61877,-0.69975,
-94.1109,6.51826,-0.0793173,
-58.6221,-7.79071,-0.798463,
-64.7523,-4.43111,-0.70212,
-71.3857,-1.26731,-0.569518,
-76.5708,1.2961,-0.448154,
-62.3196,-4.83367,-0.726833,
-67.5038,-1.46913,-0.560778,
-73.4323,1.45151,-0.428288,
-58.7095,-4.27684,-0.690407,
-64.3655,-1.44077,-0.569154,
-70.7815,1.93852,-0.393244,
-169.094,-14.2982,1.35538,
-61.2679,-1.1908,-0.570669,
-67.4324,1.52143,-0.410522,
-166.383,-13.0747,1.08324,
-79.2696,6.73293,-0.122893,
-43.4525,-7.45475,-0.777364,
-163.958,-12.8765,0.540106,
-55.4747,-1.28294,-0.559698,
-40.4689,-7.48864,-0.773919,
-160.618,-13.3945,0.10728,
-165.148,-11.847,1.87485,
-59.4966,1.57143,-0.412801,
-158.698,-12.7956,0.0538251,
-70.7938,7.62425,-0.0194084,
-13.4647,-16.4668,-0.233493,
-19.7041,-13.3296,-0.572571,
-46.8163,-1.50297,-0.61685,
-10.8713,-16.0554,-0.232875,
-16.513,-13.3757,-0.450692,
-64.8585,6.99139,-0.0371489,
-28.6447,-7.74024,-0.681783,
-13.4186,-13.3457,-0.421791,
-40.2484,-1.01762,-0.614274,
184.377,-97.4592,-0.72858,
-10.4626,-12.9457,-0.423234,
-38.2558,-1.56145,-0.616089,
-43.3442,1.60596,-0.465083,
182.546,-93.4371,-0.710115,
-13.4077,-10.5359,-0.552773,
-19.441,-7.62579,-0.695498,
184.936,-94.0818,-0.721706,
179.34,-90.9496,-0.758179,
193.561,-97.6369,-0.672981,
-1.21658,-13.2351,-0.309368,
181.91,-91.636,-0.720183,
176.943,-89.3475,-0.758816,
-19.3944,-4.72443,-0.720336,
-4.51761,-10.5521,-0.516157,
10.7717,-16.0773,-0.00889555,
-17.845,-5.84146,-0.719457,
-1.38943,-10.2672,-0.501525,
182.552,-87.3196,-0.751352,
7.64496,-13.3969,-0.121723,
190.443,-91.5724,-0.773724,
15.4432,-15.1242,-0.0900491,
10.5264,-13.1044,-0.142196,
192.682,-91.317,-0.2503,
19.8435,-15.5092,-0.0546103,
12.5477,-12.6521,-0.166823,
7.56909,-10.4432,-0.331265,
21.4987,-15.2671,-0.0741465,
-4.30473,-4.62282,-0.671071,
178.598,-82.4913,-0.786431,
26.224,-15.8443,-0.150635,
19.4212,-13.4878,-0.164924,
13.3205,-9.92998,-0.334576,
197.026,-87.6339,-0.291492,
22.0206,-12.9415,-0.183242,
-4.47683,-1.5638,-0.588693,
178.272,-78.8844,-0.725916,
194.016,-85.4084,-0.553945,
19.6391,-10.1197,-0.319298,
-7.77264,1.56107,-0.513747,
28.6038,-13.0823,-0.264405,
1.78358,-1.0358,-0.630251,
-208.078,-131.001,-0.217435,
10.4417,-4.53967,-0.651456,
3.70585,-0.831043,-0.560149,
-137.819,0.622108,0.831421,
-142.416,4.96967,1.87036,
7.52659,-1.61014,-0.569941,
-202.727,-131.363,-0.629188,
-208.606,-127.292,-0.254203,
10.5074,-1.30582,-0.605458,
-199.358,-130.461,-0.767999,
-1.27645,4.42623,-0.292797,
-190.737,-133.264,-0.800942,
-128.694,2.2307,0.0937758,
-132.636,3.08673,1.57132,
-187.638,-133.398,-0.759142,
-193.515,-130.535,-0.844406,
-130.231,3.29844,1.00361,
-205.662,-124.901,-0.539126,
-178.282,-193.761,1.30278,
-196.983,-128.434,-0.807291,
-133.444,7.31019,1.83579,
-175.899,-193.774,0.690675,
-124.492,4.89643,0.830422,
-199.536,-124.402,-0.818756,
19.6825,1.50637,-0.430232,
-121.547,5.16958,0.782518,
-65.0887,-18.2467,0.123906,
22.4487,1.63522,-0.458553,
-118.379,5.8138,0.454302,
31.3514,-1.29944,-0.603925,
-68.8054,-17.4233,0.431837,
-116.258,5.6269,0.328009,
-210.805,-115.195,-0.0808367,
49.6651,-7.4853,-0.679399,
22.6404,4.43277,-0.272619,
-208.508,-115.517,-0.301232,
31.7077,1.48114,-0.440533,
46.068,-5.15201,-0.740612,
-53.91,-18.2121,0.114554,
-57.5912,-17.5444,0.411807,
49.7332,-4.59531,-0.735025,
22.3404,6.81718,-0.0802805,
-55.1558,-17.0654,0.331241,
52.6159,-4.46714,-0.747025,
-46.4193,-18.2229,0.135758,
61.5827,-7.59979,-0.674662,
34.4204,4.27427,-0.243147,
-44.1908,-18.1756,0.109142,
64.5991,-7.52977,-0.660742,
57.4368,-5.63519,-0.760371,
31.4554,6.11127,-0.0286369,
-46.6556,-17.7279,0.4322,
81.6683,-12.9617,-0.430202,
-101.834,7.1872,0.79188,
92.1982,-15.4921,-0.332994,
85.2037,-13.4093,-0.553333,
58.6185,-1.72175,-0.616816,
94.5967,-15.6025,-0.359945,
151.965,-40.0893,-0.561564,
41.859,6.06185,-0.0294666,
54.8814,1.41455,-0.486706,
90.7689,-12.5942,-0.562801,
84.2193,-9.33873,-0.597382,
58.5833,1.39204,-0.414729,
94.6325,-13.6341,-0.602132,
88.5843,-10.2915,-0.642092,
145.737,-34.2952,-0.566942,
76.0715,-5.45336,-0.79389,
50.8716,6.05036,-0.00472789,
148.002,-35.0963,-0.642296,
99.659,-12.6287,-0.635226,
73.044,-1.19642,-0.61621,
109.405,-17.2611,-0.486698,
124.68,-22.5622,-0.43369,
54.2166,6.2541,-0.00564149,
133.258,-26.1205,-0.59223,
148.59,-31.4006,-0.751591,
100.533,-10.2589,-0.705274,
136.657,-25.4135,-0.75284,
108.98,-12.6791,-0.724892,
102.443,-9.55712,-0.746746,
76.0059,2.39776,-0.334389,
112.695,-13.0717,-0.664209,
106.804,-10.3644,-0.793862,
141.941,-24.3852,-0.807116,
136.616,-22.4375,-0.75016,
109.652,-10.4237,-0.817928,
145.712,-25.4633,-0.833291,
139.699,-22.4655,-0.805706,
111.755,-9.98838,-0.864128,
168.957,-33.6823,-0.442184,
163.207,-32.1134,-0.401879,
135.904,-19.0353,-0.840457,
151.265,-25.5357,-0.847901,
166.626,-31.5765,-0.463949,
160.983,-27.71,-0.570358,
133.579,-16.6979,-0.870817,
169.671,-31.4735,-0.202651,
163.16,-27.265,-0.383264,
59.2557,-202.895,-0.912657,
171.616,-32.1881,-0.0935935,
165.189,-27.4871,-0.236274,
160.526,-25.5076,-0.42542,
207.683,-103.327,2.56008,
168.84,-29.3273,-0.0955455,
85.456,-211.283,-0.548961,
79.6594,-208.672,-0.680635,
205.647,-99.8199,1.08214,
165.31,-25.8667,-0.0882806,
82.1941,-208.493,-0.696999,
207.7,-101.73,2.5439,
91.8915,-211.064,-0.51311,
85.7876,-208.585,-0.706897,
79.2831,-205.4,-0.860111,
150.279,-15.7773,-0.240649,
87.6355,-207.709,-0.27052,
62.6388,-195.73,-0.959663,
98.4315,-212.622,-0.385181,
-211.391,-136.533,0.437161,
85.2636,-205.568,-0.874485,
-13.5685,-221.658,0.437445,
73.3762,-199.875,-1.0567,
109.299,-213.85,-0.114204,
82.7964,-202.579,-0.987426,
112.02,-213.951,-0.0553316,
141.353,-8.65517,-0.063952,
-209.306,-133.605,0.0862501,
89.2441,-203.659,-0.883283,
91.567,-202.401,-0.929186,
73.6824,-194.189,-1.36625,
88.5407,-199.221,-1.21291,
79.6934,-4.49813,-0.759719,
-35.6546,-17.5938,0.564615,
-34.4654,-18.1582,0.225475,
79.342,-1.61184,-0.628183,
103.607,-16.4743,-0.571832,
36.2236,3.74748,-0.293285,
82.4988,-1.21509,-0.627758,
103.508,-13.1721,-0.737665,
-32.6105,-18.0987,0.297932,
121.624,-16.4082,-0.602377,
61.566,-4.65098,-0.740491,
-208.653,-113.043,-0.324474,
-210.687,-113.031,-0.122978,
85.7948,-1.4894,-0.607417,
127.241,-23.1251,-0.528257,
88.7288,-4.52249,-0.792615,
88.6322,-7.56905,-0.765766,
67.7033,-1.32189,-0.565156,
63.6904,-1.5743,-0.652843,
64.1624,-4.63252,-0.749705,
124.652,-16.4001,-0.645676,
40.4941,1.57246,-0.437757,
148.67,-25.702,-0.874078,
88.697,-1.52073,-0.62646,
142.53,-22.7039,-0.871488,
144.729,-22.6632,-0.886088,
43.4934,1.51229,-0.482459,
129.211,-15.4269,-0.84658,
136.909,-202.358,-0.226297,
133.606,-202.786,-0.371087,
138.163,-18.518,-0.877194,
142.107,-19.7603,-0.857959,
148.858,-22.7718,-0.806807,
139.615,-16.7545,-0.808795,
163.625,-25.3386,-0.174581,
145.516,-16.2647,-0.564101,
144.276,-19.5281,-0.804071,
7.74235,-221.207,0.259212,
-209.788,-127.868,0.0234042,
-213.805,-125.743,0.527716,
10.3453,-221.149,0.272049,
-177.099,-196.634,3.00784,
107.078,-203.151,-0.847484,
-176.211,-197.394,3.05295,
198.657,-78.2658,0.0885975,
56.4106,-15.9456,0.156193,
-216.802,-119.434,2.17863,
95.3246,-193.422,-1.31891,
-182.847,-191.879,3.04906,
25.3748,-220.884,0.332724,
-216.232,-115.563,1.24186,
29.7739,-220.768,0.339865,
-214.798,-115.761,0.632326,
31.3254,-220.749,0.279095,
113.267,-196.753,-1.06129,
127.12,-202.535,-0.557035,
130.464,-202.459,-0.484564,
201.491,-70.4362,2.20538,
-216.288,-110.732,1.17566,
79.4097,-15.3877,0.0742704,
-214.058,-110.123,0.365942,
46.6016,-220.454,0.305024,
-212.069,-109.719,0.0988011,
49.4341,-220.431,0.298274,
53.6363,-220.328,0.333698,
-216.386,-103.804,1.20502,
-3.91319,-193.855,0.00217163,
118.102,-188.103,-1.05881,
-211.748,-104.751,0.0458563,
-216.291,-100.446,1.20746,
-216.185,-98.8751,1.22071,
70.6284,-220.006,0.37279,
73.3611,-219.959,0.374828,
-212.165,-98.2231,0.0991762,
12.0383,-194.295,0.0925609,
-215.105,-95.4461,0.880709,
82.4285,-219.662,0.368574,
-211.893,-91.7187,0.136865,
-209.976,-84.4445,0.00660967,
-214.537,-83.5792,1.07106,
103.358,-217.999,0.427842,
162.001,-184.127,-0.398583,
-209.651,-81.7084,0.0365939,
-213.952,-80.0595,1.17114,
158.012,-178.103,-0.847133,
137.649,-6.26069,0.0163992,
146.034,-173.283,-0.616697,
110.335,-215.461,0.0400598,
155.283,-175.515,-0.943116,
112.923,-215.267,0.0857298,
157.402,-175.677,-0.910712,
160.283,-174.586,-0.848933,
118.744,-214.643,0.557699,
157.534,-173.097,-0.934611,
151.477,-169.76,-1.00143,
124.408,-213.896,0.718479,
127.632,-209.517,0.0613487,
160.005,-195.631,0.861404,
161.299,-193.196,0.688964,
164.611,-186.489,0.0551603,
166.712,-184.963,0.0917778,
-153.238,-204.208,-0.011471,
-144.978,-207.634,-0.0446708,
170.722,-180.991,0.0315421,
-135.802,-210.766,-0.0730451,
-141.48,-208.32,-0.122692,
182.292,-127.11,-0.654685,
-133.637,-210.992,-0.109076,
-139.537,-208.461,-0.172573,
-67.3707,-18.275,-0.412046,
179.437,-124.255,-0.664954,
-136.012,-209.184,-0.229243,
-65.0866,-18.2481,-0.38823,
-70.1814,-16.3631,-0.808374,
-76.2757,-13.5617,-0.906547,
190.532,-127.137,-0.686286,
-67.401,-16.8041,-0.810818,
-73.6066,-13.6167,-0.900706,
-57.8624,-18.2558,-0.360942,
-64.3315,-16.4926,-0.80932,
-71.43,-12.6687,-0.883531,
-55.3486,-18.2211,-0.362667,
-82.4702,-7.36092,-0.794376,
-88.6823,-4.16182,-0.656443,
-53.9049,-18.1859,-0.401646,
-80.0054,-7.4406,-0.804292,
-105.507,3.96184,-0.306265,
-70.9074,-10.2259,-0.861438,
-55.568,-16.4885,-0.733026,
-103.437,4.58985,-0.266942,
-88.4908,-1.55969,-0.537766,
-53.2752,-15.9951,-0.737784,
-100.895,4.21578,-0.274495,
-106.752,6.8103,-0.121307,
-71.3145,-7.22263,-0.80414,
-96.9918,4.12761,-0.248728,
-103.149,6.75909,-0.0882941,
-68.7734,-7.98637,-0.822142,
-73.2605,-5.01996,-0.742043,
-101.615,6.94159,-0.115435,
-64.436,-7.45257,-0.784026,
-91.7385,4.26455,-0.238565,
-97.6178,7.00636,-0.0648216,
-61.4402,-7.57764,-0.792645,
-88.2619,4.4145,-0.250117,
-166.737,-18.8201,0.0776741,
-80.1583,1.89437,-0.399965,
-85.3508,4.58075,-0.247397,
-92.5661,6.75291,-0.065157,
-169.934,-16.3743,1.02064,
-82.3614,4.32529,-0.263361,
-88,6.65314,-0.10617,
-166.909,-17.5709,0.200605,
-79.1129,4.23479,-0.289444,
-85.2406,7.07996,-0.0673569,
-164.092,-15.8486,0.0658762,
-195.313,-164.488,-0.141079,
-83.3184,6.72449,-0.107718,
-161.948,-15.0839,0.0244929,
-193.468,-163.862,-0.31701,
-198.335,-159.879,-0.05671,
-64.482,1.63784,-0.404678,
-190.717,-163.862,-0.501192,
-76.3398,7.3168,-0.0629528,
