-305.868412;-1859.9648481
-305.8361443;-1861.9644685
-305.803916;-1863.9640895
-305.7717277;-1865.9637113
-305.7395799;-1867.9633336
-305.7074733;-1869.9629566
-305.6754085;-1871.9625803
-305.643386;-1873.9622047
-305.6114065;-1875.9618297
-305.5794705;-1877.9614555
-305.5475787;-1879.9610819
-305.5157316;-1881.9607091
-305.4839298;-1883.960337
-305.452174;-1885.9599656
-305.4204647;-1887.9595949
-305.3888025;-1889.959225
-305.3571881;-1891.9588559
-305.3256219;-1893.9584875
-305.2941047;-1895.9581199
-305.262637;-1897.9577531
-305.2312193;-1899.957387
-305.1998524;-1901.9570218
-305.1685368;-1903.9566573
-305.1372731;-1905.9562937
-305.1060618;-1907.9559309
-305.0749037;-1909.9555689
-305.0437992;-1911.9552078
-305.012749;-1913.9548475
-304.9817536;-1915.954488
-304.9508138;-1917.9541294
-304.9199299;-1919.9537717
-304.8891028;-1921.9534148
-304.8583329;-1923.9530589
-304.8276209;-1925.9527038
-304.7969673;-1927.9523496
-304.7663727;-1929.9519963
-304.7358378;-1931.951644
-304.7053631;-1933.9512925
-304.6749493;-1935.950942
-304.6445968;-1937.9505924
-304.6143064;-1939.9502437
-304.5840787;-1941.949896
-304.5539141;-1943.9495493
-304.5238134;-1945.9492035
-304.493777;-1947.9488587
-304.4638057;-1949.9485149
-304.4339;-1951.948172
-304.4040604;-1953.9478301
-304.3742877;-1955.9474893
-304.3445823;-1957.9471494
-304.314945;-1959.9468104
-304.285377;-1961.9464727
-304.2558812;-1963.9461355
-304.2264643;-1965.9457998
-304.1971344;-1967.9454659
-304.1678999;-1969.9451326
-304.1387692;-1971.9448011
-304.1097508;-1973.9444718
-304.080853;-1975.9441433
-304.0520843;-1977.943817
-304.023453;-1979.9434934
-303.9949675;-1981.9431707
-303.9666362;-1983.9428507
-303.9384675;-1985.9425337
-303.9104697;-1987.9422178
-303.8826517;-1989.9419049
-303.8550226;-1991.9415956
-303.8275921;-1993.9412874
-303.8003699;-1995.9409828
-303.7733656;-1997.9406821
-303.7465888;-1999.9403826
-303.7200491;-2001.9400871
-303.6937561;-2003.9397961
-303.6677196;-2005.9395063
-303.641949;-2007.9392208
-303.6164538;-2009.9389403
-303.5912401;-2011.9386605
-303.5662997;-2013.9383848
-303.5415861;-2015.9381152
-303.5170176;-2017.9378428
-303.4925028;-2019.9375745
-303.4679343;-2021.9373057
-303.4431897;-2023.9370334
-303.4181368;-2025.9367576
-303.3926428;-2027.9364755
-303.3665765;-2029.936187
-303.3398058;-2031.9358889
-303.3121991;-2033.9355782
-303.2836244;-2035.9352558
-303.25395;-2037.9349166
-303.2230442;-2039.9345572
-303.1907751;-2041.9341787
-303.157011;-2043.9337743
-303.1216201;-2045.9333408
-303.0844706;-2047.9328774
-303.0454312;-2049.932375
-303.0043694;-2051.9318343
-302.9611668;-2053.9312433
-302.9157552;-2055.930606
-302.8680792;-2057.9299251
-302.8180846;-2059.9291744
-302.7657161;-2061.9283683
-302.7109187;-2063.9275053
-302.6536383;-2065.926559
-302.5938188;-2067.925544
-302.5313902;-2069.9244569
-302.4662539;-2071.923267
-302.3982544;-2073.9219851
-302.3272696;-2075.9206199
-302.2532268;-2077.919116
-302.1760735;-2079.9175094
-302.0957632;-2081.9157895
-302.0122508;-2083.9139181
-301.9254929;-2085.9119188
-301.8354549;-2087.9097773
-301.7421081;-2089.9074778
-301.6454218;-2091.9050241
-301.5453665;-2093.9023975
-301.4419116;-2095.8996073
-301.3350278;-2097.8966343
-301.2246859;-2099.8934579
-301.110853;-2101.8901092
-300.9934967;-2103.8865474
-300.8725755;-2105.8827524
-300.7480359;-2107.8787671
-300.6198284;-2109.8745371
-300.4879003;-2111.8700426
-300.3521948;-2113.8653299
-300.2126573;-2115.8603345
-300.0691155;-2117.8550411
-299.9212945;-2119.8494608
-299.7689196;-2121.8435273
-299.6117144;-2123.8372092
-299.4494024;-2125.8304983
-299.2817121;-2127.8233352
-299.1083712;-2129.8156824
-298.929107;-2131.8075165
-298.7436504;-2133.7987792
-298.5517322;-2135.7894239
-298.3530821;-2137.7794178
-298.1474325;-2139.7686968
-297.9345169;-2141.7572048
-297.7140661;-2143.744903
-297.4858073;-2145.731717
-297.249489;-2147.7175761
-297.0048979;-2149.7024516
-296.751906;-2151.6862686
-296.4903928;-2153.6689628
-296.2202245;-2155.6505234
-295.941279;-2157.6308585
-295.6534325;-2159.6098957
-295.3565502;-2161.5876345
-295.0505132;-2163.5639655
-294.735199;-2165.5388068
-294.41047;-2167.5121693
-294.0762108;-2169.4839245
-293.7323009;-2171.4539811
-293.3785991;-2173.4223616
-293.0149952;-2175.388919
-292.6413695;-2177.3535501
-292.2575785;-2179.3162916
-291.8635343;-2181.2769794
-291.4591503;-2183.2355022
-291.0443094;-2185.1919227
-290.6189439;-2187.1460553
-290.182974;-2189.0977824
-289.736276;-2191.0471801
-289.2787888;-2192.9940475
-288.810438;-2194.9382505
-288.331094;-2196.8798824
-287.840703;-2198.8187249
-287.3391949;-2200.7546342
-286.8264354;-2202.6877121
-286.3023764;-2204.6177303
-285.7669546;-2206.5445309
-285.2200364;-2208.4682254
-284.6615979;-2210.3885845
-284.0916228;-2212.3054407
-283.5100174;-2214.2189336
-282.9167998;-2216.1288367
-282.3119744;-2218.0349796
-281.6954468;-2219.9375015
-281.0672367;-2221.8361797
-280.427343;-2223.7308414
-279.7756549;-2225.6215945
-279.1121467;-2227.5082235
-278.4367772;-2229.3905439
-277.7494112;-2231.2686052
-277.0499861;-2233.1421895
-276.3383553;-2235.0111231
-275.6142681;-2236.8753159
-274.8774618;-2238.7345132
-274.127644;-2240.5884933
-273.3645128;-2242.4370434
-272.5877807;-2244.2799195
-271.7971782;-2246.1168841
-270.9924868;-2247.9477242
-270.1735892;-2249.7722552
-269.3404668;-2251.5903324
-268.4931527;-2253.4018404
-267.6316991;-2255.2066687
-266.7561617;-2257.0047045
-265.8665933;-2258.7958409
-264.9630478;-2260.579969
-264.0455809;-2262.356976
-263.1142457;-2264.1267545
-262.1690957;-2265.8891957
-261.2101868;-2267.6441868
-260.2375724;-2269.3916197
-259.2513058;-2271.1313858
-258.2514434;-2272.8633718
-257.2380386;-2274.5874688
-256.2111449;-2276.3035684
-255.1708189;-2278.0115563
-254.1171149;-2279.7113229
-253.0500859;-2281.4027597
-251.9697895;-2283.0857513
-250.8762804;-2284.7601871
-249.7696117;-2286.4259586
-248.649842;-2288.082949
-247.5170266;-2289.7310464
-246.3712185;-2291.3701424
