x,y
44.7444892499675,-23.5539019008772
42.74465238610207,-23.53095722360701
40.74481687278019,-23.507806473631103
38.744984060545406,-23.48424357824375
36.74515529994127,-23.460062464739238
34.745331941511324,-23.43505706041184
32.745515335799126,-23.409021292555842
30.74570683334822,-23.38174908846551
28.745907784702155,-23.35303437543514
26.74611954040448,-23.322671080759
24.74634345099874,-23.290453131731372
22.746580867028484,-23.256174455646537
20.746833139037268,-23.21962897979877
18.74710141868185,-23.180654666423525
16.747385316731574,-23.139430641135274
14.747683724534674,-23.0962953144708
12.747995529381162,-23.051587995488763
10.748319618561037,-23.005647993247823
8.748654879364306,-22.95881461680664
6.749000199080973,-22.91142717522389
4.749354465001042,-22.863824977558213
2.7497165644145185,-22.816347332868283
0.750085384611408,-22.769333550212767
-1.2495401871182903,-22.723122938650313
-3.2491612634845644,-22.678054807239597
-5.248778957197417,-22.634468465039273
-7.248394380966836,-22.592703221108003
-9.248008647502827,-22.553098384504455
-11.247622869515373,-22.515993264287285
-13.247238159714485,-22.481727169515157
-15.24685563081014,-22.450639409246733
-17.246476395512342,-22.423069292540674
-19.246101566531095,-22.399356128455643
-21.245732256576385,-22.379839226050304
-23.245369578358208,-22.364857894383317
-25.245014644743897,-22.354751375734796
-27.244669022705704,-22.349666169085097
-29.244335729304897,-22.349133288071823
-31.244018070430922,-22.35256115419237
-33.2437193519732,-22.359358188944125
-35.24344287982117,-22.368932813824483
-37.24319195986427,-22.38069345033083
-39.242969897991934,-22.394048519960574
-41.24278000009361,-22.40840644421109
-43.242625572058735,-22.42317564457978
-45.24250991977673,-22.437764542564036
-47.24243634913704,-22.451581559661243
-49.242408166029115,-22.4640351173688
-51.242428676342364,-22.4745336371841
-53.24250118596624,-22.482485540604532
-55.24262900079018,-22.48729924912749
-57.24281542670362,-22.488383184250363
-59.243063769596,-22.485145767470552
-61.24337733535674,-22.476995420285437
-63.243759429875304,-22.463340564192425
-65.24421335904111,-22.443589620688893
-67.2447424287436,-22.417151011272242
-69.24534752107576,-22.38357817157283
-71.24598179483327,-22.345279790413723
-73.2465547586441,-22.307276117174062
-75.24697431399868,-22.274683555206135
-77.24714836238739,-22.252618507862252
-79.24698480530068,-22.2461973784947
-81.24639154422889,-22.26053657045579
-83.2452764806625,-22.30075248709782
-85.24355638762083,-22.371166885098173
-87.24124552357686,-22.467369487216413
-89.23841845969717,-22.57954764626511
-91.2351484628455,-22.69826286646075
-93.23147963342899,-22.82010112849995
-95.22743539369891,-22.945919588879814
-97.22303872711032,-23.07666603964295
-99.21831261711824,-23.21328827283195
-101.2132800471777,-23.356734080489403
-103.20793426867728,-23.5080388926394
-105.20200402394381,-23.669017803924323
-107.19507939366378,-23.84189462683661
-109.18674923683817,-24.02889677489778
-111.1766024124681,-24.23225166162936
-113.16422777955462,-24.454186700552864
-115.14921419709881,-24.696929305189823
-117.13124274865882,-24.96209894697555
-119.11072021166456,-25.24653134060684
-121.08839671560283,-25.5447988321897
-123.06502443738562,-25.851460271252336
-125.04135475379593,-26.16107931435002
-127.01752229488295,-26.471924918699113
-128.99194378136087,-26.792586924051214
-130.96273918739084,-27.133437968735205
-132.92802848713382,-27.50485069107996
-134.8859316547509,-27.91719772941436
-136.8345199510919,-28.380786065933137
-138.77019320650317,-28.903669917364915
-140.6873005089253,-29.491139495795213
-142.5800653744728,-30.148315766743636
-144.44271131926035,-30.880319695729785
-146.26949982138404,-31.692205731947674
-148.06212637714688,-32.5760025668181
