102.7166429 11.28960991
124.0479569 22.31207413
154.6996137 41.27690088
186.5183492 67.98969269
210.3593229 96.38674773
222.9238148 111.5962734
228.4180585 119.1932478
238.4249139 135.9016538
251.4222455 163.8921344
262.7368209 206.0358181
267.478388 253.5410118
267.3397807 273.3513204
266.6835148 302.8147231
267.0170836 340.2114144
267.5704064 387.9907253
268.1044164 449.9200118
265.1783966 509.9472244
259.0655465 544.9821224
254.3752287 556.0707312
242.7788099 584.3424553
225.6763296 614.2706336
202.5806127 643.2604612
177.8176601 669.1947454
148.4824246 690.9575103
120.9707975 707.3176126
120.9236942 707.254322
115.5315365 709.3660613
102.1179513 715.3027525
84.50099841 721.5647247
60.46596116 727.2459713
35.94365807 731.7070663
6.402688599 733.2691503
-8.927469634 733.6366432
-30.90697466 733.6222283
-62.58044663 733.6068453
-100.8715855 733.2053184
-137.23744 734.303995
-145.4035295 734.3663221
-164.2082334 734.4022325
-208.3787735 734.6886724
-279.5629199 735.0784422
-358.1945943 735.7445875
-436.6532985 735.7009234
-501.7635741 736.6597975
-505.542218 735.7107195
-505.5867527 735.7085018
-505.7794467 735.7629205
-505.784586 735.7518175
-505.9087678 735.7673702
-506.2282125 735.8428933
-506.7120889 735.9717228
-529.14032 736.5894704
-592.5848356 737.3846803
-649.1205233 737.7479005
-688.1713971 736.602121
-720.240389 738.2305846
-743.1388301 738.3637949
-764.0272264 738.4324718
-799.1358306 738.5659653
-833.4042734 738.688424
-883.8533212 738.659661
-954.185285 739.086709
-1020.528901 739.9969529
-1071.819047 734.1093413
-1110.183251 720.9231118
-1146.897857 703.4531937
-1178.416742 679.1419191
-1207.608138 654.8826662
-1230.975674 626.0258005
-1254.079527 587.4570084
-1258.973556 575.3908403
-1263.424592 564.7147276
-1268.006434 544.7507729
-1274.689223 509.2937624
-1275.823429 450.3813797
-1276.39929 386.6579365
-1277.454274 321.4023603
-1277.425227 255.5881458
-1269.74751 195.7783635
-1264.818577 179.0505647
-1252.429024 149.636131
-1237.725746 121.7369357
-1216.252613 93.23378594
-1188.138828 64.66748826
-1154.794191 41.07474032
-1125.965687 23.9892804
-1115.525442 19.45542544
-1089.964071 10.2993762
-1060.065657 3.996335461
-1021.606617 1.472907836
-983.7631479 0.869496385
-947.668825 -0.30532708
-923.0825637 -0.504853003
-886.5221566 -0.367046185
-841.996226 -0.848392233
-788.478618 -1.572459419
-734.3579631 -1.89316459
-664.7840261 -2.163768334
-595.0345002 -2.317170815
-533.8973053 -3.237685522
-491.301864 -2.835266166
-440.918191 -3.405702387
-379.2327747 -3.857570547
-295.3824311 -4.401984831
-211.4164513 -4.914396357
-121.9627675 -5.434860158
-32.54419759 -5.892102597
51.75924988 -1.823785271
