28.36091723 6.448164307
62.81504128 11.61685202
106.5004589 28.34967175
154.7446436 57.41057911
199.8300785 103.3772527
234.4430253 162.3400232
252.7220407 225.1218641
256.0933368 297.3441815
257.3774856 390.9665251
258.7160222 471.3384896
245.50371 540.8589113
219.5471608 599.6412131
180.1134125 648.5204362
126.0789078 688.1085252
66.40462006 712.3225055
10.11620997 721.3712522
-9.536403868 721.0081746
-46.34855133 720.8173381
-124.9684214 721.4644202
-240.8149343 722.222206
-351.6598554 722.9071274
-434.0136728 724.8632867
-509.1795343 724.7591162
-576.808726 725.2291332
-651.8255192 725.707038
-727.9368318 726.1613542
-807.4026053 728.4365798
-876.4929631 727.7979791
-951.0052093 728.9416145
-1014.744572 728.4135248
-1072.077304 719.0891755
-1122.82102 702.4973507
-1171.340522 670.380026
-1211.827479 629.8811387
-1240.841031 583.9778406
-1258.274588 539.4184452
-1264.872049 486.2390485
-1266.421143 430.8360076
-1266.271967 359.2232868
-1268.100628 286.3684675
-1260.906066 219.0248356
-1240.754194 152.4452335
-1223.889804 125.2566232
-1208.343756 106.4288718
-1192.101199 88.55813633
-1170.232857 66.61841072
-1112.590411 32.87200334
-1047.930475 14.7915184
-997.531026 12.25995649
-949.9584556 11.96967523
-902.3859521 11.67857967
-854.8134503 11.38777933
-807.2409476 11.09727417
-759.6684367 10.8070641
-712.0967689 10.51825941
-664.5242537 10.22863964
-599.838614 9.368369135
-492.6115308 9.365171522
-390.0790574 8.298925385
-281.9527298 5.593918123
-218.3924152 7.273960472
-203.027409 6.721715184
-155.9902201 4.92302567
-2.17897373 5.887406738
