0.82;0.826;0.835;0.844;0.853;0.862;0.871;0.88;0.889;0.898;0.907;0.916;0.925;0.934;0.943;0.952;0.961;0.97;0.979;0.988;0.997;1;1;1
0.86125;0.86725;0.87625;0.88525;0.89425;0.90325;0.91225;0.92125;0.93025;0.93925;0.94825;0.95725;0.96625;0.97525;0.98425;0.99325;1;1;1;1;1;1;1;1
0.9025;0.9085;0.9175;0.9265;0.9355;0.9445;0.9535;0.9625;0.9715;0.9805;0.9895;0.9985;1;1;1;1;1;1;1;1;1;1;1;1
0.9437;0.9497;0.95875;0.9677;0.9767;0.9857;0.9947;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
0.985;0.991;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
