0.71;0.718;0.73;0.742;0.754;0.766;0.778;0.79;0.802;0.814;0.826;0.838;0.85;0.8706;0.8832;0.8958;0.9084;0.921;0.9336;0.9462;0.9588;0.9714;0.984;1
0.7775;0.7855;0.7975;0.8095;0.8215;0.8335;0.8455;0.8575;0.8695;0.8815;0.8935;0.9055;0.9175;0.9295;0.9415;0.9535;0.9655;0.9775;0.9895;1;1;1;1;1
0.845;0.853;0.865;0.877;0.889;0.901;0.913;0.925;0.937;0.949;0.961;0.973;0.985;0.997;1;1;1;1;1;1;1;1;1;1
0.9125;0.9205;0.9325;0.9445;0.9565;0.9685;0.9805;0.9925;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
0.98;0.988;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
