57.9971,244.1743,8.7607,5.7025
58.0502,245.0188,8.7337,5.808
58.1459,245.8708,8.6224,5.9309
58.2486,246.7323,8.497,6.0568
58.3541,247.606,8.355,6.176
58.4507,248.4789,8.2397,6.299
58.5528,249.3611,8.1073,6.4193
58.652,250.2545,7.9745,6.5341
58.745,251.1594,7.8457,6.6412
58.8294,252.0758,7.7266,6.7401
58.9047,253.0045,7.6157,6.8295
58.9688,253.9456,7.517,6.9085
59.0206,254.8982,7.432,6.9767
59.06,255.8613,7.3609,7.0343
59.0877,256.8338,7.3029,7.0816
59.1044,257.8144,7.2571,7.1193
59.1112,258.8015,7.2255,7.1559
59.1098,259.7939,7.212,7.187
59.1021,260.7901,7.205,7.2124
59.0897,261.7891,7.2029,7.2335
59.0741,262.7899,7.204,7.2386
59.0562,263.7919,7.2073,7.2382
59.0372,264.7946,7.2117,7.2366
59.0175,265.7976,7.2168,7.2344
58.9977,266.8007,7.2221,7.232
58.9779,267.8038,7.2272,7.23
58.9582,268.8068,7.2323,7.233
58.9386,269.8097,7.2374,7.236
58.9189,270.8125,7.2425,7.2389
58.899,271.8153,7.2477,7.2417
58.8791,272.818,7.252,7.2443
58.8588,273.8206,7.2556,7.2467
58.8384,274.8231,7.2595,7.2489
58.8176,275.8256,7.2636,7.2544
58.7966,276.828,7.268,7.2628
58.7754,277.8304,7.2727,7.271
58.7539,278.8328,7.2775,7.2789
58.7322,279.8351,7.2826,7.2866
58.7103,280.8374,7.288,7.294
58.6882,281.8396,7.2935,7.3013
58.6659,282.8419,7.2992,7.3084
58.6434,283.8441,7.3051,7.3056
58.6206,284.8463,7.3095,7.2986
58.5977,285.8485,7.3019,7.2914
58.5745,286.8508,7.2945,7.2839
58.5511,287.853,7.2874,7.2762
58.5275,288.8554,7.2805,7.2683
58.5036,289.8578,7.2739,7.2601
58.4795,290.8603,7.2675,7.256
58.4552,291.8628,7.2612,7.2529
58.4307,292.8655,7.2552,7.2496
58.406,293.8683,7.2494,7.246
58.3812,294.8711,7.2442,7.2424
58.3562,295.8741,7.241,7.2386
58.3312,296.8772,7.2379,7.2348
58.3061,297.8804,7.2348,7.2308
58.281,298.8837,7.2318,7.2308
58.2559,299.8872,7.2288,7.2351
58.2307,300.8908,7.2257,7.2394
58.2056,301.8945,7.2227,7.2438
58.1806,302.8983,7.2196,7.2482
58.1556,303.9022,7.2164,7.2526
58.1306,304.9062,7.2132,7.2571
58.1056,305.9102,7.2106,7.2616
58.0807,306.9142,7.2106,7.2588
58.0558,307.9181,7.2105,7.2525
58.0309,308.9219,7.2105,7.2461
58.006,309.9254,7.2105,7.2397
57.9811,310.9286,7.2105,7.2333
57.9562,311.9314,7.2105,7.2269
57.9312,312.9337,7.2106,7.2204
57.9062,313.9356,7.2108,7.2139
57.881,314.937,7.2111,7.2072
57.8558,315.9379,7.2115,7.2004
57.8304,316.9385,7.2121,7.1973
57.8049,317.9387,7.2127,7.2011
57.7793,318.9388,7.2135,7.2048
57.7535,319.9388,7.2129,7.2084
57.7277,320.9388,7.2124,7.2119
57.7018,321.9389,7.212,7.2154
57.6758,322.9393,7.2117,7.2188
57.6499,323.9399,7.2113,7.2222
57.624,324.9408,7.2108,7.2235
57.5983,325.942,7.2102,7.2227
57.5728,326.9435,7.2094,7.2222
57.5475,327.9452,7.2083,7.2219
57.5225,328.9472,7.207,7.222
57.498,329.9493,7.2052,7.2225
57.4739,330.9515,7.2029,7.2234
57.4504,331.9539,7.2065,7.2229
57.4275,332.9563,7.2098,7.2232
57.4054,333.9587,7.2124,7.2241
57.384,334.9613,7.2143,7.2259
57.3636,335.9639,7.2152,7.2287
57.3442,336.9665,7.215,7.2324
57.326,337.9692,7.2138,7.2373
57.3088,338.9719,7.2115,7.2433
57.2929,339.9747,7.2079,7.2506
57.2783,340.9775,7.2036,7.2592
57.2649,341.9803,7.1986,7.264
57.2529,342.9832,7.1925,7.2436
57.242,343.9861,7.1851,7.2245
57.2324,344.9891,7.1764,7.2067
57.224,345.992,7.1666,7.19
57.2167,346.995,7.1557,7.1744
57.2105,347.9981,7.1436,7.1601
57.2057,349.0011,7.1303,7.1469
57.2021,350.0042,7.1157,7.1316
57.2001,351.0074,7.0996,7.1169
57.1999,352.0105,7.0813,7.104
57.2018,353.0137,7.0608,7.0932
57.2063,354.0169,7.0379,7.0851
57.2138,355.0201,7.0121,7.08
57.2248,356.0232,6.983,7.0785
57.2399,357.0263,6.9501,7.0813
57.2595,358.0293,6.913,7.0731
57.2841,359.0321,6.8711,7.0391
57.3141,360.0348,6.8241,7.0106
57.35,361.0373,6.7716,6.9882
57.3921,362.0395,6.7608,6.9722
57.4405,363.0413,6.7753,6.963
57.4957,364.0428,6.7835,6.9607
57.5579,365.0437,6.7849,6.9502
57.6274,366.044,6.7795,6.9344
57.7044,367.0436,6.7668,6.9266
