x,y
-2040.9624476231713,296.6167889384225,0.0,0
-2041.517600726339,296.6168104126785,0.0,1
-2042.0727505147406,296.7024850284265,0.0,2
-2042.627903618492,296.70250650895133,0.0,3
-2043.183053404162,296.7881811444309,0.0,4
-2043.7382031894242,296.87385579111367,0.0,5
-2044.2933529729858,296.9595304513167,0.0,6
-2044.8485027556558,297.0452051229003,0.0,7
-2045.4036525359843,297.13087980904663,0.0,8
-2045.9588023165416,297.2165545054699,0.0,9
-2046.5139520943296,297.3022292152973,0.0,10
-2047.0691018711052,297.38790393649913,0.0,11
-2047.6242516457116,297.47357867105006,0.0,12
-2048.1794014188526,297.5592534192406,0.0,13
-2048.734551191032,297.6449281775857,0.0,14
-2049.4007315813333,297.73060726039085,0.0,15
-2049.9558780215184,297.9019352754283,0.0,16
-2050.511027788894,297.9876100784459,0.0,17
-2051.0661775542853,298.0732848960264,0.0,18
-2051.621323985484,298.2446129729928,0.0,19
-2052.176473746325,298.3302878194144,0.0,20
-2052.8426541255203,298.4159670001969,0.0,21
-2053.3978005478048,298.587295142785,0.0,22
-2053.952950303605,298.67297003381805,0.0,23
-2054.5081000579466,298.75864493831637,0.0,24
-2055.063249811157,298.8443198541921,0.0,25
-2055.61839956303,298.929994783472,0.0,26
-2056.1735493143233,299.015669725236,0.0,27
-2056.7286990615785,299.10134467935563,0.0,28
-2057.2838454653497,299.27267295728933,0.0,29
-2057.8389952096836,299.3583479412406,0.0,30
-2058.3941449544595,299.44402293889567,0.0,31
-2058.9492946952055,299.5296979487321,0.0,32
-2059.504444435247,299.61537297110453,0.0,33
-2060.059597523152,299.6153946623497,0.0,34
-2060.614747262828,299.70106970213646,0.0,35
-2061.169896999491,299.78674475544057,0.0,36
-2061.7250500858718,299.78676645915647,0.0,37
-2062.2801998198956,299.872441529985,0.0,38
-2062.835349554325,299.9581166153885,0.0,39
-2063.3904992863627,300.04379171094666,0.0,40
-2063.9456523701897,300.04381343321916,0.0,41
-2064.5008021002086,300.12948854856694,0.0,42
-2065.055955183787,300.1295102769859,0.0,43
-2065.611104912238,300.21518540991616,0.0,44
-2066.166257994728,300.21520714453357,0.0,45
-2066.7214077200997,300.3008822969631,0.0,46
-2067.2765608019786,300.3009040378431,0.0,47
-2067.942744497515,300.3009301268128,0.0,48
-2068.6089248370863,300.38660965375493,0.0,49
-2069.2751085338227,300.38663575016074,0.0,50
-2069.8302616116084,300.3866574972072,0.0,51
-2070.3854113339653,300.4723327040622,0.0,52
-2070.9405644115,300.47235445731314,0.0,53
-2071.4957174887436,300.4723762104995,0.0,54
-2072.0508705648544,300.47239796373105,0.0,55
-2072.6060236413896,300.47241971689795,0.0,56
-2073.1611767170357,300.47244147012236,0.0,57
-2073.7163297932216,300.4724632233371,0.0,58
-2074.2714828674434,300.47248497654215,0.0,59
-2074.937666557465,300.472511080382,0.0,60
-2075.6038502446604,300.47253718420876,0.0,61
-2076.381064547244,300.4725676386668,0.0,62
-2077.047251590865,300.386940208292,0.0,63
-2077.6024046622756,300.3869619552393,0.0,64
-2078.3796189626805,300.38699240100067,0.0,65
-2078.9347720343144,300.3870141480017,0.0,66
-2079.7119863321477,300.3870445937521,0.0,67
-2080.2671394009058,300.3870663407457,0.0,68
-2080.8222958257434,300.30143451335215,0.0,69
-2081.59951012213,300.3014649503846,0.0,70
-2082.1546631891692,300.30148669120445,0.0,71
-2082.709816257231,300.3015084319626,0.0,72
