x,y,z,idx
-1500.099946898411,-395.97459464155565,0.0,125
-1432.4197283885937,-394.55379531129057,0.0,1
-1364.3088456242456,-393.12407546282867,0.0,2
-1294.5986091098753,-392.1776826868288,0.0,3
-1224.0455030531998,-391.2196069905684,0.0,4
-1182.0128875734713,-390.6343476827602,0.0,5
-1139.049527780065,-390.05711496900904,0.0,6
-1110.949812994359,-389.4401613999417,0.0,7
-1091.3267783285237,-387.349645422976,0.0,8
-1076.3421964018169,-384.87449651513083,0.0,9
-1059.182500779555,-380.93577580360284,0.0,10
-1042.2503195530314,-375.42932023428796,0.0,11
-1022.3065996612539,-366.4626122520569,0.0,12
-1007.0135468898054,-358.73647712420893,0.0,13
-981.6845654565727,-340.9538008830829,0.0,14
-964.559825917626,-326.65848790240767,0.0,15
-948.9259297754276,-311.8496243804567,0.0,16
-936.1631941896419,-296.68738508018964,0.0,17
-921.3212083952449,-276.2217019061572,0.0,18
-905.3222884067088,-247.9234375185461,0.0,19
-895.0845264520433,-223.35082947797412,0.0,20
-888.0988162288104,-198.08972444740598,0.0,21
-885.5425600392829,-182.3497451263976,0.0,22
-884.5176915094271,-172.25395852755688,0.0,23
-883.470807067232,-157.1842393436391,0.0,24
-883.2649803357433,-123.39977944974947,0.0,25
-883.2131062064549,-90.40340995157217,0.0,26
-883.3185441942899,-65.80121334810308,0.0,27
-883.4229060691832,-41.21436278783382,0.0,28
-883.7234770412717,-17.660523797432816,0.0,29
-883.998848332437,5.772017088905919,0.0,30
-884.4873965668987,32.38038380965967,0.0,31
-884.9424030393384,58.73017930352973,0.0,32
-885.4581686499719,88.57302142814805,0.0,33
-886.9897980155952,108.26906507274919,0.0,34
-890.3698855939044,128.63221326400932,0.0,35
-896.7094594163536,149.65669432027735,0.0,36
-904.6619896668576,167.99174071790563,0.0,37
-913.9413155562218,186.77476771010083,0.0,38
-924.4011076516458,203.66713252829757,0.0,39
-936.0878711960531,220.344310355273,0.0,40
-949.584957993595,236.69461191407015,0.0,41
-967.8990553120009,254.53606527925143,0.0,42
-981.740196300892,266.0677504430149,0.0,43
-994.0503527179444,274.88228628096186,0.0,44
-1008.8217606213873,284.27048930504134,0.0,45
-1021.2247401362381,291.1173913302198,0.0,46
-1035.0387075160374,297.95415070649705,0.0,47
-1051.769244087948,304.4618896353233,0.0,48
-1066.5336159375254,310.0634788309089,0.0,49
-1084.0122173213122,313.5357988777911,0.0,50
-1102.2474928527777,315.8988591483669,0.0,51
-1134.4001186189864,317.12797504563673,0.0,52
-1177.8525814241382,317.6516077990041,0.0,53
-1228.6735246580477,317.02379730671834,0.0,54
-1280.0090770317868,316.4994652457501,0.0,55
-1330.8238565619126,315.65171694942404,0.0,56
-1383.5224434782815,315.24374446776824,0.0,57
-1436.165540340955,314.3815282237697,0.0,58
-1488.8865437577028,313.6080874864851,0.0,59
-1594.592386773224,312.2325666201086,0.0,60
-1647.7166713076113,311.511342520399,0.0,61
-1700.1932335282127,310.7967995957838,0.0,62
-1805.270205648172,309.3745147398565,0.0,63
-1910.3390480035735,307.9502486498048,0.0,64
-2015.6248130844162,306.5214458048635,0.0,65
-2068.4909504407087,305.8040830245177,0.0,66
-2120.09205755113,305.10393981393804,0.0,67
-2135.9644183336345,304.4755380899711,0.0,68
-2155.9522437136334,304.00600332430446,0.0,69
-2179.425619914967,302.60538612718784,0.0,70
-2192.200723829407,301.75416955650616,0.0,71
-2204.393437185964,300.0332339885787,0.0,72
-2218.2216401448513,296.94863642263175,0.0,73
-2243.2526756365505,287.53805445848167,0.0,74
-2266.0153771283335,276.68501793836793,0.0,75
-2282.644644640667,266.7549088922705,0.0,76
-2304.5596441420516,249.17444760260832,0.0,77
-2322.57724913705,233.8421100208698,0.0,78
